TIPO_DE_ELECCIÓN:,PRESIDENTE Y VICEPRESIDENTE
25 junio 2023 20:54 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
24585,2314,9.4122,2311,9.4000,3,890962,476417,53.4722

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNE,AZUL,VALOR UNIONISTA,CABAL,TODOS,VAMOS,PHG,PR,PIN,ELEFANTE,VICTORIA,SEMILLA,FCN-NACION,PPN,UR,URNG-MAIZ WINAQ,CREO,BIEN,VIVA,MI FAMILIA,CAMBIO,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,PRES-VOTAR,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
20410,"Petén",17,"San José",2,3180,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20411,"Petén",17,"San José",2,3180,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20412,"Petén",17,"San José",2,3180,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20413,"Petén",17,"San José",2,3181,322,83,0,4,6,1,20,0,0,0,0,0,23,1,1,0,0,1,0,7,1,3,6,157,55,21,233,0,233,--,322,89,233,157,233,233,Algún campo sin dato,1,72cc9b9b2e5a54d4808c3b9e880724950fc9832a8bed7b9b51a514abeb6facca,25/06/2023 20:28:14,ESCANER
20414,"Petén",17,"San José",2,3181,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20415,"Petén",17,"San José",2,3182,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20416,"Petén",17,"San José",2,3182,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20417,"Petén",17,"San José",2,3182,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20418,"Petén",17,"San José",2,3183,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20419,"Petén",17,"San José",2,3183,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20420,"Petén",17,"San José",2,3183,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20421,"Petén",17,"San Benito",3,3184,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20422,"Petén",17,"San Benito",3,3184,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20423,"Petén",17,"San Benito",3,3184,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20424,"Petén",17,"San Benito",3,3184,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20425,"Petén",17,"San Benito",3,3184,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20426,"Petén",17,"San Benito",3,3184,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20427,"Petén",17,"San Benito",3,3184,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20428,"Petén",17,"San Benito",3,3184,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20429,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20430,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20431,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20432,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20433,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20434,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20435,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20436,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20437,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20438,"Petén",17,"San Benito",3,3185,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20439,"Petén",17,"San Benito",3,3185,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20440,"Petén",17,"San Benito",3,3185,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20441,"Petén",17,"San Benito",3,3186,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20442,"Petén",17,"San Benito",3,3186,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20443,"Petén",17,"San Benito",3,3186,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20444,"Petén",17,"San Benito",3,3186,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20445,"Petén",17,"San Benito",3,3186,400,63,3,9,15,1,10,0,0,1,0,0,37,1,2,1,2,1,6,17,1,7,13,190,72,9,271,0,271,--,380,109,271,190,271,271,Algún campo sin dato,1,b96ff6ab1a4c80212ba2b5ff1555de17fd582927245f7abd2e0a9ad339935e70,25/06/2023 20:30:39,ESCANER
20446,"Petén",17,"San Benito",3,3186,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20447,"Petén",17,"San Benito",3,3186,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20448,"Petén",17,"San Benito",3,3186,275,27,0,6,5,0,6,0,0,0,1,0,47,0,0,1,3,0,6,11,0,4,10,127,41,3,171,1,172,--,280,108,172,127,171,172,Algún campo sin dato,1,bc74d8854f3f21cc913b48866694b5f8d5e157c56ab6b83a62082d5fcda60c15,25/06/2023 20:45:55,ESCANER
20449,"Petén",17,"San Benito",3,3186,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20450,"Petén",17,"San Benito",3,3187,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20451,"Petén",17,"San Benito",3,3187,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20452,"Petén",17,"San Benito",3,3187,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20453,"Petén",17,"San Benito",3,3187,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20454,"Petén",17,"San Benito",3,3187,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20455,"Petén",17,"San Benito",3,3187,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20456,"Petén",17,"San Benito",3,3187,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20457,"Petén",17,"San Benito",3,3187,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20458,"Petén",17,"San Benito",3,3187,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20459,"Petén",17,"San Benito",3,3187,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20460,"Petén",17,"San Benito",3,3188,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20461,"Petén",17,"San Benito",3,3188,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20462,"Petén",17,"San Benito",3,3188,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20463,"Petén",17,"San Benito",3,3188,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20464,"Petén",17,"San Benito",3,3188,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20465,"Petén",17,"San Benito",3,3188,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20466,"Petén",17,"San Benito",3,3189,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20467,"Petén",17,"San Benito",3,3189,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20468,"Petén",17,"San Benito",3,3189,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20469,"Petén",17,"San Benito",3,3189,400,64,1,6,12,1,8,0,1,0,0,3,19,3,2,1,1,1,2,13,1,4,8,151,71,15,237,0,237,--,380,143,237,151,237,237,Algún campo sin dato,1,021a3afc7b21171e3d7e11e15d784d9f31384bbef5bbfb810a9d523f8458c07b,25/06/2023 20:52:57,ESCANER
20470,"Petén",17,"San Benito",3,3189,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20471,"Petén",17,"San Benito",3,3189,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20472,"Petén",17,"San Benito",3,3189,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20473,"Petén",17,"San Benito",3,3189,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20474,"Petén",17,"San Benito",3,3190,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20475,"Petén",17,"San Benito",3,3190,400,60,0,12,28,1,12,0,1,1,0,2,29,0,2,2,0,0,7,6,1,15,12,191,67,8,266,0,266,--,380,114,266,191,266,266,Algún campo sin dato,1,e6d050e7dc4c686c3ccdf780f8be8eaad9ef85de6fc4201be6bbf40f851da378,25/06/2023 20:41:20,ESCANER
20476,"Petén",17,"San Benito",3,3190,400,60,3,11,16,0,13,0,2,0,0,3,37,0,1,0,1,2,11,16,1,30,20,227,64,10,301,0,301,--,380,79,301,227,301,301,Algún campo sin dato,1,a5f7eb92dec02aaf01460c9303646ed7626752fe0a13896fdbcdcd125d3d6777,25/06/2023 20:19:30,ESCANER
20477,"Petén",17,"San Benito",3,3190,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20478,"Petén",17,"San Benito",3,3190,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20479,"Petén",17,"San Benito",3,3190,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20480,"Petén",17,"San Benito",3,3190,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20481,"Petén",17,"San Benito",3,3190,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20482,"Petén",17,"San Benito",3,3190,400,37,0,6,15,3,16,0,0,0,0,3,101,0,3,0,2,1,8,13,1,4,7,220,33,6,259,0,259,--,377,118,259,220,259,259,Algún campo sin dato,1,97228aebd940c286ad8cefd655ccad74dedb02c2192b33c4f481ae3cfd8cacf3,25/06/2023 20:40:59,ESCANER
20483,"Petén",17,"San Benito",3,3190,269,44,0,2,7,0,9,0,0,0,0,1,42,0,1,1,2,0,6,20,0,4,1,140,29,6,175,0,175,--,269,94,175,140,175,175,Algún campo sin dato,1,b59d4d5c348ef07df752bdb57b8d0fef91d373b745bfe9ff54ca52b96716056a,25/06/2023 20:31:33,ESCANER
20484,"Petén",17,"San Benito",3,3190,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20485,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20486,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20487,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20488,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20489,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20490,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20491,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20492,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20493,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20494,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20495,"Petén",17,"San Benito",3,3191,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20496,"Petén",17,"San Benito",3,3191,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20497,"Petén",17,"San Benito",3,3191,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20498,"Petén",17,"San Benito",3,3192,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20499,"Petén",17,"San Benito",3,3192,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20500,"Petén",17,"San Benito",3,3192,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20501,"Petén",17,"San Benito",3,3192,380,62,2,5,5,1,6,0,0,0,0,1,0,0,2,0,1,0,0,12,0,1,1,99,88,37,224,0,224,--,377,153,224,99,224,224,Algún campo sin dato,1,bb6bee9088e89eb04aeb580cc531a6675ede5362be4560fe393149a3cbfd07f2,25/06/2023 19:51:14,ESCANER
20502,"Petén",17,"San Benito",3,3192,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20503,"Petén",17,"San Benito",3,3192,300,57,0,6,1,0,5,0,1,0,0,3,6,0,0,0,0,0,0,12,1,2,2,96,60,15,171,4,175,--,300,125,175,96,171,175,Algún campo sin dato,1,c4e79e08d1fb42b921446abd22384ac0e83ef23e2c5ab4d14f5eb8c6eead2a5d,25/06/2023 20:04:57,ESCANER
20504,"Petén",17,"San Benito",3,3192,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20505,"Petén",17,"San Benito",3,3193,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20506,"Petén",17,"San Benito",3,3193,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20507,"Petén",17,"San Benito",3,3193,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20508,"Petén",17,"San Andrés",4,3194,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20509,"Petén",17,"San Andrés",4,3194,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20510,"Petén",17,"San Andrés",4,3194,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20511,"Petén",17,"San Andrés",4,3194,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20512,"Petén",17,"San Andrés",4,3194,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20513,"Petén",17,"San Andrés",4,3194,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20514,"Petén",17,"San Andrés",4,3194,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20515,"Petén",17,"San Andrés",4,3194,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20516,"Petén",17,"San Andrés",4,3195,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20517,"Petén",17,"San Andrés",4,3195,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20518,"Petén",17,"San Andrés",4,3195,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20519,"Petén",17,"San Andrés",4,3195,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20520,"Petén",17,"San Andrés",4,3195,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20521,"Petén",17,"San Andrés",4,3195,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20522,"Petén",17,"San Andrés",4,3196,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20523,"Petén",17,"San Andrés",4,3196,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20524,"Petén",17,"San Andrés",4,3196,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20525,"Petén",17,"San Andrés",4,3196,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20526,"Petén",17,"San Andrés",4,3196,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20527,"Petén",17,"San Andrés",4,3196,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20528,"Petén",17,"San Andrés",4,3196,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20529,"Petén",17,"San Andrés",4,3196,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20530,"Petén",17,"San Andrés",4,3197,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20531,"Petén",17,"San Andrés",4,3197,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20532,"Petén",17,"San Andrés",4,3197,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20533,"Petén",17,"San Andrés",4,3197,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20534,"Petén",17,"San Andrés",4,3197,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20535,"Petén",17,"San Andrés",4,3197,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20536,"Petén",17,"San Andrés",4,3197,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20537,"Petén",17,"San Andrés",4,3198,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20538,"Petén",17,"San Andrés",4,3198,380,48,0,12,27,0,30,1,1,1,1,2,1,0,2,0,3,2,2,11,1,0,0,145,55,28,228,0,228,--,380,152,228,145,228,228,Algún campo sin dato,1,816300215ab3cabdbcaa2cac03af1bd9a7c5d0ecbb9688cc6509f9349d1bf886,25/06/2023 20:23:01,ESCANER
20539,"Petén",17,"San Andrés",4,3198,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20540,"Petén",17,"San Andrés",4,3198,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20541,"Petén",17,"San Andrés",4,3198,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20542,"Petén",17,"San Andrés",4,3198,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20543,"Petén",17,"San Andrés",4,3198,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20544,"Petén",17,"San Andrés",4,3198,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20545,"Petén",17,"San Andrés",4,3199,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20546,"Petén",17,"San Andrés",4,3199,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20547,"Petén",17,"San Andrés",4,3199,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20548,"Petén",17,"San Andrés",4,3199,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20549,"Petén",17,"San Andrés",4,3200,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20550,"Petén",17,"San Andrés",4,3200,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20551,"Petén",17,"San Andrés",4,3200,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20552,"Petén",17,"San Andrés",4,3200,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20553,"Petén",17,"San Andrés",4,3200,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20554,"Petén",17,"San Andrés",4,3200,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20555,"Petén",17,"San Andrés",4,3201,454,18,0,5,2,0,6,0,1,0,0,1,4,0,0,0,0,0,3,1,0,1,1,43,24,8,75,0,75,--,--,450,375,43,75,75,Algún campo sin dato,1,036cf62ac3797d888a18e59d1e56bc69472b20db177d8f77b1bce67fb3a4e1c7,25/06/2023 20:49:32,ESCANER
20556,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20557,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20558,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20559,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20560,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20561,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20562,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20563,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20564,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20565,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20566,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20567,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20568,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20569,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20570,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20571,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20572,"Petén",17,"La Libertad",5,3202,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20573,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20574,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20575,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20576,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20577,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20578,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20579,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20580,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20581,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20582,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20583,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20584,"Petén",17,"La Libertad",5,3203,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20585,"Petén",17,"La Libertad",5,3203,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20586,"Petén",17,"La Libertad",5,3203,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20587,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20588,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20589,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20590,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20591,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20592,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20593,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20594,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20595,"Petén",17,"La Libertad",5,3204,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
