TIPO_DE_ELECCIÓN:;PRESIDENTE Y VICEPRESIDENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03 junio 2023 09:43 (UTC -6);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACTAS_ESPERADAS;ACTAS_CAPTURADAS;PORCENTAJE_ACTAS_CAPTURADAS;ACTAS_CONTABILIZADAS;PORCENTAJE_ACTAS_CONTABILIZADAS;ACTAS_NO_CONTABILIZADAS;LISTA_NOMINAL_ACTAS_CONTABILIZADAS;VOTOS_EMITIDOS_CONTABILIZADAS;PORCENTAJE_PARTICIPACIÓN_CIUDADANA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24585;0;0;0;0;0;0;0;--.----;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MESA;DEPARTAMENTO;ID_DEPARTAMENTO;MUNICIPIO;ID_MUNICIPIO;CENTRO_DE_VOTACIÓN;PADRÓN;CUARENTA Y UNO ;QUINCE ;TREINTA Y DOS ;TREINTA Y TRES ;VEINTITRES ;TREINTA Y SEIS ;VEINTIOCHO ;TREINTA ;TREINTA Y CUATRO ;DIECIOCHO ;TRECE ;TREINTA Y OCHO ;TREINTA Y SIETE ;ONCE ;DIECISEIS ;VEINTINUEVE ;CINCUENTA Y SIETE ;DIECISIETE ;VEINTISEIS ;TREINTA Y UNO ;TREINTA Y CINCO ;VEINTE ;DOCE ;VÁLIDOS;NULOS;BLANCO;EMITIDOS;INVÁLIDOS;TOTAL;IMPUGNACIONES;PRES-VOTAR;VALIDOS_CALCULADO;EMITIDOS_CALCULADO;TOTAL_CALCULADO;OBSERVACIONES;CONTABILIZADA;CÓDIGO_INTEGRIDAD;FECHA_HORA_PUBLICACIÓN;DIGITALIZACIÓN
19018;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19019;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19020;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19021;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19022;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19023;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19024;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19025;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19026;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19027;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19028;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19029;Alta Verapaz;16;San Cristóbal Verapaz;3;2916;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19030;Alta Verapaz;16;San Cristóbal Verapaz;3;2917;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19031;Alta Verapaz;16;San Cristóbal Verapaz;3;2917;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19032;Alta Verapaz;16;San Cristóbal Verapaz;3;2917;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19033;Alta Verapaz;16;San Cristóbal Verapaz;3;2917;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19034;Alta Verapaz;16;San Cristóbal Verapaz;3;2917;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19035;Alta Verapaz;16;San Cristóbal Verapaz;3;2917;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19036;Alta Verapaz;16;San Cristóbal Verapaz;3;2917;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19037;Alta Verapaz;16;San Cristóbal Verapaz;3;2917;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19038;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19039;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19040;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19041;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19042;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19043;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19044;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19045;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19046;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19047;Alta Verapaz;16;San Cristóbal Verapaz;3;2918;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19048;Alta Verapaz;16;San Cristóbal Verapaz;3;2919;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19049;Alta Verapaz;16;San Cristóbal Verapaz;3;2919;349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19050;Alta Verapaz;16;San Cristóbal Verapaz;3;2920;349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19051;Alta Verapaz;16;San Cristóbal Verapaz;3;2921;551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19052;Alta Verapaz;16;San Cristóbal Verapaz;3;2921;550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19053;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19054;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19055;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19056;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19057;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19058;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19059;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19060;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19061;Alta Verapaz;16;Tactic;4;2922;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19062;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19063;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19064;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19065;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19066;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19067;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19068;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19069;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19070;Alta Verapaz;16;Tactic;4;2923;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19071;Alta Verapaz;16;Tactic;4;2924;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19072;Alta Verapaz;16;Tactic;4;2924;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19073;Alta Verapaz;16;Tactic;4;2924;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19074;Alta Verapaz;16;Tactic;4;2924;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19075;Alta Verapaz;16;Tactic;4;2924;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19076;Alta Verapaz;16;Tactic;4;2924;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19077;Alta Verapaz;16;Tactic;4;2925;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19078;Alta Verapaz;16;Tactic;4;2925;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19079;Alta Verapaz;16;Tactic;4;2925;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19080;Alta Verapaz;16;Tactic;4;2925;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19081;Alta Verapaz;16;Tactic;4;2925;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19082;Alta Verapaz;16;Tactic;4;2925;377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19083;Alta Verapaz;16;Tactic;4;2926;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19084;Alta Verapaz;16;Tactic;4;2926;322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19085;Alta Verapaz;16;Tactic;4;2926;322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19086;Alta Verapaz;16;Tactic;4;2927;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19087;Alta Verapaz;16;Tactic;4;2927;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19088;Alta Verapaz;16;Tactic;4;2927;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19089;Alta Verapaz;16;Tactic;4;2927;278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19090;Alta Verapaz;16;Tactic;4;2927;278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19091;Alta Verapaz;16;Tactic;4;2928;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19092;Alta Verapaz;16;Tactic;4;2928;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19093;Alta Verapaz;16;Tactic;4;2928;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19094;Alta Verapaz;16;Tactic;4;2928;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19095;Alta Verapaz;16;Tactic;4;2928;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19096;Alta Verapaz;16;Tactic;4;2928;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19097;Alta Verapaz;16;Tactic;4;2928;339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19098;Alta Verapaz;16;Tactic;4;2929;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19099;Alta Verapaz;16;Tactic;4;2929;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19100;Alta Verapaz;16;Tactic;4;2929;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19101;Alta Verapaz;16;Tactic;4;2929;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19102;Alta Verapaz;16;Tactic;4;2929;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19103;Alta Verapaz;16;Tactic;4;2929;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19104;Alta Verapaz;16;Tactic;4;2929;355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19105;Alta Verapaz;16;Tactic;4;2929;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19106;Alta Verapaz;16;Tactic;4;2930;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19107;Alta Verapaz;16;Tactic;4;2930;515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19108;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19109;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19110;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19111;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19112;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19113;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19114;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19115;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19116;Alta Verapaz;16;Tamahú;5;2931;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19117;Alta Verapaz;16;Tamahú;5;2931;371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19118;Alta Verapaz;16;Tamahú;5;2931;371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19119;Alta Verapaz;16;Tamahú;5;2932;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19120;Alta Verapaz;16;Tamahú;5;2932;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19121;Alta Verapaz;16;Tamahú;5;2932;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19122;Alta Verapaz;16;Tamahú;5;2932;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19123;Alta Verapaz;16;Tamahú;5;2932;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19124;Alta Verapaz;16;Tamahú;5;2932;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19125;Alta Verapaz;16;Tamahú;5;2932;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19126;Alta Verapaz;16;Tamahú;5;2932;304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19127;Alta Verapaz;16;Tamahú;5;2932;303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19128;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19129;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19130;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19131;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19132;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19133;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19134;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19135;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19136;Alta Verapaz;16;Tamahú;5;2933;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19137;Alta Verapaz;16;Tamahú;5;2933;253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19138;Alta Verapaz;16;Tamahú;5;2933;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19139;Alta Verapaz;16;Tucurú;6;2934;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19140;Alta Verapaz;16;Tucurú;6;2934;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19141;Alta Verapaz;16;Tucurú;6;2935;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19142;Alta Verapaz;16;Tucurú;6;2935;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19143;Alta Verapaz;16;Tucurú;6;2936;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19144;Alta Verapaz;16;Tucurú;6;2936;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19145;Alta Verapaz;16;Tucurú;6;2937;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19146;Alta Verapaz;16;Tucurú;6;2937;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19147;Alta Verapaz;16;Tucurú;6;2937;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19148;Alta Verapaz;16;Tucurú;6;2937;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19149;Alta Verapaz;16;Tucurú;6;2937;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19150;Alta Verapaz;16;Tucurú;6;2937;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19151;Alta Verapaz;16;Tucurú;6;2937;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19152;Alta Verapaz;16;Tucurú;6;2937;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19153;Alta Verapaz;16;Tucurú;6;2938;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19154;Alta Verapaz;16;Tucurú;6;2938;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19155;Alta Verapaz;16;Tucurú;6;2938;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19156;Alta Verapaz;16;Tucurú;6;2938;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19157;Alta Verapaz;16;Tucurú;6;2938;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19158;Alta Verapaz;16;Tucurú;6;2938;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19159;Alta Verapaz;16;Tucurú;6;2938;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19160;Alta Verapaz;16;Tucurú;6;2938;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19161;Alta Verapaz;16;Tucurú;6;2939;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19162;Alta Verapaz;16;Tucurú;6;2939;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19163;Alta Verapaz;16;Tucurú;6;2939;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19164;Alta Verapaz;16;Tucurú;6;2939;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19165;Alta Verapaz;16;Tucurú;6;2939;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19166;Alta Verapaz;16;Tucurú;6;2939;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19167;Alta Verapaz;16;Tucurú;6;2940;387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19168;Alta Verapaz;16;Tucurú;6;2940;386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19169;Alta Verapaz;16;Tucurú;6;2941;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19170;Alta Verapaz;16;Tucurú;6;2941;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19171;Alta Verapaz;16;Tucurú;6;2941;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19172;Alta Verapaz;16;Tucurú;6;2941;364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19173;Alta Verapaz;16;Tucurú;6;2941;363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19174;Alta Verapaz;16;Tucurú;6;2942;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19175;Alta Verapaz;16;Tucurú;6;2942;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19176;Alta Verapaz;16;Tucurú;6;2942;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19177;Alta Verapaz;16;Tucurú;6;2942;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19178;Alta Verapaz;16;Tucurú;6;2942;295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19179;Alta Verapaz;16;Tucurú;6;2942;295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19180;Alta Verapaz;16;Tucurú;6;2943;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19181;Alta Verapaz;16;Tucurú;6;2943;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19182;Alta Verapaz;16;Tucurú;6;2943;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19183;Alta Verapaz;16;Tucurú;6;2943;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19184;Alta Verapaz;16;Tucurú;6;2943;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19185;Alta Verapaz;16;Tucurú;6;2943;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19186;Alta Verapaz;16;Tucurú;6;2943;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19187;Alta Verapaz;16;Tucurú;6;2944;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19188;Alta Verapaz;16;Tucurú;6;2944;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19189;Alta Verapaz;16;Tucurú;6;2944;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19190;Alta Verapaz;16;Tucurú;6;2944;279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19191;Alta Verapaz;16;Tucurú;6;2944;278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19192;Alta Verapaz;16;Tucurú;6;2945;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19193;Alta Verapaz;16;Tucurú;6;2945;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19194;Alta Verapaz;16;Tucurú;6;2945;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19195;Alta Verapaz;16;Tucurú;6;2945;282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19196;Alta Verapaz;16;Tucurú;6;2945;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19197;Alta Verapaz;16;Tucurú;6;2946;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19198;Alta Verapaz;16;Tucurú;6;2946;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19199;Alta Verapaz;16;Tucurú;6;2946;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19200;Alta Verapaz;16;Tucurú;6;2947;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19201;Alta Verapaz;16;Tucurú;6;2947;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19202;Alta Verapaz;16;Tucurú;6;2947;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19203;Alta Verapaz;16;Tucurú;6;2947;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19204;Alta Verapaz;16;Tucurú;6;2948;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19205;Alta Verapaz;16;Panzós;7;2949;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19206;Alta Verapaz;16;Panzós;7;2949;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19207;Alta Verapaz;16;Panzós;7;2949;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
19208;Alta Verapaz;16;Panzós;7;2949;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
