TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
209,209,100.0000,209,100.0000,0,79314,41849,52.7636

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,TODOS,UR,AZUL,MLP,CAMBIO,VAMOS,VALOR,VIVA,UNE,SEMILLA,BIEN,PPN,VICTORIA,PHG,FCN-NACION,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23208,"Jalapa",21,"Jalapa",1,3644,380,26,1,0,4,3,0,14,48,18,17,3,2,0,0,0,2,138,24,12,174,0,174,--,380,206,138,174,174,Algún campo sin dato,1,8e89d53061bceeceaca320665869bbbb343ada85889be59f198a9915aac1162b,26/06/2023 00:06:02,ESCANER
23209,"Jalapa",21,"Jalapa",1,3644,380,26,6,6,0,4,1,23,43,17,24,1,2,1,1,0,1,156,30,8,194,0,194,--,380,186,156,194,194,Algún campo sin dato,1,ca53dbde546e8d6cb87daedbef999e639df869e7454edf40b7196584aa143a36,25/06/2023 23:48:20,ESCANER
23210,"Jalapa",21,"Jalapa",1,3644,380,31,6,3,0,10,1,27,36,18,23,3,1,2,2,2,2,165,29,9,203,3,206,--,380,174,167,205,208,Sumas Asentadas sin cuadrar,1,4c843b8cba679ef6652640027d9f3d4ae3bb187392f0d39d0c44a5481c644241,26/06/2023 01:06:41,ESCANER
23211,"Jalapa",21,"Jalapa",1,3644,380,34,4,6,1,2,3,19,49,14,23,2,0,1,2,0,0,160,36,8,204,0,204,--,380,176,160,204,204,Algún campo sin dato,1,f98f5f023071820fa0f3c0eee21a7c65add7754f0f548586df03a5e9f973adfe,26/06/2023 00:56:27,ESCANER
23212,"Jalapa",21,"Jalapa",1,3644,380,20,4,6,1,5,0,26,50,12,43,2,1,2,0,1,1,174,31,9,214,0,214,--,380,166,174,214,214,Algún campo sin dato,1,c1fa2d55caa3a421dd16bb57e30ebe1fe4c9c26bd5d83dc665ec63bdb9b4349c,26/06/2023 00:23:55,ESCANER
23213,"Jalapa",21,"Jalapa",1,3644,380,34,4,4,0,2,0,28,52,15,39,2,0,1,1,0,0,182,29,10,221,0,221,--,381,160,182,221,221,Algún campo sin dato,1,89e4fed9a4f46f809ba01d6459649b260a9662c788e136892692ecf5752713e9,26/06/2023 00:19:25,ESCANER
23214,"Jalapa",21,"Jalapa",1,3644,380,25,5,5,1,9,1,25,42,15,31,1,0,0,3,1,1,165,28,7,200,0,200,0,380,180,165,200,200,,1,50eb36ea2bb3f0c6e785df742f24e04cffa16ba39f42cda2ed02d5ed27686208,26/06/2023 00:29:15,ESCANER
23215,"Jalapa",21,"Jalapa",1,3644,380,33,4,6,2,5,0,28,49,14,27,1,0,0,1,0,2,172,13,4,189,0,189,--,380,191,172,189,189,Algún campo sin dato,1,604acddbe5904a3a6955b8f6237bcc0040cb6b7ba2f78ab5bc28e477ab8dd72c,25/06/2023 22:30:04,ESCANER
23216,"Jalapa",21,"Jalapa",1,3644,380,21,1,1,2,5,1,25,51,9,23,2,2,0,1,0,0,144,9,5,158,0,158,--,380,222,144,158,158,Algún campo sin dato,1,2523834e9abf762e1d91cb595a6d09f8815438baf02af183801948849aedddef,25/06/2023 23:05:11,ESCANER
23217,"Jalapa",21,"Jalapa",1,3644,380,23,2,4,0,5,0,19,47,13,13,2,0,1,2,0,0,131,13,2,146,0,146,--,380,234,131,146,146,Algún campo sin dato,1,e5f7e6fa81d6a66b40f1cd44f70915fea05b2298371674cfa583f458ac127695,25/06/2023 23:58:09,ESCANER
23218,"Jalapa",21,"Jalapa",1,3644,380,26,3,4,0,3,0,14,33,16,16,2,2,0,1,1,0,121,18,5,144,0,144,--,380,236,121,144,144,Algún campo sin dato,1,686b18090bc0945430e367417d7e74630c8dc9373d15f51e8702e7a98eaa3abb,25/06/2023 22:37:32,ESCANER
23219,"Jalapa",21,"Jalapa",1,3644,380,18,1,3,0,3,0,19,51,6,20,0,3,1,1,0,0,126,12,1,139,0,139,--,--,--,126,139,139,Algún campo sin dato,1,d9a6a2e7308da1fd82db381fc3d52401cebaeb711285ce9c91a81b62cf3ce5c4,25/06/2023 22:54:56,ESCANER
23220,"Jalapa",21,"Jalapa",1,3644,338,20,1,4,0,7,2,11,48,9,13,1,0,1,3,0,0,120,7,5,132,0,132,--,338,206,120,132,132,Algún campo sin dato,1,aa6140c61c2662159b367cc2536c3d7ee754aa242d7e16fe0f7b499c799503ab,25/06/2023 22:47:46,ESCANER
23221,"Jalapa",21,"Jalapa",1,3644,338,19,7,2,0,4,1,17,29,9,13,1,0,1,0,0,1,104,11,2,117,0,117,--,338,221,104,117,117,Algún campo sin dato,1,112eb8100461f2557cb565fcfcd173eef6849c9ff3e83cbb9b1aaf222de88320,26/06/2023 00:39:32,ESCANER
23222,"Jalapa",21,"Jalapa",1,3645,380,11,1,6,3,4,0,13,50,7,26,2,5,2,1,0,18,149,20,9,178,0,178,--,389,211,149,178,178,Algún campo sin dato,1,bd5ec7eb4586fad5bdc4f9dc3989843df4cf3bc5578927b0d7d5472f4859a112,26/06/2023 00:30:39,ESCANER
23223,"Jalapa",21,"Jalapa",1,3645,380,10,3,6,2,7,0,8,75,5,38,4,6,1,2,0,9,176,27,10,213,0,213,--,380,167,176,213,213,Algún campo sin dato,1,9fe7d6a3221e2577ddc57fc9e30d4e02ba4ac2c2d4b365889e764ade7d463abe,25/06/2023 23:58:48,ESCANER
23224,"Jalapa",21,"Jalapa",1,3645,380,11,2,6,0,5,1,7,87,2,37,6,2,0,1,0,11,178,17,11,206,0,206,--,377,171,178,206,206,Algún campo sin dato,1,b7794f7214ba2e82ee64f4a63ddd6439cbfca138a52dff6b36b8eeb410a63e77,25/06/2023 23:38:05,ESCANER
23225,"Jalapa",21,"Jalapa",1,3645,380,11,1,5,3,0,2,11,70,9,43,6,13,0,4,2,5,185,28,16,229,0,229,--,380,151,185,229,229,Algún campo sin dato,1,1488be11860b04921119314643a1869278304dd6d096ad686ab33528bb68e051,25/06/2023 23:21:09,ESCANER
23226,"Jalapa",21,"Jalapa",1,3645,380,11,3,11,4,9,1,16,72,7,25,7,1,1,1,0,11,180,14,2,196,0,196,--,379,183,180,196,196,Algún campo sin dato,1,075142a175abe276eac20bc3c4d479dd91f77c1f814dd63899171f65701a94fb,25/06/2023 23:49:38,ESCANER
23227,"Jalapa",21,"Jalapa",1,3645,380,11,1,3,3,9,4,11,54,4,18,4,3,1,3,0,11,140,17,4,161,0,161,--,380,219,140,161,161,Algún campo sin dato,1,c34e59a03fdd8673a6dbc2fa4099c1035d33d300232f3dd65875fe785f4266f1,26/06/2023 00:21:48,ESCANER
23228,"Jalapa",21,"Jalapa",1,3645,380,11,1,7,1,1,0,13,60,2,16,2,5,1,0,0,10,130,23,8,161,--,--,--,380,219,130,161,161,Algún campo sin dato,1,c68d05e7ddf95dbeb60ba6a706c6f4f0063682202fe33a68d1e63b9badb40a54,26/06/2023 00:13:20,ESCANER
23229,"Jalapa",21,"Jalapa",1,3645,294,8,3,4,1,2,1,12,63,1,12,2,2,0,1,0,6,118,5,2,125,0,125,--,294,169,118,125,125,Algún campo sin dato,1,440005fd9ba4bf65390943c3887508ee8149ef9f799f349907c3be0488f4fea8,25/06/2023 22:00:46,ESCANER
23230,"Jalapa",21,"Jalapa",1,3645,293,8,0,2,3,4,0,6,65,3,14,0,4,0,0,0,8,117,5,3,125,0,125,--,293,168,117,125,125,Algún campo sin dato,1,813e0dbb96c598ad42b27388e0aee0b43e5cec997daae97e8c3cee6122605d62,25/06/2023 22:39:51,ESCANER
23231,"Jalapa",21,"Jalapa",1,3646,380,8,4,3,0,4,1,25,69,8,45,1,8,3,0,0,0,179,43,8,230,0,230,0,380,150,179,230,230,,1,f18368d97097591d5c5ea1055c6a76e50042b14918a48db5d9511d85c6e3b23a,26/06/2023 00:51:12,ESCANER
23232,"Jalapa",21,"Jalapa",1,3646,380,5,5,4,6,3,2,16,73,2,62,0,1,1,0,1,0,241,50,9,241,0,241,--,--,--,181,240,240,Sumas Asentadas sin cuadrar,1,6456e1b89bb9a035e9f24526a16f17d5515d25489324e4bae681dd65e7ac35d6,26/06/2023 01:54:20,ESCANER
23233,"Jalapa",21,"Jalapa",1,3646,380,6,4,1,2,3,9,14,62,6,30,2,8,0,0,0,1,148,38,11,197,1,198,--,330,--,148,197,198,Algún campo sin dato,1,cd1bbcb72a708911a2517cffb418cda71bb65dfe658da4e338235235aa23b589,26/06/2023 03:26:38,ESCANER
23234,"Jalapa",21,"Jalapa",1,3646,227,5,4,2,0,3,3,8,44,2,20,1,0,0,1,1,0,94,16,5,115,0,115,--,227,112,94,115,115,Algún campo sin dato,1,79d9390ec8a40b027e33dd3c7f9dab83d199d49c6ec4e3e38584b98a3c5c81fa,26/06/2023 01:55:13,ESCANER
23235,"Jalapa",21,"Jalapa",1,3646,226,5,1,2,0,2,3,7,43,0,27,0,2,1,0,0,0,93,13,3,109,0,109,--,226,117,93,109,109,Algún campo sin dato,1,95c03f5056040cf1ab99c9aef2671c4b748dc13ab7114c1c824203eb44ad36d7,25/06/2023 22:27:26,ESCANER
23236,"Jalapa",21,"Jalapa",1,3647,380,13,2,6,1,19,1,5,58,17,33,3,2,4,3,0,1,168,19,11,198,0,198,--,377,179,168,198,198,Algún campo sin dato,1,0c54a067fee5d8021362550acdc6390fbefbec8e4a92b94a28e19902f7656c98,26/06/2023 00:22:51,ESCANER
23237,"Jalapa",21,"Jalapa",1,3647,380,12,6,1,1,11,0,21,75,12,30,4,2,1,2,0,1,179,24,16,219,0,219,--,380,161,179,219,219,Algún campo sin dato,1,8acae5cf1077082ef3869dbd5db80951176ee129c3eeca7faee5d70358d5cc30,26/06/2023 02:01:41,MOVIL
23238,"Jalapa",21,"Jalapa",1,3647,380,9,4,1,3,16,0,25,97,11,26,2,0,3,1,1,0,199,27,20,246,0,246,--,380,134,199,246,246,Algún campo sin dato,1,7c6b98cae09bf8cfbb753658b3cc011564d0e88fe8ada8f24bf669f4bd7fe333,25/06/2023 23:10:22,ESCANER
23239,"Jalapa",21,"Jalapa",1,3647,380,13,5,4,2,11,0,26,69,7,35,4,1,2,0,0,0,179,18,9,206,0,206,--,381,175,179,206,206,Algún campo sin dato,1,e157f76aec41893648600af1211a9c70dcd3ffcb9d8062bc99b916d1195b454c,26/06/2023 01:31:13,MOVIL
23240,"Jalapa",21,"Jalapa",1,3647,380,8,4,3,1,8,3,30,70,20,41,1,1,3,0,0,1,194,22,11,227,0,227,--,380,153,194,227,227,Algún campo sin dato,1,f1f50fea97e28212b1f7049934311c0786334f5da5fd422cae96768b42e71753,26/06/2023 02:45:03,MOVIL
23241,"Jalapa",21,"Jalapa",1,3647,380,18,3,3,0,8,0,15,81,8,25,1,0,1,2,0,1,166,24,2,192,0,192,--,377,185,166,192,192,Algún campo sin dato,1,f6aa2af4c8c280492a892b606193a3ade66f133bf3b4e6d6e4c6b9b4cc0d1bc9,26/06/2023 00:35:22,ESCANER
23242,"Jalapa",21,"Jalapa",1,3647,380,19,1,5,2,14,2,17,59,10,28,2,0,1,0,0,5,165,21,3,189,0,189,--,382,193,165,189,189,Algún campo sin dato,1,80003d81152b64500b129982e6105fa86d4b6b8e18390f0d2885abcaef88bd74,26/06/2023 02:23:22,MOVIL
23243,"Jalapa",21,"Jalapa",1,3647,380,18,1,3,1,10,1,10,78,7,18,2,3,2,1,0,2,157,28,3,188,0,188,--,380,192,157,188,188,Algún campo sin dato,1,b662b21bba729210185a49f706b53329155b9de24face6b5246dab30ce31c6b2,26/06/2023 00:13:12,ESCANER
23244,"Jalapa",21,"Jalapa",1,3647,380,3,6,2,0,16,1,11,61,10,15,1,0,0,1,0,0,127,14,5,146,0,146,--,380,234,127,146,146,Algún campo sin dato,1,f15748d930a0ce5f63a1098fc6359127b766118b17484eb1a648f703142aff0a,25/06/2023 22:35:14,ESCANER
23245,"Jalapa",21,"Jalapa",1,3647,223,6,1,1,0,3,1,9,50,2,8,7,0,1,2,0,0,91,1,1,93,0,93,--,223,130,91,93,93,Algún campo sin dato,1,4cde3b2189d98dd7a32f58ab34921695d4e3299ff8daa6e4f38468c1c60ed2a4,26/06/2023 00:07:02,ESCANER
23246,"Jalapa",21,"Jalapa",1,3647,222,8,3,1,1,10,2,8,35,2,12,1,0,0,3,0,0,86,0,0,86,0,86,--,222,136,86,86,86,Algún campo sin dato,1,2f89c5d60fa3606bfb5f92045d507a2d121184a68172d4b23f37ac7e25175aca,25/06/2023 23:54:29,ESCANER
23247,"Jalapa",21,"Jalapa",1,3648,380,24,19,12,12,0,3,29,40,1,11,12,1,0,0,1,0,165,13,7,185,0,185,--,380,195,165,185,185,Algún campo sin dato,1,ed8d958e4d0f4fb3b169a891c7277079fc3a58f931971245d6446e762b906644,25/06/2023 22:57:14,ESCANER
23248,"Jalapa",21,"Jalapa",1,3648,380,26,11,6,5,1,2,26,68,1,13,7,1,1,2,0,0,170,11,6,187,0,187,--,380,193,170,187,187,Algún campo sin dato,1,3a90990d73cea963dd7e4444439a5715cf9c6d1b0860187001814e7d35cbade0,25/06/2023 22:27:08,ESCANER
23249,"Jalapa",21,"Jalapa",1,3648,267,12,9,4,2,0,2,15,37,1,6,7,2,2,0,1,1,101,4,6,111,0,111,2,264,156,101,111,111,,1,406992f5ca66e59057f8f247fb9831e53af4b1828ac9fdb45008376ff2e515c1,25/06/2023 22:23:46,ESCANER
23250,"Jalapa",21,"Jalapa",1,3648,267,13,4,4,0,0,1,14,44,0,3,5,2,0,0,1,0,91,4,1,96,0,96,--,267,171,91,96,96,Algún campo sin dato,1,03d277d57ab38800e98ccc64de85e9c91238d9e4a6c1b8f1888b074a81481c54,25/06/2023 23:15:44,ESCANER
23251,"Jalapa",21,"Jalapa",1,3649,380,19,5,0,1,0,6,33,118,5,37,1,6,1,2,0,0,234,24,15,273,0,273,--,377,104,234,273,273,Algún campo sin dato,1,bcb463a3066cac360c55c8b8c2f9dcc1a6c4e9e549f40a19e389ff4590f5489a,25/06/2023 23:52:03,ESCANER
23252,"Jalapa",21,"Jalapa",1,3649,380,15,9,4,1,0,11,35,119,3,43,1,2,0,2,0,0,246,36,9,291,0,291,--,380,89,245,290,290,Sumas Asentadas sin cuadrar,1,b2d61568fc5f3d9f96a45a39df3988b1692d3e917c183a29cda25ba0608ef1ad,26/06/2023 00:31:58,ESCANER
23253,"Jalapa",21,"Jalapa",1,3649,380,26,5,3,3,0,5,34,108,3,30,0,4,0,2,0,0,223,32,5,260,0,260,--,381,121,223,260,260,Algún campo sin dato,1,e87faae2a92e1f307f5d44ff20ad5da943a8d8a32087c0b8bd84b5f1f1b2bcf7,26/06/2023 01:29:01,ESCANER
23254,"Jalapa",21,"Jalapa",1,3649,280,15,2,0,2,0,6,16,81,2,24,2,3,1,0,0,0,154,10,5,169,0,169,--,--,--,154,169,169,Algún campo sin dato,1,afa2f93ff8ecf911d7cc8684e2a44b792ef88523314f01ee7ba238c9f50ed148,25/06/2023 23:28:15,ESCANER
23255,"Jalapa",21,"Jalapa",1,3649,280,24,1,1,0,1,2,14,87,0,16,0,3,0,3,0,0,152,14,2,168,0,168,--,280,112,152,168,168,Algún campo sin dato,1,2e10e1af5711b466cf7819173ed8f9a7988bed4df33d9e20151b4923d59a4acd,26/06/2023 00:16:07,ESCANER
23256,"Jalapa",21,"Jalapa",1,3650,600,25,7,7,4,7,0,26,47,6,24,4,3,0,3,0,2,165,19,5,189,0,189,--,600,411,165,189,189,Algún campo sin dato,1,04245864b437cf24af59a2b044c67b8c79cae1f7f5a03da1ef9c98ae657e51c8,25/06/2023 22:58:56,ESCANER
23257,"Jalapa",21,"Jalapa",1,3650,600,34,15,9,4,3,4,19,47,3,22,6,4,0,1,0,0,171,24,1,196,--,196,--,600,404,171,196,196,Algún campo sin dato,1,a943a5fad4422b3f80f1155e79d12e7589c5c20031c76a19dd46b55aee22e9cc,26/06/2023 00:06:54,ESCANER
23258,"Jalapa",21,"Jalapa",1,3650,600,21,12,7,3,2,1,24,41,4,19,5,6,1,4,1,0,151,20,8,179,0,179,--,600,421,151,179,179,Algún campo sin dato,1,b9aa0b36af179c0008adadfd69da7197f83a6242eae54b94aa108e460b2e21dc,25/06/2023 23:02:10,ESCANER
23259,"Jalapa",21,"Jalapa",1,3650,600,28,12,2,2,1,3,22,45,8,15,12,4,3,4,0,0,161,25,1,187,--,187,--,600,413,161,187,187,Algún campo sin dato,1,fc204ad02003b12a883f6ab618e66dce4df9f10db61486a5c17c36288d1b3686,25/06/2023 23:53:27,ESCANER
23260,"Jalapa",21,"Jalapa",1,3650,600,22,9,3,5,0,3,32,41,6,29,15,5,0,3,0,0,173,14,3,190,0,190,--,600,410,173,190,190,Algún campo sin dato,1,f4ae8e2e9356d925b9ecc97c7b299b79653acb5c5bd219f8f0974e6338fe5f38,25/06/2023 23:38:30,ESCANER
23261,"Jalapa",21,"Jalapa",1,3650,600,25,13,5,3,1,0,23,44,4,24,8,3,1,4,0,0,158,16,3,177,0,177,--,596,419,158,177,177,Algún campo sin dato,1,49a7082e0877b7051c8311a469c295ef0acce609d2911cef4dcee47311d43d24,26/06/2023 01:42:33,ESCANER
23262,"Jalapa",21,"Jalapa",1,3650,600,14,4,5,0,0,1,15,26,4,8,8,1,1,1,1,0,89,7,0,96,0,96,--,600,504,89,96,96,Algún campo sin dato,1,26792d84b46005df2239ad2a5fb2b27a660f8604b1275ab66074cebae32cd473,25/06/2023 23:47:43,ESCANER
23263,"Jalapa",21,"Jalapa",1,3650,366,4,1,2,2,2,0,3,8,1,2,2,1,0,0,0,0,26,5,0,31,0,31,--,366,335,28,33,33,Sumas Asentadas sin cuadrar,1,9de7bc1df7a84d62df71b929606d9648629d56384afac91e0130da769b843fd9,25/06/2023 22:32:27,ESCANER
23264,"Jalapa",21,"Jalapa",1,3650,366,2,1,1,0,0,0,2,6,0,2,0,0,0,1,0,0,15,4,0,19,0,19,--,366,347,15,19,19,Algún campo sin dato,1,76a29deb1effe6257e775755008bb3d259e2e009947aef44cfc0e6a39095826f,25/06/2023 22:19:16,ESCANER
