TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
174,174,100.0000,174,100.0000,0,65904,31957,48.4902

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,VALOR UNIONISTA,AZUL,UNE,VAMOS,VICTORIA,ELEFANTE,PODEMOS,TODOS,CAMBIO,VIVA,P A N,SEMILLA,EL TAJAS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
22354,"Chiquimula",20,"Chiquimula",1,3485,400,8,34,6,29,25,3,49,3,1,18,9,1,6,49,241,12,0,253,0,253,--,400,147,241,253,253,Algún campo sin dato,1,17dcccbe140b75590fa3eefcbe9f0c797cc7ff43aa30b7a12fd832e0e3b90bdb,25/06/2023 23:27:50,ESCANER
22355,"Chiquimula",20,"Chiquimula",1,3485,400,8,30,11,30,25,2,41,2,1,27,2,1,2,59,241,12,1,254,0,254,--,400,146,241,254,254,Algún campo sin dato,1,f7909e096dab34ff5793d2b82fe627bcd8c8cbacf9e16b4f4577354ad8588007,25/06/2023 22:31:19,ESCANER
22356,"Chiquimula",20,"Chiquimula",1,3485,400,10,35,18,29,25,5,53,2,0,28,2,0,0,44,251,7,1,259,0,259,1,400,140,251,259,259,,1,cf361c0aa171d2b59f10443532838b60f74a93c347403b692d439830455925f3,26/06/2023 00:46:52,ESCANER
22357,"Chiquimula",20,"Chiquimula",1,3485,400,13,30,10,31,32,2,45,1,2,32,2,3,4,41,248,11,3,262,0,262,--,400,138,248,262,262,Algún campo sin dato,1,1d718ca48f8f571b4761d7cedc2f68c3f66adb53110a00762c04e0ae7ac2acd5,25/06/2023 21:37:27,ESCANER
22358,"Chiquimula",20,"Chiquimula",1,3485,400,18,33,8,34,20,3,44,4,2,35,1,2,3,44,251,14,3,268,0,268,--,400,132,251,268,268,Algún campo sin dato,1,1f8d1556e9754444ea84913d1a94c03c4be1b4e91b78428c05d7a43954815fc9,25/06/2023 23:52:37,ESCANER
22359,"Chiquimula",20,"Chiquimula",1,3485,400,13,32,9,32,19,5,47,4,0,25,5,2,1,46,240,14,0,254,0,254,--,400,146,240,254,254,Algún campo sin dato,1,0bd53cf2fe2b8b052c6bfdd0b6f92ff51fa81a76b6f087bdbbb2299c452b9f31,26/06/2023 00:45:00,ESCANER
22360,"Chiquimula",20,"Chiquimula",1,3486,400,6,24,9,20,31,0,62,3,2,24,1,2,2,61,247,3,1,251,0,251,--,400,149,247,251,251,Algún campo sin dato,1,52b26be71d745eb10c3acb658922cf2b06875225c556409d9c740e6c8a52649c,25/06/2023 23:53:45,ESCANER
22361,"Chiquimula",20,"Chiquimula",1,3486,400,10,34,8,33,21,2,50,2,0,28,5,3,3,36,235,10,0,245,0,245,--,400,155,235,245,245,Algún campo sin dato,1,70d00ebc3f004af6f38020147e6631b14d00f84c6708124503b8e7ad849c2834,26/06/2023 00:50:12,ESCANER
22362,"Chiquimula",20,"Chiquimula",1,3486,400,14,25,3,25,13,0,48,4,1,37,3,2,1,58,234,10,0,244,0,244,1,395,155,234,244,244,,1,f37ee204759f5167ef9a92ae42bbb6db5ac6b4020ef0815d7837b060a970e3a4,26/06/2023 02:11:53,ESCANER
22363,"Chiquimula",20,"Chiquimula",1,3486,400,17,31,9,31,29,5,46,9,2,23,0,3,0,49,254,13,1,268,0,268,--,400,132,254,268,268,Algún campo sin dato,1,3d365c03b51f1b4ded531630f61bf723304a97882606d3732590f1447cc4632a,26/06/2023 02:36:47,ESCANER
22364,"Chiquimula",20,"Chiquimula",1,3486,400,13,33,12,24,26,0,47,2,0,21,3,4,3,63,251,6,3,260,0,260,--,400,140,251,260,260,Algún campo sin dato,1,d3bd6bb460ae9abe8f622f4f3856cfe4968657b68dda21243e52a49ce559d232,26/06/2023 01:37:14,ESCANER
22365,"Chiquimula",20,"Chiquimula",1,3486,400,5,25,7,18,24,1,66,1,1,38,0,0,8,64,258,4,0,262,0,262,--,396,134,258,262,262,Algún campo sin dato,1,a967a82d042177d454cbc5190ddb4a93914e2b90b63958f7ac3120bdd8a8bec9,26/06/2023 01:28:56,ESCANER
22366,"Chiquimula",20,"Chiquimula",1,3487,400,4,22,5,17,33,0,45,2,2,26,1,1,12,50,220,4,1,225,0,225,--,400,175,220,225,225,Algún campo sin dato,1,bf8dcfd20091f3e6cd26685641945506d17172d4efe75118536b0d97f65f9d56,26/06/2023 00:29:48,ESCANER
22367,"Chiquimula",20,"Chiquimula",1,3487,400,13,30,5,21,16,4,58,0,3,26,3,3,1,38,221,8,3,232,0,232,--,400,168,221,232,232,Algún campo sin dato,1,38af3eaee1d4f79feb857c899acec82525e838de888fc40d5ef54175c042edf0,26/06/2023 00:56:02,ESCANER
22368,"Chiquimula",20,"Chiquimula",1,3487,400,11,26,5,22,20,3,54,5,0,34,1,2,6,59,248,15,2,265,0,265,1,454,189,248,265,265,,1,0ed1d9cc03e625d055e765a691025f3a5d9ecf8e0c25480a9821a8d7061aafa6,26/06/2023 00:44:39,ESCANER
22369,"Chiquimula",20,"Chiquimula",1,3488,400,8,25,7,23,28,2,41,3,1,35,0,4,3,46,226,5,2,233,0,233,--,401,168,226,233,233,Algún campo sin dato,1,d4a1751a096f0b55e41f90ffc6142c816065fb9c3896e6dde284886732b8a197,26/06/2023 01:10:43,ESCANER
22370,"Chiquimula",20,"Chiquimula",1,3488,400,10,14,6,20,24,1,46,2,1,21,2,1,4,37,189,6,0,195,0,195,--,400,205,189,195,195,Algún campo sin dato,1,757ccd6bac0407ed3d1d7c203038491a20028474cfef48b67e890bee9d516ac7,25/06/2023 22:47:11,ESCANER
22371,"Chiquimula",20,"Chiquimula",1,3488,400,9,22,9,23,18,1,45,1,3,21,5,1,5,46,209,6,0,215,0,215,--,400,185,209,215,215,Algún campo sin dato,1,915e865849682ed4a510af6b145b4c9908a9fdd69cc6b90f8930be3332f0f2b2,25/06/2023 23:32:13,ESCANER
22372,"Chiquimula",20,"Chiquimula",1,3489,242,6,8,4,4,15,0,18,0,0,4,0,3,7,21,90,8,0,98,0,98,--,242,144,90,98,98,Algún campo sin dato,1,4cdff866651313b074e20df32da3e681883d345dffc1be80fb66d5beef67ef12,25/06/2023 22:15:59,ESCANER
22373,"Chiquimula",20,"Chiquimula",1,3489,241,1,10,4,8,5,0,15,0,0,9,0,1,2,19,74,4,1,79,0,79,--,241,162,74,79,79,Algún campo sin dato,1,ff03999b5c0ffe16abd510f3a33b213e0fbfa03ee753d4118d49cb3863ebe3f5,25/06/2023 21:41:03,ESCANER
22374,"Chiquimula",20,"Chiquimula",1,3490,400,7,26,13,18,30,5,52,4,2,20,0,0,4,37,218,15,3,236,0,236,--,400,164,218,236,236,Algún campo sin dato,1,42fdb61c7f0b86c6489b33cd0bfce6bf73b458651bd18f009b164e7521fef8c7,26/06/2023 01:38:25,ESCANER
22375,"Chiquimula",20,"Chiquimula",1,3490,400,12,35,14,14,30,2,46,6,3,22,3,4,2,68,261,12,4,277,0,277,--,400,123,261,277,277,Algún campo sin dato,1,9d99e8ba7376878a40caeb9f239b58a98d79cc3b365e04673ba3229a7d88f86e,26/06/2023 01:37:32,ESCANER
22376,"Chiquimula",20,"Chiquimula",1,3490,400,17,30,9,29,27,1,42,4,2,133,1,1,2,55,252,16,2,271,0,271,--,400,129,353,371,371,Sumas Asentadas sin cuadrar,1,2c3f52265f2ed544cc6588da64de330ba8ec2e1484ae63eb8fe8fc28adba0afa,26/06/2023 02:25:21,ESCANER
22377,"Chiquimula",20,"Chiquimula",1,3490,400,13,35,5,18,34,3,47,8,1,28,5,1,0,46,244,13,4,261,0,261,--,400,139,244,261,261,Algún campo sin dato,1,8aa7a18069878e5da0ec13af54f096d28dc58ff8bc633f12781b10db2a0b7981,26/06/2023 03:38:18,ESCANER
22378,"Chiquimula",20,"Chiquimula",1,3490,400,6,27,18,20,31,1,47,2,1,25,0,0,3,40,221,11,1,233,0,233,1,397,164,221,233,233,,1,25051286ac35b910ca0212fa6350655c2e621d70aed6b99671596067d4c7ab41,26/06/2023 02:11:20,ESCANER
22379,"Chiquimula",20,"Chiquimula",1,3490,400,6,30,10,15,36,3,52,4,1,20,1,0,5,43,226,4,1,231,0,231,--,400,169,226,231,231,Algún campo sin dato,1,de727a1f7db246a6e580068b17f3bd3ce8ffecab62862ea76829430ef1abae0a,26/06/2023 01:13:47,ESCANER
22380,"Chiquimula",20,"Chiquimula",1,3490,400,7,26,9,16,34,2,52,2,1,24,2,2,4,46,227,11,4,242,0,242,--,401,159,227,242,242,Algún campo sin dato,1,d08dc71b7ea506ff712b69f887d8e26fcb3be859556982593abf7d1958c84dd6,26/06/2023 01:35:32,ESCANER
22381,"Chiquimula",20,"Chiquimula",1,3490,400,12,32,6,21,25,3,48,3,0,28,0,3,5,54,240,11,0,251,0,251,--,400,149,240,251,251,Algún campo sin dato,1,9a6a979765274f2ae2140d77e49c47583faf8093f7d418546a947f63dd9caa88,26/06/2023 03:14:47,ESCANER
22382,"Chiquimula",20,"Chiquimula",1,3490,400,8,21,12,10,28,0,53,2,1,25,1,1,11,61,234,7,0,241,0,241,--,400,159,234,241,241,Algún campo sin dato,1,9fb59a15d103e4e7465bc4c1d4e949b993ad30445037c26e97add7a837af44f2,26/06/2023 01:47:58,ESCANER
22383,"Chiquimula",20,"Chiquimula",1,3490,400,0,24,9,20,37,1,39,2,1,29,0,4,10,56,232,10,0,242,0,242,1,400,157,232,242,242,,1,d9d018e86abc08f3a26fdf7561c33e811fbb618e7268b7109d8c108618147d82,26/06/2023 02:45:34,ESCANER
22384,"Chiquimula",20,"Chiquimula",1,3490,400,10,30,14,18,36,2,60,2,2,24,2,0,1,47,248,6,2,256,0,256,--,400,144,248,256,256,Algún campo sin dato,1,df65b479c99bcb6f9b08e011e8906bcedb9a9a005f0b2f4730f7496c91d91605,26/06/2023 01:31:15,ESCANER
22385,"Chiquimula",20,"Chiquimula",1,3490,400,7,34,8,20,29,4,39,3,1,17,3,0,1,47,213,11,5,229,0,229,--,400,171,213,229,229,Algún campo sin dato,1,c08869baf017047636cae2675516b6fac8db75729364f62de9b06a3d6ac86e99,26/06/2023 00:13:33,ESCANER
22386,"Chiquimula",20,"Chiquimula",1,3490,400,14,21,15,17,28,0,53,1,3,22,2,2,2,34,214,5,3,222,0,222,--,399,177,214,222,222,Algún campo sin dato,1,16ec71a0e0014fef082a9d7d185ecb778d081b7cf3423a04ee14a1203d1545bd,26/06/2023 01:41:45,ESCANER
22387,"Chiquimula",20,"Chiquimula",1,3490,272,6,14,8,6,19,0,39,0,1,22,0,2,6,25,148,3,0,151,0,151,--,269,118,148,151,151,Algún campo sin dato,1,f2ee98a6a978c00c5c4eca84e6b24eb0425b2694cdc2d75ca4f0250c5c23c6d0,26/06/2023 00:26:36,ESCANER
22388,"Chiquimula",20,"Chiquimula",1,3490,271,4,9,6,7,11,2,19,1,0,7,1,1,6,21,95,6,2,103,0,103,--,271,168,95,103,103,Algún campo sin dato,1,c26dda468262c182126b4425fd40f5e9d6cf13d7dd241dc195cfe66cc250d9a8,26/06/2023 00:36:05,ESCANER
22389,"Chiquimula",20,"Chiquimula",1,3491,400,11,14,14,23,35,0,40,4,0,26,3,1,2,28,201,19,2,222,0,222,--,400,178,201,222,222,Algún campo sin dato,1,15ea3ce40084e6b02934c32d2a7b0eedb0ed3a86afc83b14233aa66e9153e49c,26/06/2023 02:36:24,ESCANER
22390,"Chiquimula",20,"Chiquimula",1,3491,400,15,27,8,26,22,3,34,4,2,32,0,6,3,31,213,12,1,226,0,226,--,400,174,213,226,226,Algún campo sin dato,1,bfb07253762b98749ced5c9cad547ceae41aef15c51b4133ea305999cb161686,26/06/2023 04:10:20,ESCANER
22391,"Chiquimula",20,"Chiquimula",1,3491,400,11,20,10,28,23,3,36,5,2,24,5,1,2,42,212,24,2,238,0,238,--,400,162,212,238,238,Algún campo sin dato,1,20023c86e9ecf79d39df79dcae8d13a7ef55fd2d7167c9a3cd5e8b3a06927621,26/06/2023 04:06:28,ESCANER
22392,"Chiquimula",20,"Chiquimula",1,3491,400,15,24,6,20,36,2,35,4,1,23,3,1,5,34,209,9,1,219,0,219,--,400,181,209,219,219,Algún campo sin dato,1,e694c7959f60a55356a91a2b376862da69282924ef2e45401d7e3e14d3d3a42d,26/06/2023 02:43:27,ESCANER
22393,"Chiquimula",20,"Chiquimula",1,3491,400,8,32,11,18,23,2,51,7,1,20,3,4,2,48,230,6,0,236,0,236,--,400,164,230,236,236,Algún campo sin dato,1,65a25f67ed50ec254cd882dbc29676ae4a35bf218d69138107543c5896dca027,26/06/2023 03:52:59,ESCANER
22394,"Chiquimula",20,"Chiquimula",1,3491,400,12,25,11,22,32,3,42,9,1,32,4,1,5,42,241,7,1,249,0,249,--,402,153,241,249,249,Algún campo sin dato,1,aba6d8cc4901683cf743c4e5137ea4f7d4f1a0ac18574d87f7f98be02506070d,26/06/2023 04:11:56,ESCANER
22395,"Chiquimula",20,"Chiquimula",1,3491,400,8,19,6,17,29,0,46,3,1,15,1,2,6,52,205,8,1,214,0,214,--,396,182,205,214,214,Algún campo sin dato,1,7445b6295ac8a312ca4449e33a974097707e0b7fbe2b5a71b31b4ffb61175002,26/06/2023 03:04:45,ESCANER
22396,"Chiquimula",20,"Chiquimula",1,3491,400,8,17,9,25,23,1,44,4,0,21,1,0,8,45,206,4,0,210,0,210,--,400,190,206,210,210,Algún campo sin dato,1,9dca41404429044a22901b19befe6c078f73c0e36d54ce4e6e98fcdd28d77fb5,26/06/2023 01:50:10,ESCANER
22397,"Chiquimula",20,"Chiquimula",1,3491,400,11,27,7,20,22,2,36,2,2,15,4,1,1,39,189,6,1,196,0,196,--,400,204,189,196,196,Algún campo sin dato,1,3dd1247f0d87608370939688ca71e767d4e2d544a47b6e70d860bc611552bdfc,26/06/2023 01:33:32,ESCANER
22398,"Chiquimula",20,"Chiquimula",1,3492,228,3,10,4,8,11,0,27,1,1,14,2,2,1,20,104,1,2,107,3,110,--,225,115,104,107,110,Algún campo sin dato,1,5f9b0c3d5a7d5d365575b81cc567d11e300b497508d640fcd36000f40a1e0735,25/06/2023 23:05:19,ESCANER
22399,"Chiquimula",20,"Chiquimula",1,3492,228,6,4,1,9,14,0,17,0,0,6,0,1,0,12,70,5,0,75,0,75,--,228,153,70,75,75,Algún campo sin dato,1,5d9a9c7f6014a7e77ba52c48295f190e9091fadad1c049714da7c4acf5dde206,25/06/2023 22:08:26,ESCANER
22400,"Chiquimula",20,"Chiquimula",1,3493,400,16,25,20,15,28,1,36,3,2,11,6,1,4,22,190,16,5,211,0,211,--,400,189,190,211,211,Algún campo sin dato,1,b4274104567a6b108a1fee2bb6f8e05c0a290bd483393e4af7891b4c484abbce,26/06/2023 00:13:25,ESCANER
22401,"Chiquimula",20,"Chiquimula",1,3493,400,7,22,26,18,55,2,29,2,2,20,5,1,2,26,217,16,2,235,0,235,--,403,168,217,235,235,Algún campo sin dato,1,44aef11a6cfa0af3a1f64cec096961e798ed31a4ade51eba7b4cdb2573e33fd9,26/06/2023 02:09:57,ESCANER
22402,"Chiquimula",20,"Chiquimula",1,3493,400,10,34,12,15,35,1,29,2,6,17,5,1,2,39,208,17,2,227,0,227,--,400,173,208,227,227,Algún campo sin dato,1,ecd32d669194306512eb8b299809c71112bf8ed593b35fa51f85dcf38fdc5a40,25/06/2023 23:10:21,ESCANER
22403,"Chiquimula",20,"Chiquimula",1,3493,400,14,25,19,29,29,3,41,3,9,19,4,0,4,40,239,11,3,253,5,258,--,397,139,239,253,258,Algún campo sin dato,1,9700e2c04fc57ef8c0db70b778f46dc984a607233c3b24318ef231eb067f0f46,26/06/2023 00:29:08,ESCANER
22404,"Chiquimula",20,"Chiquimula",1,3493,400,8,31,17,20,45,2,47,1,6,14,1,0,2,39,233,13,3,249,0,249,--,401,152,233,249,249,Algún campo sin dato,1,c8b11f8b0d4ffa9eb7921ea4caca5958800b27f96bd67b964841e5d6061663ae,26/06/2023 01:13:44,ESCANER
22405,"Chiquimula",20,"Chiquimula",1,3493,400,6,32,19,23,45,1,31,5,6,21,3,1,2,42,237,10,5,252,0,252,--,400,148,237,252,252,Algún campo sin dato,1,77711f8aab129d9d66e9979d98df3b3825cd74e6d83fe199d9c1a441f2d3c8ac,26/06/2023 01:29:43,ESCANER
22406,"Chiquimula",20,"Chiquimula",1,3494,400,2,19,21,16,47,1,51,1,3,17,1,2,1,34,216,9,0,225,0,225,--,400,175,216,225,225,Algún campo sin dato,1,272f64d3199a929e57db5d679cbe8d6b56f2fa6e916eac4aa492e6979c012511,26/06/2023 01:30:36,ESCANER
22407,"Chiquimula",20,"Chiquimula",1,3494,400,3,31,14,23,42,1,30,3,3,15,2,3,1,28,199,8,6,213,0,213,--,400,187,199,213,213,Algún campo sin dato,1,a82a5074760928beb7d634692abf11f2f0e7ca7a417f59c7b0d0b34e6c631587,25/06/2023 23:18:13,ESCANER
22408,"Chiquimula",20,"Chiquimula",1,3494,400,9,20,11,15,44,0,31,1,2,16,2,0,5,40,196,12,2,210,0,210,--,400,190,196,210,210,Algún campo sin dato,1,34512fe595b94fcadc34970bdc8d62d8573c23836a52e5210807e29edc241253,25/06/2023 23:50:49,ESCANER
22409,"Chiquimula",20,"Chiquimula",1,3494,400,8,29,14,26,31,0,39,2,5,20,1,0,4,39,218,11,2,231,--,--,--,400,169,218,231,231,Algún campo sin dato,1,ef4e3df4fd81be185eb3ccdff907950d4107c580f14b2f312b98728096e659e1,26/06/2023 01:44:12,ESCANER
22410,"Chiquimula",20,"Chiquimula",1,3494,400,6,40,11,24,34,--,41,--,2,16,--,--,2,49,225,7,0,232,0,232,--,400,168,225,232,232,Algún campo sin dato,1,bbe8764fd1fb2cf869dc8b0a11654cf2712bf4e02281279b20331db9e6f277db,26/06/2023 03:15:09,ESCANER
22411,"Chiquimula",20,"Chiquimula",1,3494,400,9,29,9,35,43,1,42,2,4,22,0,0,10,48,254,5,0,259,0,259,--,358,141,254,259,259,Algún campo sin dato,1,a8ba17c0eecc2a5ded0d62d53470c0735eaadc2769d32912fa95f821b8c00a15,25/06/2023 23:37:25,ESCANER
22412,"Chiquimula",20,"Chiquimula",1,3494,400,5,18,12,14,42,2,53,3,4,21,2,1,9,28,214,3,0,217,0,217,--,400,183,214,217,217,Algún campo sin dato,1,a6006083aadd6e7bf513043456298c2240777e9b8b34d0a6d9a9376037d5efe2,25/06/2023 23:14:29,ESCANER
22413,"Chiquimula",20,"Chiquimula",1,3495,400,4,14,9,20,34,0,37,1,1,14,3,0,8,31,176,6,0,182,1,183,--,400,217,176,182,183,Algún campo sin dato,1,84da3ce9303217f83405b0b69c97f0a733307834fc51d885b6d412c4791d43fd,26/06/2023 00:31:53,ESCANER
22414,"Chiquimula",20,"Chiquimula",1,3495,400,9,35,15,21,34,1,28,2,4,16,2,1,--,41,209,13,1,223,0,223,--,400,177,209,223,223,Algún campo sin dato,1,bb0268385fb88988e789a2d3fa314094398a4a294c71fed047e36ffa8421908d,26/06/2023 00:05:36,ESCANER
22415,"Chiquimula",20,"Chiquimula",1,3495,400,5,28,20,21,27,3,24,2,4,19,1,1,3,34,192,5,2,199,0,199,--,400,201,192,199,199,Algún campo sin dato,1,be9aa6b2b1a9719b1f49671ab8123c4be172e1da3ad3c7ad0d54d52a34e5cc93,25/06/2023 23:49:26,ESCANER
22416,"Chiquimula",20,"Chiquimula",1,3495,400,3,18,15,15,43,1,35,0,4,9,1,2,4,24,174,6,3,183,0,183,--,400,217,174,183,183,Algún campo sin dato,1,5eddb9f6894287d614b8bbc706ea566a8ce7aee985b9eac50176b01a95c73ba5,26/06/2023 01:24:54,ESCANER
22417,"Chiquimula",20,"Chiquimula",1,3495,400,9,24,12,10,31,0,29,1,3,10,3,0,1,22,155,9,3,167,0,167,--,400,230,155,167,167,Algún campo sin dato,1,84bb1e4d12d51dbf9ebac4f047b366b8a15b5d10b083df3793b88600240126f4,26/06/2023 01:57:15,ESCANER
22418,"Chiquimula",20,"Chiquimula",1,3496,400,9,19,14,10,27,2,42,3,7,7,3,1,4,25,173,9,3,185,0,185,--,399,214,173,185,185,Algún campo sin dato,1,317d57bdc9e0e955d2185b51451890b9d0373dd43cc384dfe3b0e743dc40c802,26/06/2023 01:29:42,ESCANER
22419,"Chiquimula",20,"Chiquimula",1,3496,400,2,21,20,15,38,1,42,1,2,13,0,1,6,37,199,7,0,206,0,206,--,397,191,199,206,206,Algún campo sin dato,1,d0702df5e98d513eb4d95c2ee9b6f2be7e7d37cad0dfb79b96d7ffeb1bc4a47f,26/06/2023 01:11:17,ESCANER
22420,"Chiquimula",20,"Chiquimula",1,3496,269,5,11,10,3,23,1,20,2,2,6,0,1,2,15,101,5,0,106,0,106,--,266,160,101,106,106,Algún campo sin dato,1,54b9edb48d3bb90bbf9a6d2180985ccd0934861e967ac750762f33c81b625c86,26/06/2023 00:42:02,ESCANER
22421,"Chiquimula",20,"Chiquimula",1,3496,268,4,7,4,5,21,0,15,0,3,4,2,3,1,10,79,3,1,83,0,83,--,265,182,79,83,83,Algún campo sin dato,1,d77c5ef027b0f098c8cb48b88888a6ad2a4cdb7000cfb6cdae454d93af4a0647,26/06/2023 01:17:26,ESCANER
22422,"Chiquimula",20,"Chiquimula",1,3497,400,5,29,8,23,24,1,40,2,2,31,1,3,1,26,196,18,5,219,0,219,1,400,181,196,219,219,,1,4e3d55eabc51885fa0faee8ef7a28334e7e3680c8ddc9377bc3d1c1308e9b3c4,25/06/2023 23:11:55,ESCANER
22423,"Chiquimula",20,"Chiquimula",1,3497,400,5,45,4,32,36,2,34,1,3,38,2,4,0,23,229,18,4,251,0,251,--,400,149,229,251,251,Algún campo sin dato,1,2572a130b396f078f84be039a87693f633b005607ae644d901be2944f3d5726d,25/06/2023 23:43:00,ESCANER
22424,"Chiquimula",20,"Chiquimula",1,3497,400,4,23,8,24,22,0,42,1,0,32,1,1,2,26,186,16,1,203,0,203,--,400,197,186,203,203,Algún campo sin dato,1,73359bcd4210ba20121f5090280f78bb8a3d5eb0ad4edd85e09eebaec0dc3394,26/06/2023 00:11:32,ESCANER
22425,"Chiquimula",20,"Chiquimula",1,3497,400,8,42,11,21,26,1,37,3,1,36,2,1,2,21,212,10,2,224,0,224,--,397,173,212,224,224,Algún campo sin dato,1,2ce8a23623b178ce274ac51e9e91e4afa96b390b30a72b208735bacdde0220eb,25/06/2023 22:44:57,ESCANER
