TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
745,745,100.0000,742,99.5973,3,296306,186114,62.8114

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,PPG,TODOS,VAMOS,AZUL,UNIONISTA,WINAQ,CAMBIO,PPN,VIVA,CABAL,MLP,PIN,ELEFANTE,P A N,VICTORIA,PODEMOS,CREO,VALOR,FCN-NACION,UR,BIEN,SEMILLA,VOS,MI FAMILIA,PHG,PODER,UNE,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
2781,"Guatemala",1,"Mixco",8,252,400,114,5,8,23,5,2,7,10,3,4,0,0,3,3,9,3,6,9,0,7,1,5,4,0,7,1,4,243,8,0,251,0,251,--,404,150,243,251,251,Algún campo sin dato,1,4e166ddc2b7a695dd3c090f5e2501a1609a1e7b27850124727f8cb75a365e6fb,26/06/2023 01:44:01,ESCANER
2782,"Guatemala",1,"Mixco",8,252,400,92,3,11,32,1,3,8,7,8,8,2,1,6,0,9,2,6,17,0,7,1,10,2,0,16,0,2,254,85,3,--,93,--,--,400,125,254,342,435,Algún campo sin dato,1,7d7f2d1d936c88c4cc103fcdba7d61aed84a82d1293790355c5dd2f8ca30b644,26/06/2023 04:21:20,ESCANER
2783,"Guatemala",1,"Mixco",8,252,400,92,4,11,27,3,3,6,10,6,6,1,1,2,1,7,1,3,3,0,6,1,12,3,1,14,1,6,231,9,3,243,0,243,--,400,157,231,243,243,Algún campo sin dato,1,d835eea6a54e4b76c2c4193e2a8e13a60c68bd5fb5f5e90db19f5f03e5edb471,25/06/2023 23:59:23,ESCANER
2784,"Guatemala",1,"Mixco",8,253,400,79,1,7,17,2,1,14,7,7,8,0,0,5,2,10,3,1,7,0,11,0,5,1,1,14,0,5,208,10,0,218,0,218,--,400,182,208,218,218,Algún campo sin dato,1,29322f99032e302d8fa0521c2b5f09c926edfc3f0a92f4c0367551d6b1aa1800,25/06/2023 23:28:12,ESCANER
2785,"Guatemala",1,"Mixco",8,253,400,93,2,9,21,3,1,4,11,5,4,0,0,2,2,12,3,3,9,2,5,2,5,5,0,22,0,2,227,12,2,241,0,241,--,400,159,227,241,241,Algún campo sin dato,1,83bcbd95ad7aa334201888c66d3ef4264acc4375884dc36dd515db2a17e70f56,25/06/2023 23:58:11,ESCANER
2786,"Guatemala",1,"Mixco",8,253,400,82,0,8,31,0,3,9,12,6,3,0,0,5,0,8,2,1,6,1,10,0,6,5,2,7,0,0,207,11,3,221,0,221,--,399,178,207,221,221,Algún campo sin dato,1,bc2817380c7a89f742b92fe7dc26ed96c92759758bd853daef9c02bcab264613,26/06/2023 00:23:35,ESCANER
2787,"Guatemala",1,"Mixco",8,253,400,76,4,7,23,3,1,3,9,3,6,1,0,6,0,6,3,3,10,1,9,1,10,4,2,17,0,0,208,7,0,215,0,215,--,400,185,208,215,215,Algún campo sin dato,1,b1f6521badd3ade7f390e62d935d31898b528647e8ff96f3bdb1e87db7649c49,26/06/2023 00:55:08,ESCANER
2788,"Guatemala",1,"Mixco",8,253,400,77,4,4,23,2,1,7,8,8,5,0,2,4,1,10,1,1,10,0,4,1,11,6,0,8,0,2,200,18,1,219,0,219,--,400,181,200,219,219,Algún campo sin dato,1,38a094dd3ed5fe0c86b6a06614accd0f4933b3dde05e5cbfd514a695537bb872,25/06/2023 23:20:38,ESCANER
2789,"Guatemala",1,"Mixco",8,253,400,91,3,7,37,5,1,3,6,6,7,0,0,3,0,5,1,1,13,1,7,0,12,4,0,14,0,6,233,8,0,241,0,241,--,399,158,233,241,241,Algún campo sin dato,1,89e8d72a5b705629aee6f0f4376adf59b4ea42c630c91f72232e0096dced94a7,25/06/2023 23:46:56,ESCANER
2790,"Guatemala",1,"Mixco",8,253,400,88,1,8,29,3,1,12,9,12,5,0,1,3,1,3,2,2,4,1,3,2,20,8,0,11,0,1,230,5,0,235,0,235,--,400,165,230,235,235,Algún campo sin dato,1,d226151023075d030692b22819299ac03406adf57e9be8c22ce7f76034454832,26/06/2023 01:14:34,ESCANER
2791,"Guatemala",1,"Mixco",8,253,400,105,0,3,24,1,3,5,10,1,2,2,0,2,0,3,3,1,11,0,5,0,12,3,0,8,0,1,205,10,0,215,0,215,--,404,189,205,215,215,Algún campo sin dato,1,f29e1038ab6e39d7c65f62e10b2f88a9f0d4aff8e2da39a4b47046739134251c,25/06/2023 23:10:11,ESCANER
2792,"Guatemala",1,"Mixco",8,254,400,105,3,6,28,4,2,6,10,6,11,1,0,3,1,7,1,3,8,1,10,1,23,3,2,14,0,2,261,6,2,269,0,269,--,400,131,261,269,269,Algún campo sin dato,1,eabaf476d9da33c8005f6b9525f8f9f6473178782f1cc210cef1570e898aa8d0,26/06/2023 00:15:27,ESCANER
2793,"Guatemala",1,"Mixco",8,254,400,101,4,4,30,1,6,10,0,7,4,1,1,5,0,9,1,11,1,0,11,1,31,7,0,4,0,1,261,4,0,265,0,265,--,400,135,251,255,255,Sumas Asentadas sin cuadrar,1,9d6dbad8e9e6c4f3bdf4b34a6c0bbb9eef78216e08c36680699125c5fd8727e9,26/06/2023 01:09:01,ESCANER
2794,"Guatemala",1,"Mixco",8,254,400,114,2,4,34,4,1,7,7,2,8,1,2,4,0,9,3,1,14,0,3,1,22,7,0,13,0,0,263,3,0,266,0,266,--,400,134,263,266,266,Algún campo sin dato,1,bacd42699f869324693be9af282210eef85dc90b205b84c0f9fbd1e3f307843e,26/06/2023 01:17:59,ESCANER
2795,"Guatemala",1,"Mixco",8,254,400,121,1,11,31,8,2,12,11,2,2,1,1,0,0,8,0,0,9,0,7,3,21,1,0,8,0,0,252,4,0,257,1,257,1,397,140,260,264,265,Sumas Asentadas sin cuadrar,1,964f492300f643d7d4fead8c468e2f1907ec74d2eadf2b2e7d710ca2a56ffa37,25/06/2023 23:49:57,ESCANER
2796,"Guatemala",1,"Mixco",8,254,400,130,2,12,24,3,3,5,11,4,8,0,1,2,1,6,2,0,8,0,6,3,18,7,0,17,0,0,273,5,2,280,0,280,--,400,120,273,280,280,Algún campo sin dato,1,526f5f2376ae55ea58f98c4cc7bb6f867eb50e2874cfd35ac62e2d48b964d91c,26/06/2023 02:33:21,ESCANER
2797,"Guatemala",1,"Mixco",8,255,400,141,0,9,33,4,2,11,9,4,6,0,0,0,0,4,2,1,5,0,6,1,21,5,1,14,0,0,279,11,0,290,0,290,--,400,110,279,290,290,Algún campo sin dato,1,8eac26f446a56444086105efbf2fb0a738770cbfe36775d1e2fd94e8c60714ee,25/06/2023 23:55:19,ESCANER
2798,"Guatemala",1,"Mixco",8,255,400,95,4,8,19,2,0,6,8,6,2,0,0,2,0,7,3,0,3,0,4,1,20,0,0,6,0,1,197,4,1,202,0,202,--,399,197,197,202,202,Algún campo sin dato,1,c184f1687e115146b737e63a8c6fd253c9b2b14e813dead633e81bc5bdf62007,25/06/2023 23:21:18,ESCANER
2799,"Guatemala",1,"Mixco",8,255,400,81,1,8,20,3,4,9,17,1,7,1,0,3,2,5,4,1,5,0,6,2,8,0,1,5,0,4,198,2,1,201,0,201,--,397,196,198,201,201,Algún campo sin dato,1,16ecdded44a9a5da1b101adb2db9514a7fbc0e331c7f77d8136ea44dfa4cd834,25/06/2023 22:58:19,ESCANER
2800,"Guatemala",1,"Mixco",8,255,370,85,6,5,22,2,2,4,9,4,2,2,0,3,3,3,0,1,8,0,10,1,24,6,0,6,0,2,210,8,0,218,0,218,--,370,152,210,218,218,Algún campo sin dato,1,d6368afe2a58f2f7e5cd85324ffead3b21139fe81918d51a7e8906bbbb6d184c,26/06/2023 00:11:32,ESCANER
2801,"Guatemala",1,"Mixco",8,255,370,75,4,5,18,2,0,7,3,3,5,0,1,7,0,5,0,1,11,0,5,2,18,4,0,6,0,1,183,8,0,191,0,191,--,370,179,183,191,191,Algún campo sin dato,1,616844d7e1090854be620e949a9c71286f03b51a4ecf663d4b7711138ff7c793,25/06/2023 23:29:23,ESCANER
2802,"Guatemala",1,"Mixco",8,256,400,78,3,4,30,7,12,4,7,10,7,2,1,10,4,6,1,2,11,0,3,3,31,9,1,2,0,3,251,21,2,274,0,274,--,400,126,251,274,274,Algún campo sin dato,1,0bf1b614070924f350aedc13bc653cfadb9e34256ae771d569327423b59365e3,25/06/2023 23:50:43,ESCANER
2803,"Guatemala",1,"Mixco",8,256,400,91,3,4,26,4,9,4,7,9,4,3,0,9,3,5,6,2,18,0,9,3,15,9,1,0,0,0,244,18,4,266,0,266,--,400,134,244,266,266,Algún campo sin dato,1,06722029c6ca3e6b87a065a97acf9ce9432c984d6b8ed5fd59b45a89888cfc64,25/06/2023 23:20:34,ESCANER
2804,"Guatemala",1,"Mixco",8,256,400,100,1,4,24,10,7,6,6,8,4,2,0,9,6,9,0,0,15,0,5,0,26,13,4,1,0,2,262,17,0,279,0,279,--,400,121,262,279,279,Algún campo sin dato,1,96b8d4d556ba850433cf852bf3c1308b8946305c34ea51cc13b22a72c50fb0f8,25/06/2023 23:27:45,ESCANER
2805,"Guatemala",1,"Mixco",8,256,400,93,1,7,18,2,9,5,7,2,6,1,0,8,1,6,0,2,22,0,4,2,30,9,2,2,0,3,242,7,0,249,0,249,--,400,151,242,249,249,Algún campo sin dato,1,6c340d5c5c6d3d615f3336ccd6973f70058ce1fb54488dbf924993dc3519b320,25/06/2023 23:11:17,ESCANER
2806,"Guatemala",1,"Mixco",8,256,400,92,0,2,15,4,2,4,8,5,3,2,1,6,2,3,3,3,20,2,1,3,24,5,3,2,0,1,216,13,0,229,0,229,--,400,171,216,229,229,Algún campo sin dato,1,20d983c4ff6747a8b3d4be3e706fe1521901eb9909ca90f74464b303fce3bef9,25/06/2023 23:55:26,ESCANER
2807,"Guatemala",1,"Mixco",8,256,400,105,1,1,18,3,2,2,7,4,6,1,2,15,3,7,2,2,23,0,5,5,31,4,0,2,0,0,251,19,0,270,0,270,--,400,130,251,270,270,Algún campo sin dato,1,c54d1a691370aa062994606ada4e63e2b785293952759fa104cb22dd22be050a,26/06/2023 01:33:08,ESCANER
2808,"Guatemala",1,"Mixco",8,256,400,88,4,3,33,3,8,2,7,2,1,2,0,12,2,3,4,2,17,0,5,2,25,13,1,3,0,2,244,20,0,264,0,264,--,400,136,244,264,264,Algún campo sin dato,1,3656c4c1af6f399e4feca1e8a182178897f3031070e70ae19544e57fe0b6ed17,26/06/2023 00:06:46,ESCANER
2809,"Guatemala",1,"Mixco",8,257,400,93,2,4,18,7,5,4,11,4,10,0,0,8,6,12,1,4,11,0,5,4,29,8,1,3,0,0,250,16,0,266,0,266,--,400,134,250,266,266,Algún campo sin dato,1,0599df3a51278f33ae9fd82480746678a8253cf6ed87cd036a517f36e9f558ae,25/06/2023 23:43:09,ESCANER
2810,"Guatemala",1,"Mixco",8,257,400,100,1,5,14,6,9,5,7,4,5,2,0,8,4,9,3,2,11,0,4,6,24,5,2,2,3,0,241,9,0,250,0,250,--,400,150,241,250,250,Algún campo sin dato,1,15ac58d2f280360e844c24e2e607a03efce2703599d234fa0edd87c47097631a,26/06/2023 00:23:44,ESCANER
2811,"Guatemala",1,"Mixco",8,258,400,103,4,2,20,4,12,9,11,3,3,2,0,13,1,6,4,0,12,0,4,2,18,7,0,1,0,1,242,15,1,258,0,258,--,400,142,242,258,258,Algún campo sin dato,1,bdd80c1158cec5739ed1ec5f6359432cb31a71848776153ced0a8537a7e729c6,26/06/2023 00:10:07,ESCANER
2812,"Guatemala",1,"Mixco",8,258,400,84,3,7,23,5,12,2,13,4,6,1,0,8,3,5,1,4,14,0,3,5,31,6,1,1,1,1,244,13,0,257,0,257,--,400,143,244,257,257,Algún campo sin dato,1,27b7343a8ae27c922dac21ae4bd86cf70d03f6b40ce45b67e3ae5a23d41e68ef,26/06/2023 00:05:04,ESCANER
2813,"Guatemala",1,"Mixco",8,258,400,89,1,5,25,4,11,3,2,3,5,1,1,8,0,3,5,0,20,0,2,0,25,4,0,1,0,3,221,11,1,233,0,233,--,400,167,221,233,233,Algún campo sin dato,1,4b44743123a19e9800a0833801d9a1eaada6bd1be0e611dd7666f013de23f1bc,25/06/2023 23:58:26,ESCANER
2814,"Guatemala",1,"Mixco",8,259,400,119,0,2,30,0,5,4,8,2,2,1,1,3,0,4,1,0,19,1,1,1,54,6,1,1,0,4,270,3,0,273,0,273,--,400,127,270,273,273,Algún campo sin dato,1,372258e569162213bd0138068795d95d87945dc80d18929fbae50683b174d18a,25/06/2023 23:14:39,ESCANER
2815,"Guatemala",1,"Mixco",8,259,306,66,0,1,19,2,5,3,3,1,2,0,0,5,0,3,0,2,5,1,2,1,47,11,2,2,0,2,185,5,0,190,0,190,--,310,120,185,190,190,Algún campo sin dato,1,0ed406f4c6b5509fcd48063a7b0cf7d74419efd38e20f4b6b5248c432fd166ca,25/06/2023 23:21:57,ESCANER
2816,"Guatemala",1,"Mixco",8,260,305,61,1,3,17,1,12,0,4,3,1,0,0,3,0,0,2,1,6,0,2,2,26,7,0,3,0,0,155,3,0,158,0,158,--,305,147,155,158,158,Algún campo sin dato,1,a8fe7cd95457f39644c8207841261945338da2a2ae5b48639094485d671744db,25/06/2023 23:02:57,ESCANER
2817,"Guatemala",1,"Mixco",8,261,400,107,5,4,32,3,5,6,6,6,2,1,2,6,6,2,2,3,14,2,3,3,18,3,3,2,1,4,251,20,2,273,0,273,--,408,135,251,273,273,Algún campo sin dato,1,dd455a967ac0f7f494451e7b956fd8a8583dac1b349215550e86af9a39534f22,26/06/2023 01:52:10,ESCANER
2818,"Guatemala",1,"Mixco",8,261,400,96,2,3,24,8,9,1,5,7,5,0,2,13,9,2,2,0,14,0,7,3,26,5,2,0,0,1,246,27,2,275,0,275,--,400,125,246,275,275,Algún campo sin dato,1,cae48174b73b78926ba1a03634bb0f31008f255b802da2163f97bdd98ae3f002,25/06/2023 22:19:24,ESCANER
2819,"Guatemala",1,"Mixco",8,261,400,113,1,6,22,4,8,3,6,6,6,0,0,7,1,6,2,3,14,0,5,3,26,10,0,0,0,1,253,20,4,277,3,280,--,403,121,253,277,280,Algún campo sin dato,1,7e21adb1bc21b8534afb194e2b98a5418f0b9f09bbb87c7974553c5309689bac,26/06/2023 02:00:53,ESCANER
2820,"Guatemala",1,"Mixco",8,261,400,103,1,5,28,7,3,5,2,6,8,4,0,5,3,3,3,1,14,0,7,2,15,7,1,2,0,1,236,19,4,259,0,259,--,400,141,236,259,259,Algún campo sin dato,1,e225cf3e79444ae0b19069f7f6e5cd5b06a40e005f507f5a31420cd9d8341e71,26/06/2023 00:49:05,ESCANER
2821,"Guatemala",1,"Mixco",8,261,400,114,2,1,35,6,6,1,3,6,2,1,--,9,1,5,6,--,14,1,5,6,23,3,3,1,--,2,--,17,1,--,--,--,--,397,123,256,274,274,Algún campo sin dato,1,07da842ea62d4650800ffa1fdca336f61931724ccb40f37a87c81879ae98ce91,26/06/2023 02:30:50,ESCANER
2822,"Guatemala",1,"Mixco",8,261,400,105,1,3,26,5,6,7,5,6,5,1,1,14,1,6,2,2,14,0,3,2,29,7,2,2,0,3,258,19,2,279,0,279,--,--,--,258,279,279,Algún campo sin dato,1,ca84779cc04e51448fbf235da709c29c9a49614f94d5831dfc3771378bf06ecc,26/06/2023 02:20:55,ESCANER
2823,"Guatemala",1,"Mixco",8,261,400,108,2,5,27,6,9,2,3,3,1,2,1,12,4,3,2,2,16,0,2,4,31,8,0,2,1,2,258,19,0,277,0,277,--,404,127,258,277,277,Algún campo sin dato,1,655cec4e2561957661d159d1c7f6a3206713238b5635ac5599ee22fa45523a35,26/06/2023 00:32:25,ESCANER
2824,"Guatemala",1,"Mixco",8,261,400,104,4,1,31,7,6,12,5,12,2,2,0,13,3,7,1,3,9,0,3,3,23,7,1,3,0,1,236,16,1,280,0,280,--,400,120,263,280,280,Sumas Asentadas sin cuadrar,1,b00144db118d3040f1857eee2efd2c5edc573f755e734db2fa4c913fdd844182,26/06/2023 02:39:22,ESCANER
2825,"Guatemala",1,"Mixco",8,261,400,118,1,6,28,6,4,7,4,7,6,4,1,12,3,5,1,3,6,0,4,1,29,8,1,1,1,0,267,15,3,285,0,285,--,405,120,267,285,285,Algún campo sin dato,1,ba4ec00b1c21139b1138246ade986100d1139efc4cc7be349ae36403c1acfd3a,26/06/2023 01:57:46,ESCANER
2826,"Guatemala",1,"Mixco",8,261,400,109,1,2,18,5,4,4,5,10,4,3,1,11,4,4,1,0,15,1,4,4,28,9,1,4,0,2,254,12,0,266,0,266,--,400,134,254,266,266,Algún campo sin dato,1,4ba28dd6d6cbb10724491739ab844c8cdaebc2161b33df27b552b049955a42f9,26/06/2023 02:07:58,ESCANER
2827,"Guatemala",1,"Mixco",8,262,400,101,1,3,22,7,6,4,4,3,3,1,1,8,1,5,5,1,14,0,3,4,32,3,2,2,0,0,236,19,0,255,0,255,--,420,165,236,255,255,Algún campo sin dato,1,a5772f35991814ad8c2f00e0565071e802b5a8bb9ec6ceb9b827d358937c8fe8,25/06/2023 22:13:06,ESCANER
2828,"Guatemala",1,"Mixco",8,262,400,129,1,1,28,3,9,1,7,1,5,0,0,4,3,2,0,0,7,1,1,1,54,6,0,1,0,0,265,9,0,274,0,274,--,399,125,265,274,274,Algún campo sin dato,1,8d0ede1d129cf2b3224e188d648ce672d70abed52fc0b280ea6c1b427cf02f22,26/06/2023 00:40:01,ESCANER
2829,"Guatemala",1,"Mixco",8,262,204,52,2,0,13,3,0,2,1,1,3,0,0,3,0,3,0,1,4,1,3,1,22,1,1,1,0,0,118,5,0,123,0,123,--,201,78,118,123,123,Algún campo sin dato,1,4d64c7074aed1a76cf14a764b95fd3052a37856cf4d4a5aefea41093813cf74b,25/06/2023 22:30:53,ESCANER
2830,"Guatemala",1,"Mixco",8,262,204,48,0,1,15,1,3,2,3,3,2,0,0,3,1,1,0,1,1,0,1,2,26,4,0,1,0,1,120,4,0,124,0,124,--,204,80,120,124,124,Algún campo sin dato,1,84523550910dee2534478bcf6c80042aa0c1088496d4e5f6e5bbd3450b544fcf,25/06/2023 23:38:19,ESCANER
2831,"Guatemala",1,"Mixco",8,263,400,93,2,8,25,6,9,5,8,4,4,3,0,8,2,5,2,1,19,0,7,3,35,8,3,2,0,4,266,16,1,283,0,283,--,400,117,266,283,283,Algún campo sin dato,1,75f1ce4b5b68614722607e9f8053390501646df7a37a6ea4d2e84dadba9f3e78,26/06/2023 01:47:12,ESCANER
2832,"Guatemala",1,"Mixco",8,263,400,90,4,5,21,1,4,8,6,6,5,1,0,5,1,8,4,3,18,1,4,1,35,13,2,0,0,3,249,13,1,263,0,263,--,400,137,249,263,263,Algún campo sin dato,1,7c31407e6cde4ca0acf0ceaa4bca635e1975dd5a9aa361d346fb8882e2cca2e7,26/06/2023 02:02:42,ESCANER
2833,"Guatemala",1,"Mixco",8,263,400,81,3,6,19,2,2,4,10,12,9,4,0,8,2,13,4,0,14,1,7,2,31,6,1,3,0,1,245,18,1,264,0,264,--,400,133,245,264,264,Algún campo sin dato,1,037850182c38a95765bf2d93d61e31199f3405fd122a09b97c489589b1639cc0,26/06/2023 02:41:00,ESCANER
2834,"Guatemala",1,"Mixco",8,263,400,71,2,6,17,3,5,5,5,8,4,1,1,10,2,7,7,1,28,1,10,4,29,12,4,1,0,1,245,18,2,265,0,265,--,400,135,245,265,265,Algún campo sin dato,1,ad72718aff9aeec75cee687f0bc9f4f82dd2944f90f5ac3286bbf0b227c82f00,25/06/2023 23:39:58,ESCANER
2835,"Guatemala",1,"Mixco",8,263,400,77,3,5,20,3,3,5,7,6,7,0,0,7,1,11,9,1,19,0,7,4,38,15,1,3,0,3,255,22,1,278,0,278,--,400,122,255,278,278,Algún campo sin dato,1,b6be3895741b2a0f6dd983715f51e167b3602dd3a4f2a820819beea0eda9aadc,26/06/2023 02:11:37,ESCANER
2836,"Guatemala",1,"Mixco",8,263,400,85,3,5,17,3,4,8,9,9,6,3,0,14,2,7,7,2,17,2,7,7,24,9,2,2,0,1,255,23,0,278,0,278,--,400,122,255,278,278,Algún campo sin dato,1,9ae62f32971a297f2d6144313b7226e7a55c46fa5a0e918075b952a5077349f6,26/06/2023 01:22:18,ESCANER
2837,"Guatemala",1,"Mixco",8,263,400,101,1,6,23,4,9,9,11,6,6,0,0,3,1,12,9,3,13,1,8,3,33,10,4,3,0,3,282,16,1,299,0,299,--,397,98,282,299,299,Algún campo sin dato,1,7fd66805900209550b80d0db6d496ccdb9c3e4cbd118844ad72ba33ea38597dc,26/06/2023 00:59:15,ESCANER
2838,"Guatemala",1,"Mixco",8,263,400,81,4,6,30,5,5,7,5,6,4,2,0,8,4,4,1,1,12,1,12,1,35,10,2,0,0,0,246,28,0,274,0,274,--,400,126,246,274,274,Algún campo sin dato,1,a2dfe394cfb62d69cef225f95179754d60f663c43433f04281f8587b9b1d14a6,26/06/2023 01:14:49,ESCANER
2839,"Guatemala",1,"Mixco",8,263,400,84,5,5,23,3,3,11,4,7,2,0,0,15,4,7,4,3,18,0,3,3,33,9,1,1,0,3,251,20,1,272,0,272,--,403,131,251,272,272,Algún campo sin dato,1,a1d96688e2973847722df4f5ea8bfa2c1018752312effe089dbfa8a7f4df3616,25/06/2023 22:37:48,ESCANER
2840,"Guatemala",1,"Mixco",8,263,400,89,2,5,18,2,4,4,17,4,3,1,0,9,3,4,2,1,10,0,1,4,36,13,3,1,0,0,236,10,0,246,0,246,--,400,154,236,246,246,Algún campo sin dato,1,5b15e65399c4065b8a8867381909ada7dd182edb78f5b3e9d49db8157e7b5f12,25/06/2023 22:35:28,ESCANER
2841,"Guatemala",1,"Mixco",8,263,400,72,6,6,19,7,0,8,10,6,1,3,0,8,5,6,2,0,16,2,6,5,28,15,1,0,0,0,234,12,0,246,0,246,--,400,154,232,244,244,Sumas Asentadas sin cuadrar,1,97a92acd5e72d356123ee95399533e806e5584e949e0ddcd4a764819a65c4069,26/06/2023 03:42:46,ESCANER
2842,"Guatemala",1,"Mixco",8,263,400,84,7,3,23,4,9,4,5,5,3,1,1,13,3,0,5,3,17,0,5,1,44,13,1,0,1,1,256,19,1,276,--,276,--,400,124,256,276,276,Algún campo sin dato,1,927c82268c2f2de4995f1a6bfa420cf2cdfefdfcb6cacfe046e3ba7d37250efa,26/06/2023 01:41:02,ESCANER
2843,"Guatemala",1,"Mixco",8,263,400,79,3,5,22,4,7,8,10,8,3,2,1,13,2,5,3,2,21,0,5,4,27,5,0,0,0,2,241,24,1,266,0,266,--,397,131,241,266,266,Algún campo sin dato,1,baed3f44ce3803e5bfdb0b3cb824f59de58666b4808d52512d8388d1b6696c0b,26/06/2023 02:34:05,ESCANER
2844,"Guatemala",1,"Mixco",8,263,400,93,4,4,19,7,2,13,4,4,7,2,0,11,2,5,4,1,17,2,4,3,30,11,2,2,0,0,253,25,0,278,0,278,1,400,122,253,278,278,,1,b67158eeecf0cf199cf1b20d1d50e2a03d95b08fd5d898d8d35421fd6f0d1ee5,25/06/2023 23:40:00,ESCANER
2845,"Guatemala",1,"Mixco",8,263,400,82,3,2,23,8,5,7,5,5,8,2,1,8,3,8,2,2,12,0,9,4,35,12,1,1,0,5,253,24,0,277,0,277,--,403,126,253,277,277,Algún campo sin dato,1,cfc3b91166add5c1347bf2661833fdfdb0c9a2502535ec9b74012e7cf6c56d1b,26/06/2023 02:59:13,ESCANER
2846,"Guatemala",1,"Mixco",8,263,400,83,1,5,16,5,2,10,6,9,6,2,2,11,3,6,5,1,17,1,5,6,49,10,2,0,1,1,265,24,1,290,0,290,--,400,110,265,290,290,Algún campo sin dato,1,6bd7a6d534a655210d1c94f8f494b3102a91826e97867e3ce6305ffd63aad39d,26/06/2023 01:50:32,ESCANER
2847,"Guatemala",1,"Mixco",8,264,400,104,7,9,12,7,4,11,6,3,3,4,1,9,4,4,7,2,20,0,12,3,31,10,2,1,1,0,277,7,0,284,0,284,1,404,120,277,284,284,,1,79bc943fa31dcbe0ce3cf7083668055c1f5b129ccc29d2b421aa41cd201c00c7,26/06/2023 00:29:26,ESCANER
2848,"Guatemala",1,"Mixco",8,264,400,74,2,4,24,7,6,13,13,3,6,0,0,13,3,5,4,0,19,0,5,2,35,11,2,1,--,3,255,20,1,276,0,276,--,400,124,255,276,276,Algún campo sin dato,1,8fb7299ba036c1ef8eec11fef247808d45a67c51fa06b5aae97559d46280773f,25/06/2023 23:22:04,ESCANER
2849,"Guatemala",1,"Mixco",8,264,400,88,7,5,24,6,5,4,6,6,4,1,2,10,2,6,4,2,24,3,4,3,36,15,0,4,0,5,276,18,0,294,0,294,--,400,106,276,294,294,Algún campo sin dato,1,dc734dfc9c12486f3ed1c912602b33bcee1b360033516164783ae315169cebde,26/06/2023 01:26:26,ESCANER
2850,"Guatemala",1,"Mixco",8,264,400,89,3,3,20,8,6,4,11,5,4,0,2,9,3,4,1,2,20,1,4,2,31,9,4,1,0,7,253,16,1,270,0,270,--,400,130,253,270,270,Algún campo sin dato,1,8d8cd386aeaa213f3e305ac8f07d0d41254eb72036481c998521feb8e35c81a2,26/06/2023 04:03:00,ESCANER
2851,"Guatemala",1,"Mixco",8,264,400,79,2,5,13,3,6,4,11,6,3,1,0,20,4,7,5,2,15,0,5,1,34,10,2,2,0,2,242,22,3,267,0,267,--,401,134,242,267,267,Algún campo sin dato,1,47392c3603729f10c004943292ea84fc96780068bf218ccb4041896327872a80,26/06/2023 01:40:07,ESCANER
2852,"Guatemala",1,"Mixco",8,264,400,79,3,8,20,6,4,3,5,3,3,2,0,11,2,8,3,6,16,0,4,4,39,7,0,0,0,3,239,20,1,260,0,260,--,400,140,239,260,260,Algún campo sin dato,1,45072c377afe0d3356ca670208140da73c8132d0d1247171b73ef8908282cc42,26/06/2023 01:01:03,ESCANER
2853,"Guatemala",1,"Mixco",8,264,400,97,4,2,22,11,3,10,5,8,8,0,0,15,1,7,4,1,11,0,7,3,23,9,3,4,0,5,263,12,0,275,0,275,--,404,129,263,275,275,Algún campo sin dato,1,dd47a54603425fe9a97d9ad83cfa2f6197d7a43ac47df49722e147cd9c711b7e,26/06/2023 01:56:38,ESCANER
2854,"Guatemala",1,"Mixco",8,264,400,84,6,8,29,1,5,8,7,10,4,1,0,8,1,3,1,1,17,1,9,2,36,6,2,0,0,2,252,8,1,261,0,261,--,400,139,252,261,261,Algún campo sin dato,1,fa21cfc75d8331ba7c7968ca0d77ff3558b05576e3b595c9a815d86b8a13bd95,26/06/2023 02:08:58,ESCANER
2855,"Guatemala",1,"Mixco",8,265,400,89,3,5,20,6,5,6,7,9,2,2,1,10,5,8,5,4,11,0,8,2,32,9,2,2,0,0,253,22,2,277,0,277,--,404,127,253,277,277,Algún campo sin dato,1,bc96a960e7c7d7cbece69612efa298b35857808595416213f0d5594bfd8e4550,26/06/2023 00:44:24,ESCANER
