TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
745,745,100.0000,742,99.5973,3,296306,186114,62.8114

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,PPG,TODOS,VAMOS,AZUL,UNIONISTA,WINAQ,CAMBIO,PPN,VIVA,CABAL,MLP,PIN,ELEFANTE,P A N,VICTORIA,PODEMOS,CREO,VALOR,FCN-NACION,UR,BIEN,SEMILLA,VOS,MI FAMILIA,PHG,PODER,UNE,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
3095,"Guatemala",1,"Mixco",8,291,224,29,1,5,10,3,2,6,4,7,1,1,1,5,0,5,1,0,4,0,0,0,11,3,0,1,0,5,105,10,0,115,0,115,--,224,109,105,115,115,Algún campo sin dato,1,41d0ff4c88f138f972354e9b8b0f2e901140014f6ce452eba2c9dbfc94bf4e62,25/06/2023 23:48:12,ESCANER
3096,"Guatemala",1,"Mixco",8,291,223,23,0,15,10,1,0,4,4,5,3,0,0,2,2,3,0,2,5,0,1,1,16,2,1,3,0,3,106,4,0,110,0,110,--,223,113,106,110,110,Algún campo sin dato,1,00f51ce41d28b98586f0b43fb5bb8225f5fcb7985a299d1cf2dc88ab5b73b090,25/06/2023 23:22:38,ESCANER
3097,"Guatemala",1,"Mixco",8,292,400,60,3,8,26,5,3,5,4,15,7,0,0,15,9,29,5,2,13,2,0,7,18,6,2,1,0,7,252,23,1,276,0,276,--,400,124,252,276,276,Algún campo sin dato,1,cbc909f83948adc24362821196ae048c04b6f7fa2ab286c5bfad6c4a9e888f4b,26/06/2023 01:06:58,ESCANER
3098,"Guatemala",1,"Mixco",8,292,400,61,1,19,29,4,3,7,15,8,4,1,0,14,7,20,6,2,10,3,3,4,14,5,1,2,0,7,250,19,1,270,0,270,--,404,134,250,270,270,Algún campo sin dato,1,0a1842eb29f867cc82c5d3c14df2ab3c563dc76ed82cd0d62de887e994910714,25/06/2023 23:19:58,ESCANER
3099,"Guatemala",1,"Mixco",8,292,400,55,5,11,31,7,4,5,15,10,10,0,0,7,7,25,4,0,11,1,6,5,15,5,3,1,0,7,250,8,1,259,7,266,--,400,134,250,259,266,Algún campo sin dato,1,f41dce124e8f1ccb9c0a0c2d00eb53aa205b22cf7fc10a1240856491ffed3282,26/06/2023 03:19:49,ESCANER
3100,"Guatemala",1,"Mixco",8,292,400,50,1,14,20,3,8,8,10,11,6,1,0,15,7,22,6,2,19,0,6,6,17,4,2,0,0,7,245,10,2,257,0,257,--,400,143,245,257,257,Algún campo sin dato,1,0d1a158fe75432367de39a039fe154badde58c924966978de1e42afd351e5a0c,25/06/2023 23:56:55,ESCANER
3101,"Guatemala",1,"Mixco",8,292,400,55,4,13,17,3,2,10,7,10,7,1,0,14,10,21,2,4,10,3,5,4,19,6,2,0,0,4,233,29,4,266,134,400,0,400,134,233,266,400,,1,8228d7a1509b745815a9a835bc04a489bb7704f6f6d0d9224327805190906d74,26/06/2023 01:47:51,ESCANER
3102,"Guatemala",1,"Mixco",8,292,400,51,4,12,28,0,2,4,16,5,6,3,1,7,9,25,2,2,11,1,3,4,15,10,2,3,0,6,232,18,1,251,0,251,--,400,149,232,251,251,Algún campo sin dato,1,553acb37bf55556ca5d5f58bddf1b86bff7a81fce62d93c7c9277b08d69651a8,26/06/2023 00:49:56,ESCANER
3103,"Guatemala",1,"Mixco",8,292,400,52,4,6,33,1,4,11,9,6,2,4,1,5,8,16,2,1,11,2,3,2,26,7,0,0,1,0,217,5,0,222,2,224,--,396,172,217,222,224,Algún campo sin dato,1,68a7e40ef836ed3ebff018a2735f71afb873fdb63809647ee241ae27315f1647,25/06/2023 23:08:04,ESCANER
3104,"Guatemala",1,"Mixco",8,292,400,75,5,7,23,2,1,6,11,8,8,2,1,5,4,12,3,3,15,0,3,6,26,6,0,2,0,2,246,8,2,256,0,256,--,400,154,236,246,246,Sumas Asentadas sin cuadrar,1,19ac2cec04778fe0b9e0ec99794539e2f3a8dbb2f253b80d9d57d2dd0cd46af6,26/06/2023 02:08:34,ESCANER
3105,"Guatemala",1,"Mixco",8,292,400,63,3,10,20,2,0,9,5,10,5,3,1,15,12,28,1,2,13,0,1,1,22,5,2,2,0,4,239,20,1,260,0,260,--,396,136,239,260,260,Algún campo sin dato,1,d73a06079175dd7576aa620ff223ded309ad979bb600031884567dedeb21e492,25/06/2023 22:28:00,ESCANER
3106,"Guatemala",1,"Mixco",8,292,400,69,3,10,34,1,6,7,10,7,3,1,0,20,3,16,3,2,9,0,6,3,23,13,6,1,0,3,259,9,0,268,0,268,--,400,132,259,268,268,Algún campo sin dato,1,7e2fd713c17ced16e7d639c4bfbfc4202ed9ca38bdd74a3a9e43d21c5e182966,25/06/2023 23:50:39,ESCANER
3107,"Guatemala",1,"Mixco",8,292,400,62,1,9,33,6,1,4,12,5,2,1,0,13,8,28,2,2,13,0,0,6,16,9,1,1,0,2,237,11,2,250,0,250,--,400,150,237,250,250,Algún campo sin dato,1,a3d60775fabbb243da5077e5c030c1d8784cbcb70a403bde765a013038a15836,25/06/2023 23:59:44,ESCANER
3108,"Guatemala",1,"Mixco",8,292,400,60,4,12,23,1,3,4,13,7,3,1,--,9,4,19,--,2,11,--,4,4,21,12,--,--,--,6,223,18,1,242,0,242,--,400,155,223,242,242,Algún campo sin dato,1,f0aca8b86fe2d7766c17f426f757aa3abdb588168807a127815c27dcd3e26f17,26/06/2023 00:22:47,ESCANER
3109,"Guatemala",1,"Mixco",8,292,400,57,1,8,27,1,6,3,13,14,2,2,3,14,12,16,3,2,11,1,3,3,25,5,3,2,0,5,242,10,0,252,0,252,--,400,148,242,252,252,Algún campo sin dato,1,22befa5bc7187fb1aa971204c425f1a18304ff14bf42981bd50e6599f6b33e27,25/06/2023 23:27:29,ESCANER
3110,"Guatemala",1,"Mixco",8,292,400,68,5,9,19,4,3,6,11,6,2,1,0,12,8,28,2,1,15,1,1,2,15,12,2,1,0,7,241,14,4,259,1,260,1,396,136,241,259,260,,1,3e23d1bfd572ec2838f461fd405282436f0ecb8d6889cefed89b9557e5ec7e6c,26/06/2023 03:48:26,ESCANER
3111,"Guatemala",1,"Mixco",8,292,400,52,3,14,25,5,3,6,6,14,3,0,1,15,8,21,2,2,11,2,3,2,19,11,2,1,0,3,234,13,1,248,1,249,--,400,151,234,248,249,Algún campo sin dato,1,0ac194c7e4004eaaee87b53c19896c34edddc1ae4b8f846f5723b858c05ab8e1,26/06/2023 00:13:41,ESCANER
3112,"Guatemala",1,"Mixco",8,293,400,47,4,13,20,2,2,10,7,10,5,1,0,14,8,24,3,2,9,0,6,2,22,6,1,1,0,9,228,28,3,259,0,259,--,400,141,228,259,259,Algún campo sin dato,1,17443727d4a1ec1e5ac90e38b74455fa58cbaf578cd48f08e0a36e214ecc219b,26/06/2023 00:29:23,ESCANER
3113,"Guatemala",1,"Mixco",8,293,400,44,3,11,22,4,4,8,7,7,2,0,0,13,12,24,0,0,14,1,4,10,23,5,1,2,0,9,230,11,0,241,0,241,--,396,155,230,241,241,Algún campo sin dato,1,ec5c8de79c278601a9c9523dbbf5efa36b48ea63a31e25ea08e40815c41c94bf,25/06/2023 23:08:18,ESCANER
3114,"Guatemala",1,"Mixco",8,293,400,66,1,6,21,3,0,4,10,6,1,1,0,7,5,23,1,0,11,0,3,4,19,9,1,5,0,8,215,14,1,230,0,230,--,400,170,215,230,230,Algún campo sin dato,1,597edee99f14946d29ea6d188626a30319b9be6a6976abeb3183fc700f28ca9e,25/06/2023 23:51:06,ESCANER
3115,"Guatemala",1,"Mixco",8,293,400,61,0,16,23,3,2,5,13,3,7,0,2,11,6,30,1,0,13,0,4,2,21,5,1,1,1,10,241,11,1,253,0,253,--,400,147,241,253,253,Algún campo sin dato,1,7cc653705daab549c4a7fb5105fd15b95f5c151f7a408065af780723c439be5e,25/06/2023 23:22:43,ESCANER
3116,"Guatemala",1,"Mixco",8,293,400,47,--,11,17,3,3,5,6,8,4,2,1,8,9,21,2,0,9,1,3,2,17,9,2,1,0,2,193,18,5,216,0,216,--,401,185,193,216,216,Algún campo sin dato,1,51ae053c2a7a8d9a42537e79ebfb8ad793ef62938d52c2af7ecbd0f9811e1618,25/06/2023 23:30:42,ESCANER
3117,"Guatemala",1,"Mixco",8,293,400,56,2,11,30,4,3,7,6,4,4,2,0,11,6,11,1,1,10,0,6,0,15,6,2,0,0,8,206,17,5,228,0,228,--,400,172,206,228,228,Algún campo sin dato,1,3dbd42b09f34e2f11ad5146ee630e155a1a1b0aaf099f17de535eb883d616f49,25/06/2023 23:49:10,ESCANER
3118,"Guatemala",1,"Mixco",8,293,400,56,3,7,25,2,1,12,9,3,4,1,0,7,5,16,0,2,11,0,2,5,32,10,0,0,0,6,219,6,0,225,0,225,--,404,179,219,225,225,Algún campo sin dato,1,b5d29b6e09d73550f1a946678321eaae37bf9a575bc7e5ebaae7f7435a65241e,25/06/2023 23:09:58,ESCANER
3119,"Guatemala",1,"Mixco",8,294,400,56,1,5,27,3,0,2,11,2,0,1,0,3,9,7,2,1,8,0,5,6,30,5,0,1,0,1,186,4,0,190,0,190,--,400,210,186,190,190,Algún campo sin dato,1,d871cd3e14d6790f3482077baa29454993e2cb34d1e27cd46a2f30d2332d6456,25/06/2023 22:35:49,ESCANER
3120,"Guatemala",1,"Mixco",8,294,400,63,0,6,20,7,1,7,11,5,0,2,0,4,3,14,4,1,5,0,1,3,37,5,0,0,0,1,200,4,0,204,0,204,--,401,197,200,204,204,Algún campo sin dato,1,7a9dfd1c57a5bf78af81e1495559c57640a05936d682534e09d2b8b0f4710a9e,25/06/2023 23:33:42,ESCANER
3121,"Guatemala",1,"Mixco",8,294,400,50,1,9,19,3,0,5,9,2,2,4,0,8,8,14,1,1,5,1,1,3,24,7,0,0,0,0,177,2,0,179,0,179,--,400,221,177,179,179,Algún campo sin dato,1,eaf564aa4431fa0fa908c1525dc168bd49f34c24bae26caa60a67cd8a6e23573,25/06/2023 21:42:37,ESCANER
3122,"Guatemala",1,"Mixco",8,294,341,40,2,3,14,0,1,4,10,3,2,2,0,0,1,10,1,1,5,0,0,3,24,7,0,1,0,1,138,5,1,144,0,144,--,345,201,135,141,141,Sumas Asentadas sin cuadrar,1,75eb4979172c620792c3ada39321bd1308e6c579139ec2587be0ab746c73fee1,25/06/2023 23:02:59,ESCANER
3123,"Guatemala",1,"Mixco",8,294,340,34,4,2,8,0,4,4,7,4,1,3,1,7,6,15,2,1,4,0,2,2,35,3,0,0,0,0,150,1,0,151,0,151,0,341,193,149,150,150,Sumas Asentadas sin cuadrar,1,3955f27b77a25f4eaef85e183184f81290a4c9b654615c2901e8af471f74fd55,25/06/2023 23:23:21,ESCANER
3124,"Guatemala",1,"Mixco",8,295,400,90,0,7,20,0,4,11,9,8,4,1,1,9,7,9,1,3,7,0,5,2,19,6,2,1,0,0,226,10,1,237,0,237,--,396,159,226,237,237,Algún campo sin dato,1,87f1444e669fb0b18b85b45bb4f59d7192e690bab921d8bee9631eae425cf88e,26/06/2023 00:29:07,ESCANER
3125,"Guatemala",1,"Mixco",8,295,400,91,1,8,18,5,3,4,8,14,6,1,0,8,2,11,1,0,6,2,2,6,18,3,3,2,0,1,224,13,1,238,0,238,--,--,--,224,238,238,Algún campo sin dato,1,c75ab1c92578856e9a2105faf77f70d90227f26fc3cec8c324cee299f3e5e36a,25/06/2023 23:47:14,ESCANER
3126,"Guatemala",1,"Mixco",8,295,400,83,2,6,24,6,3,3,6,12,2,2,1,11,3,9,0,2,15,0,3,4,20,5,0,0,1,1,230,14,4,248,0,248,1,400,151,224,242,242,Sumas Asentadas sin cuadrar,1,e4b480ac8b5b35b61d333645ca14000716a28bf13c0b27f6a5d61dd048b5de98,25/06/2023 23:19:57,ESCANER
3127,"Guatemala",1,"Mixco",8,295,400,100,4,6,22,2,2,6,10,13,3,3,3,8,1,20,1,0,10,1,2,2,15,1,6,3,0,0,244,11,0,255,0,255,--,400,145,244,255,255,Algún campo sin dato,1,d677eef8145fe0225d07864dd1f74ab3c14154b6f52968e5b3f727d12a490f5c,26/06/2023 02:31:39,ESCANER
3128,"Guatemala",1,"Mixco",8,295,400,85,1,8,10,5,4,11,4,11,6,3,1,7,9,13,1,1,4,0,5,2,25,11,1,5,0,7,235,15,5,255,0,255,--,404,149,240,260,260,Sumas Asentadas sin cuadrar,1,3e3c27a98b04f3a2f03b0f7aa47a0af5eae00090158cf59aa87c1e017165813e,26/06/2023 00:03:33,ESCANER
3129,"Guatemala",1,"Mixco",8,295,400,84,4,4,23,5,3,4,10,11,3,5,0,12,3,11,1,4,13,4,4,3,13,9,0,4,1,3,241,17,1,259,0,259,--,396,137,241,259,259,Algún campo sin dato,1,01439a66d2d73b93b9b54e3e57e4c513dd109a34c8e6284ed8086d045e69dc31,26/06/2023 02:36:00,ESCANER
3130,"Guatemala",1,"Mixco",8,295,400,86,2,7,18,8,2,7,6,21,4,2,0,13,5,11,3,0,11,1,3,2,20,5,1,1,0,1,241,14,5,260,0,260,--,400,140,240,259,259,Sumas Asentadas sin cuadrar,1,18466a0c74f370fe3b56cf062e9ec9f2c5a1df385e3fca225165a1355c135e56,26/06/2023 00:49:22,ESCANER
3131,"Guatemala",1,"Mixco",8,295,400,93,3,14,24,3,3,5,12,7,3,0,0,10,1,10,2,2,10,0,8,3,15,6,2,2,0,2,244,20,0,264,0,264,--,400,136,240,260,260,Sumas Asentadas sin cuadrar,1,274a1adde19feda4c531f2d30b9b21f8e2a16135e7f427f4f558fbdf353ae462,26/06/2023 00:55:56,ESCANER
3132,"Guatemala",1,"Mixco",8,295,400,96,3,14,24,4,2,10,0,13,2,2,0,10,4,12,7,3,6,1,3,4,13,7,4,2,0,5,251,15,0,266,0,266,--,396,129,251,266,266,Algún campo sin dato,1,18b0f2b60b896793c8d0d4d2df53d1e9eaaa299af1b981e294d43a46c6bef27a,26/06/2023 00:10:03,ESCANER
3133,"Guatemala",1,"Mixco",8,295,400,99,3,6,15,4,1,3,6,15,4,2,0,12,2,11,0,3,16,1,3,5,15,7,3,4,0,5,257,11,1,257,0,257,--,--,--,245,257,257,Sumas Asentadas sin cuadrar,1,a47c47ffe7568ed73d2f2b1bd9a39aca3adf224086872a4d8e279ee14b82126b,25/06/2023 23:21:25,ESCANER
3134,"Guatemala",1,"Mixco",8,295,400,71,2,8,22,3,6,7,8,18,7,0,0,8,1,12,1,3,15,1,2,5,14,7,4,3,0,1,229,14,2,245,0,245,--,400,155,229,245,245,Algún campo sin dato,1,da97b7d61a86333568ace2f768d94033e55411f4dc831e11a933c6904efa6880,25/06/2023 23:22:53,ESCANER
3135,"Guatemala",1,"Mixco",8,295,400,89,1,9,30,2,3,4,9,15,4,1,0,5,3,16,1,2,12,0,3,3,18,7,3,1,0,2,243,4,2,249,0,249,--,400,151,243,249,249,Algún campo sin dato,1,b9818d9bb38edce8cfb555248466d8d72cd152be47af2f36e3deac8f49516100,26/06/2023 00:20:14,ESCANER
3136,"Guatemala",1,"Mixco",8,295,400,99,2,7,22,1,3,5,20,8,2,0,1,11,5,9,2,0,3,1,1,2,18,6,1,1,0,0,234,4,0,234,0,234,--,403,169,230,234,234,Sumas Asentadas sin cuadrar,1,33856bc41fe01db107a2789ce257f3fbffac980945f32fbbb55895c34ffd048f,25/06/2023 23:53:47,ESCANER
3137,"Guatemala",1,"Mixco",8,295,400,83,3,6,14,5,1,5,7,8,2,1,0,6,4,13,4,2,6,0,2,4,17,10,0,3,0,2,208,13,0,221,0,221,--,400,179,208,221,221,Algún campo sin dato,1,2535be5f8a5675634f2f2560907dcffd7aa6c17f7bb42082cc8b537ac3577480,26/06/2023 00:14:52,ESCANER
3138,"Guatemala",1,"Mixco",8,295,400,81,1,6,19,3,3,5,9,11,4,2,0,14,6,9,2,4,5,2,4,2,16,10,1,0,0,5,224,9,0,233,0,233,--,396,163,224,233,233,Algún campo sin dato,1,0a55827e830e856d80aadee426572ab4e2c481c181bbf44c4a11ddfbb919daf2,25/06/2023 23:03:53,ESCANER
3139,"Guatemala",1,"Mixco",8,295,400,102,1,6,18,4,5,6,5,19,0,0,0,18,3,14,2,0,16,0,2,4,15,7,1,2,0,4,269,14,2,280,--,280,--,404,124,254,270,270,Sumas Asentadas sin cuadrar,1,f73c64a6d7f1ca76a48a4f27fd6661d6941f6f1c1f009338c59a8369ad32a8d3,26/06/2023 02:24:26,ESCANER
3140,"Guatemala",1,"Mixco",8,296,400,94,1,4,18,3,5,7,11,10,1,--,--,12,4,16,1,1,12,--,2,4,9,6,3,2,--,1,227,8,1,236,0,236,--,404,168,227,236,236,Algún campo sin dato,1,3d0b965e73f51aa12ed944b894144d0936e6ef8ef4f0c861e4d67a2786299b9c,25/06/2023 23:27:22,ESCANER
3141,"Guatemala",1,"Mixco",8,296,400,87,3,6,18,4,6,4,11,10,4,1,1,8,3,7,1,3,12,0,7,6,26,5,1,3,0,4,241,7,2,250,0,250,--,400,150,241,250,250,Algún campo sin dato,1,04f7eb11265136ad00347f046522111447c8c85ccdc97b1e87ef4f318c1cc6e9,25/06/2023 23:52:29,ESCANER
3142,"Guatemala",1,"Mixco",8,296,400,101,1,8,21,4,5,5,11,14,2,3,0,12,2,10,1,1,16,0,6,5,15,4,1,3,0,0,251,11,0,262,0,262,--,396,134,251,262,262,Algún campo sin dato,1,11103ce7af87e8b61ccada315e26a54ee1395e4d5a7104bb7148ea80d9a646ae,26/06/2023 00:25:58,ESCANER
3143,"Guatemala",1,"Mixco",8,296,400,90,2,5,21,1,2,7,12,4,4,2,0,10,0,25,1,3,11,1,4,2,21,4,4,0,0,4,240,18,2,260,1,261,--,404,144,240,260,261,Algún campo sin dato,1,6447eabc98df7e80fe23fb653b45dfa42cb1ba4438193ad62076d428195a85c3,26/06/2023 02:39:10,ESCANER
3144,"Guatemala",1,"Mixco",8,296,400,107,3,9,22,1,5,10,7,7,5,0,1,8,1,5,5,2,10,3,4,5,14,10,5,0,1,0,250,10,2,262,0,262,--,--,--,250,262,262,Algún campo sin dato,1,bf561da41aa5d9a75130bd7e59e0142f17f453eca36cc74fa7e1dd4ceb4b236a,26/06/2023 01:13:14,ESCANER
3145,"Guatemala",1,"Mixco",8,296,400,93,0,11,22,3,2,3,11,8,4,3,1,8,1,7,1,0,10,3,1,8,15,12,5,4,0,0,236,14,2,252,0,252,--,404,152,236,252,252,Algún campo sin dato,1,fe39c8815d55cc9dd3d3f2781947d07c8515db078d473adae29f50483717c3aa,26/06/2023 02:29:42,ESCANER
3146,"Guatemala",1,"Mixco",8,296,400,101,3,8,20,3,2,8,8,6,3,0,0,10,5,7,0,2,17,0,2,3,21,4,4,4,2,3,246,14,0,259,0,260,--,--,--,246,260,260,Sumas Asentadas sin cuadrar,1,22a25af726f6ab45aaf4e74d45b26f2f658cd599c3b522b88143a9ac5a5d4812,26/06/2023 02:30:37,ESCANER
3147,"Guatemala",1,"Mixco",8,296,400,103,3,10,21,1,5,0,10,17,4,2,0,7,1,17,4,1,6,0,3,4,22,3,5,1,0,3,261,10,1,272,0,272,--,400,128,253,264,264,Sumas Asentadas sin cuadrar,1,f02bd0ff7bd282d50ea1d14bcd462c918766bdbfced926208a5310e4bea9f1f4,26/06/2023 02:53:32,ESCANER
3148,"Guatemala",1,"Mixco",8,296,400,89,0,6,13,2,5,6,7,13,1,1,0,20,6,15,1,2,14,1,3,0,15,4,0,0,0,2,226,16,4,246,0,246,--,400,154,226,246,246,Algún campo sin dato,1,1f00e9e8343b2eb9cd8cbc264d49b1d79064d4d8d0c543fea286c26054b71b8d,26/06/2023 00:30:05,ESCANER
3149,"Guatemala",1,"Mixco",8,296,400,101,3,5,20,5,1,10,10,11,1,1,0,12,3,13,3,1,15,1,2,3,20,3,3,5,0,2,254,11,2,267,0,267,--,404,137,254,267,267,Algún campo sin dato,1,f7d724a510625e286849afdd847b7494fe9116bd021d1715bd5c3bcfbad66ab0,26/06/2023 00:48:09,ESCANER
3150,"Guatemala",1,"Mixco",8,296,400,96,2,6,24,2,2,6,4,11,3,1,0,6,4,17,1,3,10,0,3,2,21,7,1,3,0,7,242,6,2,250,1,251,--,400,150,242,250,251,Algún campo sin dato,1,8414ed22c0f3ef706b4e4f4de2577e1918cdc5deaff9bad14c13b8258367ea5f,26/06/2023 00:03:07,ESCANER
3151,"Guatemala",1,"Mixco",8,296,400,77,3,11,21,8,3,6,10,9,2,0,0,8,0,16,1,2,7,0,6,6,19,8,1,1,0,5,230,13,2,245,0,245,--,400,154,230,245,245,Algún campo sin dato,1,157d1a379b7f5c66486e0263b16ef7b8193b71d66beca81fea68754b48613ff7,26/06/2023 00:20:43,ESCANER
3152,"Guatemala",1,"Mixco",8,296,400,90,2,8,23,5,1,5,3,10,1,3,0,7,3,19,3,2,13,0,2,2,22,5,0,1,0,4,234,6,0,240,0,240,--,240,160,234,240,240,Algún campo sin dato,1,e6fc7f3956b2285ac53c9c44b4f55241b3f04f920eeb73926d7fd0c283e50f1f,26/06/2023 02:08:14,ESCANER
3153,"Guatemala",1,"Mixco",8,296,400,86,5,12,35,3,4,8,13,4,1,1,0,11,4,12,1,0,12,1,2,1,15,4,4,1,0,2,242,9,2,253,0,253,--,400,147,242,253,253,Algún campo sin dato,1,cf3101343277bd05c7f1e101f1b90058d59559a35b707d69ffd97e3a76a82fe0,26/06/2023 00:32:56,ESCANER
3154,"Guatemala",1,"Mixco",8,296,400,77,1,9,15,3,5,4,8,12,3,0,1,11,1,17,2,3,9,2,4,2,21,6,6,0,0,7,229,14,1,244,0,244,--,400,156,229,244,244,Algún campo sin dato,1,8f03980244d874a99ee7c12e131dd2b67bce6dfdbbab265103c0907609835976,25/06/2023 23:52:51,ESCANER
3155,"Guatemala",1,"Mixco",8,296,400,89,3,2,21,4,2,6,10,12,2,1,1,13,6,10,1,2,9,0,3,2,12,4,3,2,0,2,231,7,2,240,0,240,--,400,160,222,231,231,Sumas Asentadas sin cuadrar,1,8d5be0fee70c9513289990b395241b1ac6882e96dc8c4be62d8fe5855da8d7da,26/06/2023 01:52:38,ESCANER
3156,"Guatemala",1,"Mixco",8,297,400,90,0,10,20,3,1,7,9,10,1,0,2,9,2,10,1,0,10,0,5,3,14,4,5,3,0,2,221,7,2,230,0,230,--,400,170,221,230,230,Algún campo sin dato,1,d2a31cb5a78aa5f20e7ff15d32e923a86774131b9b32e9f072566cbb6422aefd,26/06/2023 04:01:57,ESCANER
3157,"Guatemala",1,"Mixco",8,297,400,88,3,0,27,5,9,4,7,11,2,2,0,6,4,12,23,3,12,0,4,0,9,10,2,3,0,6,231,11,1,243,0,243,--,400,157,252,264,264,Sumas Asentadas sin cuadrar,1,efc2eb65a15f7bccc6eaf716ffc0b3e0cc643f5cf3df4cf9dd7852bf379cbde8,26/06/2023 00:06:11,ESCANER
3158,"Guatemala",1,"Mixco",8,297,400,79,1,6,15,4,3,3,8,10,0,0,0,9,4,9,0,1,14,0,4,3,15,8,3,1,0,6,206,15,0,221,0,221,--,400,179,206,221,221,Algún campo sin dato,1,4662a3e1dd34f2953927082c80b8e2f41a1d554a3e659e59eb51188abcc39434,26/06/2023 02:15:51,ESCANER
3159,"Guatemala",1,"Mixco",8,297,400,88,3,7,22,1,3,3,5,8,1,1,0,6,1,15,1,4,9,0,6,2,17,8,0,0,0,1,212,18,2,232,0,232,--,404,172,212,232,232,Algún campo sin dato,1,bfb7aa1cbdc7602a8004ef1afa5117c7afbbc3ef015f6505a0e2ed34c32bb9bb,26/06/2023 00:41:15,ESCANER
3160,"Guatemala",1,"Mixco",8,297,400,93,0,4,22,6,0,6,10,8,1,4,0,10,0,8,0,2,8,1,2,4,26,8,1,2,0,4,230,6,0,236,0,236,--,400,164,230,236,236,Algún campo sin dato,1,fa3f9553e62a9387dbe452b0f7715b1d359353bdc6f0d13a6a607fdfd14c0dc6,26/06/2023 02:42:39,ESCANER
3161,"Guatemala",1,"Mixco",8,297,400,85,3,5,17,1,2,10,7,7,1,3,0,7,0,3,0,0,7,2,3,2,23,4,7,0,0,1,200,10,0,210,0,210,1,400,190,200,210,210,,1,68e4eaf55656cf11231e14e82118d07d89340f036c7c91b36d4b234aaca4addd,26/06/2023 04:11:16,ESCANER
3162,"Guatemala",1,"Mixco",8,297,400,97,2,3,29,4,5,8,12,10,2,1,2,7,4,8,1,1,5,2,3,1,18,13,5,3,0,1,247,12,1,260,0,260,--,400,140,247,260,260,Algún campo sin dato,1,2811b199ff2b49892f7c84545f0861e57969700b592cabf80e6a272ba0ec3032,26/06/2023 01:44:16,ESCANER
3163,"Guatemala",1,"Mixco",8,297,400,125,2,1,25,1,2,4,8,11,0,0,0,5,3,6,3,1,10,0,1,3,48,6,2,0,0,0,267,3,0,270,0,270,--,400,130,267,270,270,Algún campo sin dato,1,88d669344778a068ec132ae527d36686cb8462cddc44f63141d9374c52a08ed7,26/06/2023 00:35:47,ESCANER
3164,"Guatemala",1,"Mixco",8,297,400,106,1,8,22,4,7,5,10,9,1,2,0,4,1,11,5,2,9,0,1,2,57,3,1,0,0,1,272,7,0,279,0,279,--,397,118,272,279,279,Algún campo sin dato,1,7cfa3594969bce8018db95867f258dc9d149b8af083892bea8a60b641092b0b5,26/06/2023 02:58:09,ESCANER
3165,"Guatemala",1,"Mixco",8,297,400,104,0,8,20,1,3,7,12,12,0,3,0,4,4,11,3,2,5,3,3,0,28,3,0,3,0,1,240,2,0,242,0,242,--,400,158,240,242,242,Algún campo sin dato,1,c2ad9f9286f8524a4b6f17b9848db76c7142046fb22c3d81b136795a6ab53426,25/06/2023 23:39:45,ESCANER
3166,"Guatemala",1,"Mixco",8,297,400,66,2,2,21,0,0,5,5,6,0,0,0,8,0,13,0,0,2,1,4,2,21,8,3,2,0,0,171,3,0,174,0,174,--,400,226,171,174,174,Algún campo sin dato,1,b77e7523442af9c47eb77c448762e640f70ea057d03c9f6a571b2f5f654def1c,25/06/2023 23:15:15,ESCANER
3167,"Guatemala",1,"Mixco",8,297,400,65,4,4,16,1,2,3,5,7,1,0,0,4,3,4,0,3,7,0,1,5,11,4,0,1,0,2,153,8,1,162,0,162,--,400,238,153,162,162,Algún campo sin dato,1,694e626f8f7be129959c95afa4b2ca3f3517fff10fe7546b16af04d6157f14e5,25/06/2023 23:55:55,ESCANER
3168,"Guatemala",1,"Mixco",8,297,322,77,0,6,18,4,1,3,7,3,2,4,0,5,2,7,1,0,3,0,2,2,39,2,1,0,0,1,190,4,0,194,0,194,--,319,125,190,194,194,Algún campo sin dato,1,9c878c688758ce4952c8ecb1acf7837444add93b05e36a3bb9cfb35dc81ae773,26/06/2023 01:42:49,ESCANER
3169,"Guatemala",1,"Mixco",8,297,322,59,0,6,11,1,0,4,5,7,0,2,0,5,1,6,0,0,4,0,1,2,20,5,2,0,0,3,144,5,0,149,0,149,--,326,177,144,149,149,Algún campo sin dato,1,51aeb795a334ede627847351ce610b0ef859778c0384e55f9e903d18f0929028,25/06/2023 23:31:08,ESCANER
