TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
308,308,100.0000,308,100.0000,0,113565,68807,60.5882

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VICTORIA,FCN-NACION,VAMOS,AZUL,MLP,UNE,VIVA,CABAL,TODOS,PODEMOS,WINAQ,ELEFANTE,CAMBIO,PPN,MI FAMILIA,VALOR,CREO,VOS,PHG,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
19573,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,117,2,36,2,0,75,4,11,0,1,1,0,1,3,0,0,0,1,0,254,24,9,287,0,287,--,380,93,254,287,287,Algún campo sin dato,1,bd38ce9cd80125730a75b4ab0eea08afef116ef2bfa52e6e4a141ed36050b14c,26/06/2023 06:30:10,ESCANER
19574,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,119,2,34,5,0,76,2,6,1,1,0,0,0,5,1,0,0,0,0,252,30,7,289,0,289,--,380,90,252,289,289,Algún campo sin dato,1,80fd40f07f092efb6baf6a92571168402c7b3e8a553e6a5e7a1b7e75a0982905,26/06/2023 06:16:49,ESCANER
19575,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,111,1,24,7,0,64,1,7,1,0,0,0,1,2,2,1,0,0,0,222,21,2,245,1,246,--,380,135,222,245,246,Algún campo sin dato,1,66f8542741ed3537c9472d86b297b1c23e2deb08791154e76a1b0527c1a33f33,26/06/2023 06:10:58,ESCANER
19576,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,110,1,22,1,0,86,2,9,0,1,1,0,0,3,0,2,0,0,0,238,24,3,265,0,265,--,380,115,238,265,265,Algún campo sin dato,1,26db454e6bc5dee0b7eb784a47e649fa0ffe5bb7ebb92ab88cf2c3c4f7600d95,26/06/2023 06:10:24,ESCANER
19577,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,118,2,43,2,1,87,3,7,0,0,2,0,1,2,0,0,1,0,0,269,17,7,293,0,293,--,388,95,269,293,293,Algún campo sin dato,1,7cb3d144e6924f07d870293fdc6f9c8485c4b3683a05185e641f00e8439fa8e0,26/06/2023 06:06:18,ESCANER
19578,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,96,0,42,0,0,82,5,9,2,1,2,0,0,3,2,1,1,0,2,248,22,10,280,0,280,--,380,100,248,280,280,Algún campo sin dato,1,e047232f294e6389ce53bcc80f9328a8bb354ba215439c004a4bc169f70d603b,26/06/2023 06:02:37,ESCANER
19579,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,64,3,44,0,0,118,2,4,0,2,1,0,1,2,1,1,0,0,1,244,14,12,270,0,270,--,379,106,244,270,270,Algún campo sin dato,1,e978698ed4fe2384614656f1b18a55d9a32f80b393dfb8e0c9de736be1bd3596,26/06/2023 06:00:26,ESCANER
19580,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,94,2,20,0,0,79,1,16,1,1,4,0,1,3,2,0,0,0,1,225,31,7,263,2,265,--,380,115,225,263,265,Algún campo sin dato,1,8efc4fffeb3c60e496f2a9d3fc32afd23e61dbd1542fe3323ad395473409165d,26/06/2023 06:33:38,ESCANER
19581,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,95,3,36,3,1,76,1,13,0,1,1,1,0,0,1,1,0,0,0,233,21,13,267,0,267,--,380,113,233,267,267,Algún campo sin dato,1,c3a455ce79163e07d71abc26022ba9faff3f7b050af5b5f75152f2d82a2283e6,26/06/2023 05:48:03,ESCANER
19582,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,98,1,33,2,1,80,3,13,0,1,1,2,1,2,1,0,0,0,0,239,20,9,268,0,268,--,380,112,239,268,268,Algún campo sin dato,1,2a43aca2ef2d7dbbba8e681ffec32771e7c178fe8f969a450fce6b080173829d,26/06/2023 06:15:33,ESCANER
19583,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,89,1,22,0,0,65,5,7,0,0,1,0,1,2,1,1,0,0,0,199,23,15,237,0,237,--,380,143,195,233,233,Sumas Asentadas sin cuadrar,1,c46f4c6ae9715f2034ddb501ade5b2859f1207fa19c1da194400404e6f9a386f,26/06/2023 05:41:11,ESCANER
19584,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,83,0,27,0,0,58,0,5,0,0,0,0,0,3,1,0,0,0,1,178,25,8,211,0,211,--,380,169,178,211,211,Algún campo sin dato,1,3b8f47ff5f8441072659c331672dceb07f35a0c0e25d899df6eeaa1181da2d16,26/06/2023 05:42:27,ESCANER
19585,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,98,2,26,2,0,68,1,3,0,1,0,0,0,2,0,3,0,0,0,206,11,4,221,0,221,--,380,159,206,221,221,Algún campo sin dato,1,ecfa3c774deb35273717e0abb81aa99767c425fcb02721b9d1fecbce5c14b3d2,26/06/2023 05:36:45,ESCANER
19586,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,96,2,39,1,0,54,1,7,0,0,0,0,0,1,0,0,1,0,0,202,8,2,212,0,212,--,380,168,202,212,212,Algún campo sin dato,1,44b33a83ae8786becc2e94ac0dd86e70852eab287dac54f1f16b55cd6d651d6d,26/06/2023 05:29:02,ESCANER
19587,"Alta Verapaz",16,"San Pedro Carchá",9,2997,380,102,0,37,2,0,73,1,5,0,0,0,1,0,0,0,0,0,0,0,221,8,2,231,0,231,--,380,149,221,231,231,Algún campo sin dato,1,8ba559a49b0b4038fb6e7e461b4cd80c6bcbad8e042b46d3911f704805f0331d,26/06/2023 06:27:36,ESCANER
19588,"Alta Verapaz",16,"San Pedro Carchá",9,2997,287,76,0,10,0,0,49,0,9,0,0,0,0,1,1,0,0,0,0,0,146,0,1,147,0,147,--,287,140,146,147,147,Algún campo sin dato,1,ee62f2a6e89135a55d9c61de3e2ac444afffe75636384112a1101433fc217e62,26/06/2023 06:38:45,ESCANER
19589,"Alta Verapaz",16,"San Pedro Carchá",9,2997,287,53,0,15,1,0,29,2,7,0,0,0,0,0,0,0,0,0,0,0,107,5,6,118,0,118,--,287,169,107,118,118,Algún campo sin dato,1,c0893de1cc2e47a33472eb01cfb89b8af448a36f30832bbb2d251b9839497574,26/06/2023 06:08:33,ESCANER
19590,"Alta Verapaz",16,"San Pedro Carchá",9,2998,380,18,11,14,4,1,99,44,10,0,1,4,0,3,12,2,0,1,0,0,224,10,10,244,0,244,--,380,136,224,244,244,Algún campo sin dato,1,0cbbc04bc77ff9358327a7a1c9ec1a4f7b62af17bd4cfb6c2df42ac673071e94,26/06/2023 07:22:03,ESCANER
19591,"Alta Verapaz",16,"San Pedro Carchá",9,2998,380,21,6,25,3,0,99,36,10,0,0,1,0,3,12,6,0,3,0,0,225,19,5,249,0,249,--,380,131,225,249,249,Algún campo sin dato,1,7fe3823ad363ef08ea664bb6052d00873a378e5c294d723c8894b5f174817803,26/06/2023 06:56:49,ESCANER
19592,"Alta Verapaz",16,"San Pedro Carchá",9,2998,380,14,5,17,1,1,94,45,10,0,0,2,0,5,21,2,2,0,0,0,219,23,9,251,0,251,--,380,129,219,251,251,Algún campo sin dato,1,fe1bf6c7e3e182e7a1504247b958f643929ef50123e12ad87e2f27ea65ff0702,26/06/2023 07:13:16,ESCANER
19593,"Alta Verapaz",16,"San Pedro Carchá",9,2998,380,24,4,24,3,0,89,39,9,1,0,3,0,1,19,2,1,1,0,0,220,25,11,256,0,256,--,380,124,220,256,256,Algún campo sin dato,1,33d5d155961294c85b55e94accaf70d3489652e9c2f49ef53da82ec3800388bf,26/06/2023 06:46:55,ESCANER
19594,"Alta Verapaz",16,"San Pedro Carchá",9,2998,380,17,6,19,0,0,97,31,6,0,2,1,2,2,8,5,4,0,1,1,202,21,3,226,0,226,--,380,154,202,226,226,Algún campo sin dato,1,716cd92ccf3b3d0d963b13098dace11bb3c102b8b5f4befd9da02944df74ad54,26/06/2023 07:34:46,ESCANER
19595,"Alta Verapaz",16,"San Pedro Carchá",9,2998,352,20,5,16,0,0,76,24,7,0,0,0,0,2,12,3,0,1,1,0,167,19,6,192,0,192,--,352,160,167,192,192,Algún campo sin dato,1,f2cdda407871a15dfbc2fa33ecd38e9cb64ec689218ba5336761abd0af92d6e6,26/06/2023 07:16:30,ESCANER
19596,"Alta Verapaz",16,"San Pedro Carchá",9,2998,352,23,6,11,0,0,88,39,9,0,0,1,1,2,10,4,1,0,0,0,195,4,1,200,0,200,--,--,152,195,200,200,Algún campo sin dato,1,55b9b87a6ea0c4697faa60ba438e1e358bd64707d26c6066ec50135141238d53,26/06/2023 07:05:13,ESCANER
19597,"Alta Verapaz",16,"San Pedro Carchá",9,2999,380,17,0,19,19,1,64,20,14,0,11,35,0,0,11,0,0,2,0,0,219,36,13,268,0,268,--,380,112,213,262,262,Sumas Asentadas sin cuadrar,1,159034b5244ee70a5a4861701cedfcd4d2278f15f9dadc9ba41fb3ab4c7586bf,26/06/2023 04:31:22,ESCANER
19598,"Alta Verapaz",16,"San Pedro Carchá",9,2999,380,16,0,28,19,0,89,7,4,1,15,17,1,0,5,9,4,1,0,0,216,16,10,242,0,242,--,380,138,216,242,242,Algún campo sin dato,1,ac6e59b06b885cc33964edddec7b82cd8d4ff41c844117cabdd72c04ba34e220,26/06/2023 04:37:20,ESCANER
19599,"Alta Verapaz",16,"San Pedro Carchá",9,2999,380,16,2,27,14,5,68,17,6,0,8,7,3,0,10,10,3,1,0,0,197,35,14,246,0,246,--,380,134,197,246,246,Algún campo sin dato,1,6328fef6ac26791ccbf1c217b28750db5490558e5438e0e3fb9b0323485d0cad,26/06/2023 04:45:50,ESCANER
19600,"Alta Verapaz",16,"San Pedro Carchá",9,2999,380,8,1,21,18,0,79,15,16,0,12,21,1,0,4,4,4,0,4,1,209,32,9,250,0,250,--,380,130,209,250,250,Algún campo sin dato,1,bd77222c1101481a38da6010479c1ea6869df1f7abc89ff8402ce5d60e3bd47a,26/06/2023 05:01:19,ESCANER
19601,"Alta Verapaz",16,"San Pedro Carchá",9,2999,380,10,0,16,21,0,60,13,9,0,12,16,1,0,9,3,1,0,1,0,172,30,7,209,0,209,--,380,171,172,209,209,Algún campo sin dato,1,0fcb8852d09bf9d2d815256dd262ad7e2560583bef41985e601e2b9556a414fc,26/06/2023 05:07:53,ESCANER
19602,"Alta Verapaz",16,"San Pedro Carchá",9,2999,372,18,0,21,13,0,65,12,8,1,7,15,0,0,1,5,0,0,0,0,166,18,8,192,0,192,--,382,190,166,192,192,Algún campo sin dato,1,c48785d4815aef898fe8b4fe9dc2c91bce8f50837a902a793a39a58c40ca148b,26/06/2023 05:16:51,ESCANER
19603,"Alta Verapaz",16,"San Pedro Carchá",9,2999,371,13,0,12,22,1,82,10,6,0,7,7,1,1,13,3,3,0,2,0,183,7,4,194,0,194,--,371,177,183,194,194,Algún campo sin dato,1,4faf5575649aea34b559c1c9c422f241af2dea11945cf16f1822da0336ab509c,26/06/2023 05:22:26,ESCANER
19604,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,62,9,41,4,0,62,9,4,0,0,2,0,1,4,11,1,2,2,0,214,30,8,252,0,0,--,374,122,214,252,252,Algún campo sin dato,1,037fa75324cdd957685de3d06ab2ce2f94600af3cb06e324dcce331c0169f3d1,26/06/2023 05:47:05,ESCANER
19605,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,58,4,49,2,0,69,2,5,1,2,3,1,0,4,12,1,0,2,0,215,38,10,263,0,263,--,380,117,215,263,263,Algún campo sin dato,1,b6d6054169ddb385ebb3352112031cc031fcbf18273c7704c48367f111f712af,26/06/2023 04:00:01,ESCANER
19606,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,58,3,52,2,2,84,5,2,0,2,1,0,0,5,18,4,0,7,0,245,35,9,289,0,289,--,380,91,245,289,289,Algún campo sin dato,1,ffb4a0d031f21b76cd9610fe490f28dec09de719d1649e5fb944e61fdcc08c41,26/06/2023 03:28:47,ESCANER
19607,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,37,19,48,1,2,53,6,2,0,4,1,0,0,5,13,0,0,2,1,194,38,8,240,0,240,--,380,140,194,240,240,Algún campo sin dato,1,78a3adcbbda1151b342469e38f8cfb4d57ef8a2b3f2d912611c57dd16e74d0b6,26/06/2023 02:34:38,ESCANER
19608,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,60,13,52,2,0,48,1,2,0,0,1,0,0,2,9,1,0,0,2,193,16,2,211,0,211,--,380,169,193,211,211,Algún campo sin dato,1,27e4da5bcb8d43a5ddcad27ed42579931b97816b24f05cd4876e83062151b457,26/06/2023 02:01:33,ESCANER
19609,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,73,5,53,8,0,55,2,1,0,2,1,0,1,3,7,2,1,0,0,214,18,2,234,0,234,--,380,146,214,234,234,Algún campo sin dato,1,c2f3b746aa1cb74b76133266175f136cf53bd7229475d4085aa196ab04c5c33c,26/06/2023 00:46:13,ESCANER
19610,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,46,10,72,3,1,59,3,0,1,0,3,2,2,3,5,1,1,1,0,213,27,8,248,0,248,0,380,132,213,248,248,,1,e2da08addbd227251edd7118abf07f33d24f38201bbc169257a125daf9da0b8d,26/06/2023 03:13:20,ESCANER
19611,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,60,1,47,4,0,60,4,3,0,1,2,0,1,5,0,1,0,0,0,189,34,3,226,0,226,--,380,154,189,226,226,Algún campo sin dato,1,c61179b198b1a0a3bbd73f25acf886c99c4a4cd1a5428d3082ebd4c2290456a5,25/06/2023 23:58:37,ESCANER
19612,"Alta Verapaz",16,"San Pedro Carchá",9,3000,380,74,4,60,0,0,49,3,1,0,0,0,0,0,2,5,1,0,3,1,203,11,1,215,0,215,--,380,165,203,215,215,Algún campo sin dato,1,3797f216fdb0664a71c30a0c9088a139da20a459fe6ed0569fcfad63e6dcf253,26/06/2023 02:07:28,ESCANER
19613,"Alta Verapaz",16,"San Pedro Carchá",9,3000,377,76,9,43,1,0,45,1,1,0,0,1,0,1,1,2,1,0,0,0,182,8,3,193,0,193,--,377,184,182,193,193,Algún campo sin dato,1,9b90245616702e6b202dd6ab163052d6b71e61df4eb2b65c5cb1c429aa850ad7,26/06/2023 00:18:12,ESCANER
19614,"Alta Verapaz",16,"San Pedro Carchá",9,3000,377,68,1,41,2,0,50,3,1,0,0,0,0,0,0,3,0,1,1,0,171,8,3,182,0,182,--,377,195,171,182,182,Algún campo sin dato,1,71237e6faaa4e779ffd69b56c286ef1d45c8fc937f21c1c22604b7914418b34f,26/06/2023 02:49:55,ESCANER
19615,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,57,5,68,2,0,89,11,9,1,1,1,1,1,3,2,2,0,0,0,253,24,14,291,0,291,--,371,80,253,291,291,Algún campo sin dato,1,ec1aace1e6912a41093a3dbf9070a5b7355b735c5e1946e1483d31874ebd5c63,26/06/2023 02:02:42,ESCANER
19616,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,61,4,79,3,0,70,14,5,0,1,4,0,2,5,2,2,0,0,1,253,17,3,273,0,273,--,380,107,253,273,273,Algún campo sin dato,1,5c32a68c288f732c2d84334d18d290c64241dca1c79c834df9fbed0abdd02c55,26/06/2023 01:55:33,ESCANER
19617,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,68,1,81,5,0,5,9,3,0,1,4,0,4,5,3,2,1,0,0,192,11,9,212,0,212,--,380,108,192,212,212,Algún campo sin dato,1,c74aa6b032f8ae1b07b4b09b39b630d065a5ebff9cd9c34bcc5972093a127cd2,26/06/2023 01:46:12,ESCANER
19618,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,81,2,56,1,0,63,2,6,1,0,0,1,6,1,2,0,0,0,0,222,11,11,244,0,244,--,--,--,222,244,244,Algún campo sin dato,1,9566fddc366813372472ad69c18dd3b1b42a8afdd79df0ce76a7e8c85dd2ed41,26/06/2023 00:29:30,ESCANER
19619,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,81,0,57,0,0,84,4,6,1,3,2,0,0,4,1,1,1,1,1,247,21,7,275,0,275,--,380,105,247,275,275,Algún campo sin dato,1,3eb22514040355e1d9bacab229a2c09bc37ebe22ae176c063ce1733a7589acb7,26/06/2023 00:43:13,ESCANER
19620,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,78,3,76,2,0,86,7,3,2,2,3,1,0,0,1,1,1,0,0,266,22,10,298,0,298,--,380,82,266,298,298,Algún campo sin dato,1,8a9f37133c80e40e5b90a1c1e8e48fc2148b47acdf841d40084e034d7fe01ca3,26/06/2023 02:38:08,ESCANER
19621,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,64,1,67,2,0,88,7,2,0,1,2,0,0,4,2,0,0,1,2,243,14,16,273,0,273,--,377,104,243,273,273,Algún campo sin dato,1,86eb482ab57df92af0e2f853b64d249861193be3158e42c0b3c7dff670baa9ef,26/06/2023 02:46:58,ESCANER
19622,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,72,4,54,3,1,66,7,6,0,2,1,1,0,2,2,2,1,0,0,224,30,7,261,0,261,--,380,119,224,261,261,Algún campo sin dato,1,b2945235568ad43e073cb271f2b433660f7821f72c71a2dbca540158dfdda153,26/06/2023 03:33:13,ESCANER
19623,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,68,1,56,6,0,81,3,3,0,1,2,1,1,2,1,1,0,1,0,228,32,7,267,0,267,--,380,113,228,267,267,Algún campo sin dato,1,18206c8389253022be567aed4eb5daa28ae310f87cf27289eee46a06a9d81144,26/06/2023 02:32:37,ESCANER
19624,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,65,0,49,0,1,68,5,2,0,0,3,0,0,1,1,0,0,1,1,197,28,17,242,0,242,--,374,132,197,242,242,Algún campo sin dato,1,0221a15a86c5c652a625060d425a9c89b3500f0fd4bb61538d0a1544de7838f8,26/06/2023 01:23:46,ESCANER
19625,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,59,2,66,2,0,71,0,1,7,0,1,1,0,0,0,0,0,2,0,212,15,3,230,0,230,--,380,150,212,230,230,Algún campo sin dato,1,4604d0acca72a6cc8eb1c28c37a08b8715596625e1ddf89376124acc4ba44960,26/06/2023 02:10:13,ESCANER
19626,"Alta Verapaz",16,"San Pedro Carchá",9,3001,380,86,2,38,2,0,72,6,3,0,0,0,0,0,1,0,1,0,1,1,213,9,4,226,0,226,--,380,154,213,226,226,Algún campo sin dato,1,94023e265061b216525a0a2aa7b56f54d9872f878b58cb004ad3eb827cacf8ae,26/06/2023 02:19:51,ESCANER
19627,"Alta Verapaz",16,"San Pedro Carchá",9,3001,367,56,1,49,0,0,66,4,4,0,0,0,0,1,0,1,0,1,0,0,183,5,5,193,0,193,--,367,174,183,193,193,Algún campo sin dato,1,8291db6e5f17c96e632ab2ae7743a564154c2d9bcb7d68bed0eb045287d2fdd3,25/06/2023 23:20:56,ESCANER
19628,"Alta Verapaz",16,"San Pedro Carchá",9,3001,366,43,0,28,1,1,49,8,4,0,1,1,0,0,1,1,1,0,0,0,139,2,3,144,0,144,--,363,219,139,144,144,Algún campo sin dato,1,ab8b26999e3902ea9ec5c8665ab31ee31b3907dba791168c9baa91ccc2ca5b41,26/06/2023 01:41:30,ESCANER
19629,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,100,0,25,3,0,44,2,9,1,0,0,0,0,6,7,0,2,0,0,199,31,8,238,0,238,--,380,142,199,238,238,Algún campo sin dato,1,d34696711b40ce66c7d9fc4c7a6c8ad0741c6e1c0a08ee3784f3574c23dd3785,26/06/2023 05:18:24,ESCANER
19630,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,76,1,26,1,0,51,5,8,0,1,0,0,0,1,4,1,0,0,0,175,41,7,223,0,223,--,380,157,175,223,223,Algún campo sin dato,1,7fe6359b8d36a21f699cc2ef37a93a253712911735adf4a090a530bc588e0473,26/06/2023 05:22:39,ESCANER
19631,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,124,2,33,4,0,33,4,4,0,2,0,0,0,4,6,2,1,0,0,219,29,8,256,0,256,--,380,124,219,256,256,Algún campo sin dato,1,2d50427978554027cbef518db26cd1672171cdef99b19813c2f44dc09a58dd7e,26/06/2023 05:25:20,ESCANER
19632,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,98,1,11,2,0,50,7,4,0,0,0,0,2,3,3,0,0,1,0,182,30,7,219,0,219,--,380,161,182,219,219,Algún campo sin dato,1,2021161a0debecd44de6e0a4c2fad61f37c2852a23bd50957e5b92c7abd834a1,26/06/2023 05:38:21,ESCANER
19633,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,84,4,23,1,0,48,5,6,0,0,2,0,0,1,6,1,0,1,1,183,49,11,243,0,0,--,380,137,183,243,243,Algún campo sin dato,1,8a8814d1b5f5f6b857ef26af52e3d6cf083b891cc73136ce5d30f462070107c0,26/06/2023 05:38:09,ESCANER
19634,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,98,2,13,3,0,46,4,1,0,0,1,0,0,0,0,1,0,0,0,169,43,8,220,0,220,--,380,160,169,220,220,Algún campo sin dato,1,359a389e9e583ecaec1bac0e2445aefc661fc4074d5d25703f869b8b5cf19763,26/06/2023 05:43:56,ESCANER
19635,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,73,2,22,1,0,48,4,3,0,0,2,0,0,1,6,0,3,0,1,166,34,4,204,0,204,--,380,176,166,204,204,Algún campo sin dato,1,930c02114c9c0774fce345cc0465f848b0c032a0374e51c12b72a79f251bd453,26/06/2023 05:47:56,ESCANER
19636,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,103,0,16,1,1,29,3,2,0,2,3,0,0,2,3,0,0,0,0,165,25,7,197,0,197,--,380,183,165,197,197,Algún campo sin dato,1,c653b96f5900be2d2535a723fb29008465eea578f6fc0d4685bdb119a8eeb321,26/06/2023 06:01:51,ESCANER
19637,"Alta Verapaz",16,"San Pedro Carchá",9,3002,380,145,1,17,1,0,41,3,7,0,1,0,0,0,2,2,0,1,0,0,221,7,0,228,0,228,--,380,152,221,228,228,Algún campo sin dato,1,0237209ef040ac0dd3043543adaa9d6b08fe9e9fa371f8c14f720a7dc14eb3f3,26/06/2023 06:08:58,ESCANER
19638,"Alta Verapaz",16,"San Pedro Carchá",9,3002,252,70,3,11,3,0,16,2,2,0,0,0,0,0,1,2,0,0,0,0,110,17,2,129,0,129,--,252,123,110,129,129,Algún campo sin dato,1,e8e5436bb7de9ea687cb4a05949d1ce28df3a99519ee498c19681cc2804e1ac1,26/06/2023 06:05:46,ESCANER
19639,"Alta Verapaz",16,"San Pedro Carchá",9,3002,251,59,0,7,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,81,11,8,100,0,100,--,251,151,81,100,100,Algún campo sin dato,1,15c2d4e4dc19d84684e5342e05639eca98325abbcc7cb3787715935f9d0913b6,26/06/2023 06:09:44,ESCANER
19640,"Alta Verapaz",16,"San Pedro Carchá",9,3003,380,10,1,13,0,0,77,49,3,0,3,5,0,0,39,3,2,1,1,0,207,30,11,248,0,248,1,380,131,207,248,248,,1,aa4c2597d2ce4d578c2f0a522a303d982d3cda848785136e41ce2208b75f51a7,26/06/2023 06:48:17,ESCANER
19641,"Alta Verapaz",16,"San Pedro Carchá",9,3003,380,26,1,20,0,1,102,33,3,0,0,8,1,1,31,2,1,1,0,1,232,18,10,260,0,260,--,380,120,232,260,260,Algún campo sin dato,1,f952a58453b0371e1b1e1c6012f0407a037ff68fda684ff92474884ef34620d0,26/06/2023 06:26:07,ESCANER
19642,"Alta Verapaz",16,"San Pedro Carchá",9,3003,380,17,0,26,1,0,106,30,0,0,1,5,1,2,19,2,1,0,0,1,212,14,4,230,0,230,--,377,147,212,230,230,Algún campo sin dato,1,68919d4f96254cde92cae9e8ca11128bd83329a1eb5a266c9c66df8481064fc3,26/06/2023 06:34:01,ESCANER
19643,"Alta Verapaz",16,"San Pedro Carchá",9,3003,380,16,0,19,3,0,96,31,3,0,1,12,1,0,15,1,8,0,0,0,206,29,4,239,0,239,--,377,138,206,239,239,Algún campo sin dato,1,bd9b037f7ca4d18bbf4e232bac8e2af54846b46f011dab365bf4049ac01def5b,26/06/2023 07:13:29,ESCANER
19644,"Alta Verapaz",16,"San Pedro Carchá",9,3003,380,11,1,14,2,0,96,32,7,1,0,8,0,1,16,2,3,0,0,0,194,20,14,228,--,228,--,380,152,194,228,228,Algún campo sin dato,1,fa163cd83635316af15b18fc4332b8781dc6fd3c03fd6716ed524b2cc5a9ab8c,26/06/2023 07:29:43,ESCANER
19645,"Alta Verapaz",16,"San Pedro Carchá",9,3003,380,10,0,26,9,0,89,14,5,0,5,3,2,0,18,4,11,0,0,0,196,19,8,223,0,223,1,380,157,196,223,223,,1,5a1e1f554379a4bba700fb118b13536125938951019295faa01dd9aca96d7f26,26/06/2023 06:55:41,ESCANER
19646,"Alta Verapaz",16,"San Pedro Carchá",9,3003,380,15,1,27,2,2,82,15,5,0,6,6,0,2,15,1,1,0,0,0,180,0,5,185,19,204,--,--,--,180,185,204,Algún campo sin dato,1,8e167925238a0126d0878305f5120cf3198ad34bf1845f249ce3c06380af099f,26/06/2023 07:06:22,ESCANER
19647,"Alta Verapaz",16,"San Pedro Carchá",9,3003,380,17,0,21,5,0,95,26,2,0,1,1,0,0,24,1,5,0,0,0,198,4,2,204,0,204,--,380,176,198,204,204,Algún campo sin dato,1,a1d6afb7c471c00a86a8954769705184da2ef2f52bb10f8fbb92a4f949ca7124,26/06/2023 07:05:52,ESCANER
19648,"Alta Verapaz",16,"San Pedro Carchá",9,3003,252,8,0,10,0,0,56,25,0,0,1,1,0,1,8,0,0,0,0,0,110,2,3,115,0,115,--,252,137,110,115,115,Algún campo sin dato,1,e6861802c6334755d81397d88647e33e007e8956535a1f27293be303d7ee1cf1,26/06/2023 07:19:44,ESCANER
19649,"Alta Verapaz",16,"San Pedro Carchá",9,3003,252,14,0,11,1,0,52,7,5,0,0,2,0,0,17,0,4,0,0,1,114,1,5,120,0,120,--,252,132,114,120,120,Algún campo sin dato,1,79bcce9ddda3abb4c907201b7dbdccf0dd2ab7aa94541e923006a9bff951f76c,26/06/2023 07:29:18,ESCANER
19650,"Alta Verapaz",16,"San Pedro Carchá",9,3004,380,15,1,6,21,0,61,5,8,1,0,6,0,3,18,0,3,12,0,0,160,36,9,205,0,205,--,377,172,160,205,205,Algún campo sin dato,1,3536683fe6a7bf8aca447f4970fcacfaeea6799ebb3683b60bf50f0dc8f08dad,26/06/2023 00:02:43,ESCANER
19651,"Alta Verapaz",16,"San Pedro Carchá",9,3004,380,14,2,16,12,0,74,4,16,0,1,6,0,2,17,0,1,3,0,0,168,29,19,216,0,216,--,380,164,168,216,216,Algún campo sin dato,1,04db63ea4e268a6710b8285593860519713aacdd0baee7dd02890e3e10237ba7,26/06/2023 00:26:05,ESCANER
