TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
218,218,100.0000,217,99.5412,1,82231,51520,62.6527

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VAMOS,TODOS,CABAL,SEMILLA,PPN,VICTORIA,CREO,PPG,PODEMOS,VOS,UNE,VALOR,U R N G - MAIZ,CAMBIO,UR,ELEFANTE,PHG,MI FAMILIA,PR,UNIONISTA,AZUL,P A N,MLP,PIN,BIEN,VIVA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
5257,"Guatemala",1,"Petapa",17,518,380,9,7,1,32,27,13,0,1,10,12,60,30,3,1,3,1,2,0,11,0,0,1,0,0,2,8,236,2,1,239,0,239,--,--,149,234,237,237,Sumas Asentadas sin cuadrar,1,0c8c07c4559927b796600d49f6f274e110bf3ee432f3eb99834c87eefd285ff0,25/06/2023 23:42:03,ESCANER
5258,"Guatemala",1,"Petapa",17,518,285,6,4,2,21,18,5,0,0,6,12,23,33,0,0,3,1,1,1,1,0,0,0,1,2,1,3,144,10,0,154,0,154,3,285,128,144,154,154,,1,621fee14e627cdf9ed984fbb02046f60b8e5e9805dfb40c8561e2f8fa64aaefd,26/06/2023 00:49:42,ESCANER
5259,"Guatemala",1,"Petapa",17,518,284,4,4,2,31,10,5,0,0,2,5,17,48,1,0,2,0,0,1,0,0,1,0,1,1,1,7,144,13,0,157,0,157,157,284,127,143,156,156,Sumas Asentadas sin cuadrar,1,271cbf0a3475aba230ba76b3387e516a0daaaff1138281ac3b35a38065cdc24c,26/06/2023 01:50:13,ESCANER
5260,"Guatemala",1,"Petapa",17,519,380,21,4,2,12,22,7,0,2,6,6,108,14,2,0,2,3,0,2,0,1,1,3,4,1,7,4,234,16,6,256,--,256,--,380,124,234,256,256,Algún campo sin dato,1,d2f33a1a9bb7bb355d747a88c2adf7c26934042aa025cabfbc51043b5a1dfd42,26/06/2023 02:20:18,ESCANER
5261,"Guatemala",1,"Petapa",17,519,380,18,4,3,8,21,7,0,1,6,4,120,25,2,1,2,3,2,2,0,0,0,4,3,0,5,3,244,14,2,260,0,260,--,379,119,244,260,260,Algún campo sin dato,1,733b57cc2fe2654229a21e66265b2244776ebd047e1b1a368e3a0c29367ab3b4,26/06/2023 02:17:12,ESCANER
5262,"Guatemala",1,"Petapa",17,519,380,16,5,5,6,23,12,0,5,7,1,120,16,2,0,2,2,2,1,0,1,2,1,3,1,3,6,241,20,4,265,0,265,1,377,113,242,266,266,Sumas Asentadas sin cuadrar,1,8b878408a39e673943075e80f8ae9ccb1cba5df9e36a79cc2a5bb52e390e1295,26/06/2023 02:38:28,ESCANER
5263,"Guatemala",1,"Petapa",17,519,380,20,3,3,10,12,7,0,0,6,0,141,11,1,1,2,2,0,0,1,1,1,4,3,0,4,3,236,19,4,259,--,--,--,380,120,236,259,259,Algún campo sin dato,1,3b1c40e565053acc996164109d9a0a61b1bc61f097c3c3bb219eb0d7c8e75dca,25/06/2023 23:53:11,ESCANER
5264,"Guatemala",1,"Petapa",17,519,380,12,2,0,10,13,10,0,1,8,6,110,22,1,0,0,2,1,2,1,2,0,0,2,2,6,4,217,15,2,234,0,234,--,381,147,217,234,234,Algún campo sin dato,1,3642bded56f8ad2063aa07112e92a8c3597a22bffd2e1cf92f1d8d2703f7f943,26/06/2023 01:49:21,ESCANER
5265,"Guatemala",1,"Petapa",17,519,380,16,2,4,10,21,8,0,2,4,6,100,23,4,1,3,2,0,0,1,2,2,3,2,0,5,4,225,22,0,247,0,247,--,--,--,225,247,247,Algún campo sin dato,1,e9979fa0ee7142d03063fe784a9f0032acf89aa5321c499132dd4d43150f03e8,26/06/2023 02:40:24,ESCANER
5266,"Guatemala",1,"Petapa",17,519,380,18,1,1,10,17,5,0,1,5,3,112,24,1,0,3,3,0,1,0,0,0,3,1,1,3,7,224,24,4,252,0,252,--,--,--,220,248,248,Sumas Asentadas sin cuadrar,1,804950b5fef75334092ce36784e28a21f1d7dafb451af875c295ba0f2385145a,26/06/2023 02:47:40,ESCANER
5267,"Guatemala",1,"Petapa",17,519,380,12,4,2,12,20,6,0,2,5,8,103,26,2,0,1,1,0,1,1,0,0,1,2,2,5,2,218,16,2,236,0,218,--,380,144,218,236,236,Sumas Asentadas sin cuadrar,1,005730c58dc7cb47bb7e8778239da19714258c880c0b44ff164f0424f7fe0c3e,26/06/2023 02:34:16,ESCANER
5268,"Guatemala",1,"Petapa",17,519,380,15,2,3,10,14,6,0,1,3,3,112,25,2,0,1,2,0,1,0,0,0,3,0,0,9,3,215,12,3,230,0,230,--,375,145,215,230,230,Algún campo sin dato,1,f467b072ce8768b6bb5a47fac4e022a4ac70211f65ca292a665d520194ff5434,26/06/2023 02:33:10,ESCANER
5269,"Guatemala",1,"Petapa",17,519,380,12,4,0,9,17,4,0,1,6,3,107,27,1,0,0,2,0,0,0,1,0,0,1,0,3,4,202,12,0,214,0,214,1,377,163,202,214,214,,1,8dc9f36f007d2d4734b112b157785b516484f3f4136319a5b88175f82fecce15,26/06/2023 01:32:24,ESCANER
5270,"Guatemala",1,"Petapa",17,519,380,5,2,1,12,16,9,0,0,4,8,101,21,0,0,0,3,2,1,1,1,0,0,2,1,5,2,197,10,1,208,0,208,--,380,172,197,208,208,Algún campo sin dato,1,ff71eeeafa569ad4186aa08786b1157fe347427607aaddb0bc0ef18be68c045c,25/06/2023 23:00:44,ESCANER
5271,"Guatemala",1,"Petapa",17,519,207,15,1,0,4,4,3,0,0,1,2,74,13,1,0,0,0,0,1,0,0,0,0,0,0,5,0,124,1,0,125,0,125,--,204,79,124,125,125,Algún campo sin dato,1,d27fd0a8a583301721f01a54e708dfe3333078f670f42ed606995d1f5e80620c,25/06/2023 23:23:28,ESCANER
5272,"Guatemala",1,"Petapa",17,519,206,7,3,2,12,5,1,0,0,1,2,53,6,1,1,0,2,0,0,0,0,1,0,0,0,1,1,99,5,0,104,0,104,--,206,102,99,104,104,Algún campo sin dato,1,8588f99520d87752eb0b242b8675952820da6f16329e55235b15730f8fece317,25/06/2023 23:44:52,ESCANER
5273,"Guatemala",1,"Petapa",17,520,380,11,9,11,52,11,5,0,10,9,22,8,60,1,0,0,12,4,4,4,2,4,3,1,2,2,7,260,19,1,260,0,280,1,378,98,254,274,274,Sumas Asentadas sin cuadrar,1,1ff7c86275d9727e863d1927a6850fbc4cbb1a1bffb08edda3dc11f060bfde4c,26/06/2023 04:32:12,ESCANER
5274,"Guatemala",1,"Petapa",17,520,380,8,10,9,57,9,4,0,4,6,22,3,52,1,2,0,4,0,0,4,2,6,2,3,7,8,5,228,22,0,250,0,250,--,392,142,228,250,250,Algún campo sin dato,1,e84443ab89fc664f9706fb47f961c4556bcce3b638a71880a3ff5db76039f01b,26/06/2023 00:10:47,ESCANER
5275,"Guatemala",1,"Petapa",17,520,380,10,11,8,61,6,8,0,6,3,22,2,50,5,0,1,13,1,1,1,1,6,1,5,2,5,7,236,19,0,255,0,255,--,380,125,236,255,255,Algún campo sin dato,1,a7bfeb39c9d32cc45a29db771c25529cdaa82029c8d76c1aee8fd309d7342665,26/06/2023 01:34:22,ESCANER
5276,"Guatemala",1,"Petapa",17,520,380,7,5,15,49,8,2,0,4,5,28,4,44,5,2,2,21,2,0,5,1,1,1,3,0,4,9,227,21,1,249,0,249,1,389,14,227,249,249,,1,47c348dff114bc05c2eaeb3f82d5cbd6846b0e9522a28f6e9095194b38e7172f,26/06/2023 00:50:32,ESCANER
5277,"Guatemala",1,"Petapa",17,520,380,12,10,14,60,12,5,0,3,4,23,5,51,8,0,0,6,1,2,5,10,2,2,4,4,5,4,252,29,0,281,0,281,--,377,96,252,281,281,Algún campo sin dato,1,81f0022897aa277832168b041fcef52809be67914a96e4977866315a6ce7c9a4,26/06/2023 01:57:09,ESCANER
5278,"Guatemala",1,"Petapa",17,520,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Suma Excede Padrón,0,db4efcda87419d762aaf57dd555d184f70d2b0d5021380fe3961ec3292acc3cb,26/06/2023 00:37:01,ESCANER
5279,"Guatemala",1,"Petapa",17,520,379,8,10,10,120,7,7,0,10,6,26,5,36,2,0,0,8,0,2,2,3,3,1,4,2,10,3,285,7,0,292,0,376,--,292,84,285,292,292,Sumas Asentadas sin cuadrar,1,64d7d15ceec2001b98b5b22af16f5123cff2547399148084ad81743ea1b49f8e,26/06/2023 02:13:27,ESCANER
5280,"Guatemala",1,"Petapa",17,520,378,6,4,2,99,10,4,0,4,3,26,8,37,1,2,1,8,0,1,1,1,3,0,1,1,4,8,227,7,0,242,0,242,--,375,133,235,242,242,Sumas Asentadas sin cuadrar,1,0ebf287457fcc7c66e11bbd86f3d5c8f8fcd65313b9bcccbc304b36ca1ab7763,26/06/2023 02:12:40,ESCANER
5281,"Guatemala",1,"Petapa",17,521,380,5,10,15,26,42,3,0,2,5,14,9,97,6,0,0,7,1,1,0,1,7,2,1,3,5,9,270,23,4,297,0,297,--,377,80,271,298,298,Sumas Asentadas sin cuadrar,1,253b25a075ee66b086c6e10a4f00f3f30527cee1d81c9422ca49d2c0f26ca6f2,26/06/2023 02:24:15,ESCANER
5282,"Guatemala",1,"Petapa",17,521,380,6,8,11,23,24,4,0,2,11,20,7,97,0,1,1,12,0,1,1,2,9,3,3,3,3,8,260,26,3,289,0,289,--,380,91,260,289,289,Algún campo sin dato,1,e69ea1c27c0df6df7578766c5ddfd5ae5926a2506b6e25dee9a7ac08d2416089,26/06/2023 02:19:39,ESCANER
5283,"Guatemala",1,"Petapa",17,521,380,6,6,6,26,20,8,0,4,12,11,13,88,3,3,2,14,0,1,4,4,5,1,2,5,3,4,251,13,1,265,0,265,--,375,110,251,265,265,Algún campo sin dato,1,9c961b893662d8933282c0a7fb2923e7b248cc2802b146578a4931bf78fa1abd,26/06/2023 01:48:05,ESCANER
5284,"Guatemala",1,"Petapa",17,521,380,8,7,7,30,17,7,0,4,1,19,6,102,0,1,0,14,0,0,1,0,8,1,3,3,5,7,251,26,0,277,0,277,--,380,103,251,277,277,Algún campo sin dato,1,a03724313bcd409c2835a3e3756e3e972ad66303756ca33a5c5f469dae8845f2,26/06/2023 01:50:09,ESCANER
5285,"Guatemala",1,"Petapa",17,521,380,4,6,6,28,16,4,0,11,9,11,8,95,1,1,0,9,1,3,3,2,9,3,2,4,5,5,246,21,3,270,0,270,--,--,--,246,270,270,Algún campo sin dato,1,1678b7098b867565c1639f6d9e9350fb8e2a569f67e6c2f53c160886c20d75da,25/06/2023 23:39:04,ESCANER
5286,"Guatemala",1,"Petapa",17,521,380,6,5,8,33,17,5,0,7,4,15,7,91,6,2,0,6,0,1,2,2,2,4,1,0,2,6,232,15,0,247,0,247,--,376,129,232,247,247,Algún campo sin dato,1,c0ad11d51d5440ccd06308bd8ccd269a0c45dad0ee74f3157ccb3c99053ceda0,25/06/2023 23:51:59,ESCANER
5287,"Guatemala",1,"Petapa",17,521,304,2,3,11,60,14,2,0,4,9,14,5,48,3,2,1,6,1,0,2,0,3,2,5,2,4,1,211,7,0,218,0,218,--,--,--,204,211,211,Sumas Asentadas sin cuadrar,1,b8532003b46911a205c0afa2421a32802a50ca2d6a4de6619742dca4d79c291d,26/06/2023 02:10:43,ESCANER
5288,"Guatemala",1,"Petapa",17,521,304,2,5,10,53,18,4,0,0,14,13,3,30,0,1,0,3,1,1,1,0,2,0,2,5,2,1,171,16,0,187,0,187,--,--,--,171,187,187,Algún campo sin dato,1,c8cb43450d79b5286dfc5385d2600dc522d50a7175caed992aa248400b780beb,26/06/2023 01:21:18,ESCANER
5289,"Guatemala",1,"Petapa",17,522,380,14,4,10,36,13,5,--,--,11,15,14,68,2,--,2,16,1,1,2,2,5,--,3,2,4,15,259,12,2,259,--,259,1,377,111,245,259,259,Sumas Asentadas sin cuadrar,1,ea9e763508fd7cf7b0fc78ce1d0a360fd28381684826ed3545436d85af1190c9,26/06/2023 00:47:14,ESCANER
5290,"Guatemala",1,"Petapa",17,522,380,8,3,7,35,13,14,0,1,5,14,9,68,4,2,0,22,0,2,1,3,3,4,0,4,3,13,238,18,0,256,0,256,--,386,130,238,256,256,Algún campo sin dato,1,822b02a31249e6ee70c1968360ed863d8113e2df37cac631f580fad754cf7fd5,26/06/2023 01:53:23,ESCANER
5291,"Guatemala",1,"Petapa",17,522,380,4,2,3,34,9,8,0,0,6,19,10,84,3,3,1,11,3,1,1,3,4,1,2,0,6,6,224,15,2,241,0,241,--,380,139,224,241,241,Algún campo sin dato,1,409150cf30fc562e3bda8baf9d389158194e6b630b509408048cb79f95dff020,25/06/2023 23:42:44,ESCANER
5292,"Guatemala",1,"Petapa",17,522,380,10,2,6,46,13,9,0,1,9,25,4,67,1,4,0,9,1,0,1,1,1,2,5,4,2,7,230,8,3,241,0,241,--,380,139,230,241,241,Algún campo sin dato,1,418dc0dda6fd36486209ebb5f4908a5a64c196f152ba4733c9e0bf9913f421d0,26/06/2023 00:49:36,ESCANER
5293,"Guatemala",1,"Petapa",17,522,380,10,1,8,37,11,9,0,4,12,14,8,65,1,3,0,11,2,1,2,0,3,0,0,1,1,10,214,17,0,231,0,231,--,380,149,214,231,231,Algún campo sin dato,1,a1965592a1acd5f8074a022ae424e3da2673ed791f0a334b7124780d941a705f,26/06/2023 01:29:19,ESCANER
5294,"Guatemala",1,"Petapa",17,522,380,16,5,2,39,19,3,0,0,7,20,6,66,3,0,0,21,0,1,2,1,4,0,4,4,7,12,242,24,1,267,0,267,--,380,113,242,267,267,Algún campo sin dato,1,e791446bba2101697feade97a035eba93c6755fbb2a4727134106bde03a02a79,25/06/2023 23:29:29,ESCANER
5295,"Guatemala",1,"Petapa",17,522,380,7,5,5,49,14,5,0,1,7,18,8,69,2,2,1,21,2,0,2,5,3,3,0,2,0,5,236,15,1,252,0,252,--,377,125,236,252,252,Algún campo sin dato,1,af6998aba0166158adbd7dd9fb40a33b6233486b8bc3b18bab4f308d378f312a,26/06/2023 00:15:45,ESCANER
5296,"Guatemala",1,"Petapa",17,522,380,8,7,5,39,13,4,0,3,11,22,7,61,2,2,1,11,1,0,0,1,2,0,2,2,7,6,217,17,0,234,0,234,--,388,154,217,234,234,Algún campo sin dato,1,23bbd3a17bfb9f16eeb9762cdbd61802ef549a99c046a751912e2947ec516b4b,25/06/2023 23:01:57,ESCANER
5297,"Guatemala",1,"Petapa",17,522,380,5,2,3,85,11,2,--,2,7,21,5,73,--,2,--,10,1,--,1,1,--,--,3,5,3,5,247,5,--,252,--,252,1,--,--,247,252,252,Algún campo sin dato,1,ccdb8bed9b48e8e5d5cfefc9c8015d355f0a55c84be55c95f3f945b5a9e2d88b,26/06/2023 04:16:40,ESCANER
5298,"Guatemala",1,"Petapa",17,522,294,5,1,5,46,4,7,0,0,8,10,3,38,0,1,0,14,0,0,0,1,1,0,0,1,1,1,147,3,--,150,--,--,--,291,141,147,150,150,Algún campo sin dato,1,455c63c6fa90bc06f6cda7e1e358dba63b4d19b9846190fc02b6a4b199a23b1b,26/06/2023 00:51:36,ESCANER
5299,"Guatemala",1,"Petapa",17,522,293,4,4,3,75,5,4,0,1,10,12,3,43,1,2,1,9,2,0,1,0,0,0,0,0,2,5,187,6,0,193,0,193,--,293,100,187,193,193,Algún campo sin dato,1,758e050ae78cccc954a792e074511cb31e8609d18ce499fee7b0783a8413394e,26/06/2023 00:02:36,ESCANER
5300,"Guatemala",1,"Petapa",17,523,380,5,2,9,21,45,9,0,0,10,19,2,65,3,10,1,22,3,1,0,0,2,2,3,1,3,5,244,17,1,262,0,262,--,--,--,243,261,261,Sumas Asentadas sin cuadrar,1,f4a751ccd7052525a92d1e6e9b630687b5f07a875c0d887bcea579a44d57f9e2,26/06/2023 02:18:48,ESCANER
5301,"Guatemala",1,"Petapa",17,523,380,4,5,9,24,64,8,0,1,4,21,5,53,3,9,3,13,4,2,1,0,0,1,2,1,3,5,245,17,0,262,0,262,--,380,118,245,262,262,Algún campo sin dato,1,63e4634fd04201cbb8962f1fc541f51d3356b1383df68dfc354dbe3852c19d85,25/06/2023 23:34:41,ESCANER
5302,"Guatemala",1,"Petapa",17,523,380,3,2,8,18,44,3,0,0,9,10,5,85,5,7,0,20,3,4,0,0,2,2,2,0,1,8,241,18,3,262,21,262,--,380,118,241,262,283,Sumas Asentadas sin cuadrar,1,fcb8177c79cc816190b288248e20e77484d8fb64cef529ea08bf920a6ecb78a2,26/06/2023 05:55:21,ESCANER
5303,"Guatemala",1,"Petapa",17,523,380,9,4,12,26,47,5,0,1,9,16,3,84,3,5,0,13,3,2,2,1,2,1,1,1,2,2,254,9,2,265,2,267,--,380,110,254,265,267,Algún campo sin dato,1,111f82ab9ce50156e7a6cd6ca870766b0463caf4d1253027c38203582727e9e7,26/06/2023 05:35:57,ESCANER
5304,"Guatemala",1,"Petapa",17,523,380,4,1,8,17,47,3,0,0,13,19,3,66,3,1,0,24,1,0,0,1,0,5,2,1,1,7,227,16,3,246,0,246,--,392,146,227,246,246,Algún campo sin dato,1,f59cdb6b3ea3649a043e856feb3958397cc33e3843991fe559020b6881819fc5,26/06/2023 02:49:47,ESCANER
5305,"Guatemala",1,"Petapa",17,523,380,5,4,12,20,52,4,0,2,10,26,1,64,3,5,1,21,2,2,1,0,0,1,0,1,0,8,245,17,2,264,0,264,--,376,131,245,264,264,Algún campo sin dato,1,72c1fdbf16c3a2ecdbcbcc1552f666227663097a95826a93f33ab3b96b9f35c8,26/06/2023 02:48:42,ESCANER
5306,"Guatemala",1,"Petapa",17,523,380,9,7,12,23,42,6,0,0,10,20,5,58,2,5,0,22,5,1,1,0,0,0,5,2,0,6,239,35,2,276,0,276,--,380,104,241,278,278,Sumas Asentadas sin cuadrar,1,1ebd3396c5fa58f6a226c749934c431a3261657512ca896e9c9b90dc0dfd9bdd,26/06/2023 02:35:53,ESCANER
5307,"Guatemala",1,"Petapa",17,523,380,6,1,11,21,33,9,0,1,12,23,6,78,3,8,1,16,4,0,1,1,0,4,1,1,1,4,246,17,2,265,0,265,--,380,115,246,265,265,Algún campo sin dato,1,0994b56e5ec172e67c9a09b1cb9f9487bab43a5cbeb5f710b269da6d8f903e84,26/06/2023 02:57:21,ESCANER
5308,"Guatemala",1,"Petapa",17,523,380,3,2,6,31,46,4,0,0,14,16,4,68,4,5,1,11,1,1,3,0,2,2,2,0,2,6,234,9,0,243,0,243,--,392,149,234,243,243,Algún campo sin dato,1,45bc6c99168b24888503b1998f3e33378260c01c627714270d111b108426ec6c,25/06/2023 22:50:23,ESCANER
5309,"Guatemala",1,"Petapa",17,523,380,5,1,4,25,39,5,0,1,11,31,1,55,1,5,1,12,2,0,1,3,3,1,2,3,4,1,217,10,0,227,0,227,--,380,153,217,227,227,Algún campo sin dato,1,bd289bf924f651860d3bb88be2e6b2e8a16ddd3f7d1c9ef888a7539e4ac30de4,26/06/2023 00:24:17,ESCANER
5310,"Guatemala",1,"Petapa",17,523,380,2,5,4,15,37,4,0,0,10,27,3,70,2,8,0,16,3,0,2,0,1,1,2,0,3,2,219,12,0,231,0,231,--,380,149,217,229,229,Sumas Asentadas sin cuadrar,1,54dd49fb5af01fb6d20759894a84c0f1a7f29571cd36befb84acad8659adf987,26/06/2023 01:58:18,ESCANER
5311,"Guatemala",1,"Petapa",17,523,380,6,6,5,23,49,2,0,1,5,20,3,63,6,2,0,20,1,0,4,1,2,1,3,1,0,5,229,16,2,247,0,247,--,380,133,229,247,247,Algún campo sin dato,1,21f5d127243d88d676c7930172a494c6d9b057d61e2894b60c1ab57d78b35208,26/06/2023 02:44:07,ESCANER
5312,"Guatemala",1,"Petapa",17,523,380,9,4,5,20,36,5,0,0,8,23,3,82,2,3,0,19,3,0,0,0,0,0,4,1,3,7,238,10,0,248,0,248,--,389,141,237,247,247,Sumas Asentadas sin cuadrar,1,cc49a9c0ae674cb95a0454f35481e126aa19f1163a06903c2b953501270334dd,26/06/2023 05:55:13,ESCANER
5313,"Guatemala",1,"Petapa",17,523,380,2,1,10,29,41,5,0,1,9,20,2,73,3,9,0,18,0,1,1,0,0,0,0,1,0,9,236,26,1,262,0,262,--,380,118,235,262,262,Sumas Asentadas sin cuadrar,1,49e0038ab559d62f5a95e14ee21420adfa25af6871093025187eefa8e9dba895,26/06/2023 02:42:46,ESCANER
5314,"Guatemala",1,"Petapa",17,523,380,2,2,11,31,42,3,0,3,9,21,3,81,2,8,1,16,2,0,2,0,0,1,2,4,3,8,257,9,0,266,0,266,--,388,122,257,266,266,Algún campo sin dato,1,533865501bc4d76bc490941067a44bac8db59ca1941d2df69f1cb7776cd55f92,26/06/2023 02:47:15,ESCANER
5315,"Guatemala",1,"Petapa",17,523,380,6,3,7,24,38,6,0,1,13,22,4,65,3,7,0,14,1,2,0,1,1,1,3,1,1,6,229,12,1,242,0,242,--,380,138,230,243,243,Sumas Asentadas sin cuadrar,1,2600b7a42cc84fc5ddfa795d5bb57656450eab76b86edc4cfcbfc1a0ce27735d,26/06/2023 02:13:41,ESCANER
5316,"Guatemala",1,"Petapa",17,523,380,12,7,7,28,43,10,0,1,9,21,5,61,3,7,2,15,2,2,0,1,1,1,2,1,2,8,251,12,2,265,0,265,--,389,124,251,265,265,Algún campo sin dato,1,1ed0865875444d003d7dbb15ad3af279ff73418165405915761d706fd75ad9b3,26/06/2023 04:22:20,ESCANER
5317,"Guatemala",1,"Petapa",17,523,380,12,1,5,20,44,10,0,1,13,24,7,77,1,5,2,8,1,2,1,1,0,1,1,2,1,5,245,10,2,257,0,257,--,380,123,245,257,257,Algún campo sin dato,1,1b123bbbca433407b6f01ae2758b3eae4a62105b0b0ac5206905fd8559bfe180,26/06/2023 05:05:30,ESCANER
5318,"Guatemala",1,"Petapa",17,524,380,8,1,9,20,52,4,0,0,16,12,6,78,3,7,1,14,6,0,0,3,1,3,0,0,1,4,249,16,2,267,1,268,--,337,112,249,267,268,Algún campo sin dato,1,7326a6b87cf951cb209232014ae0f85655a1b1167db42d45cfe58d3a7f3abe76,26/06/2023 03:55:30,ESCANER
5319,"Guatemala",1,"Petapa",17,524,380,10,4,5,21,36,6,0,5,4,19,4,72,1,6,1,13,2,0,2,0,0,1,0,2,0,9,223,16,0,239,0,139,--,380,141,223,239,239,Sumas Asentadas sin cuadrar,1,e348d2c3cc041dcd877c9666065b97b91a40732c8bd8cbbd024e8b8ada4f52b4,26/06/2023 02:21:05,ESCANER
5320,"Guatemala",1,"Petapa",17,524,380,10,1,7,18,32,12,--,1,5,17,2,63,--,6,2,12,4,--,--,1,--,--,1,--,1,3,198,11,6,215,--,215,--,165,--,198,215,215,Algún campo sin dato,1,3f32d18421cec83c61d45f68d580d26d9a7555e3b31794f045acd1602f188bf6,26/06/2023 02:30:16,ESCANER
5321,"Guatemala",1,"Petapa",17,524,380,5,3,6,19,36,6,0,1,11,24,3,60,4,3,0,25,2,0,0,0,0,0,1,2,1,6,218,12,2,232,0,232,--,380,148,218,232,232,Algún campo sin dato,1,0aea8f3f16b6593ad781d9e1b611a653f3d2c9da3a56a444d9db75cb4f5273c1,26/06/2023 02:27:30,ESCANER
5322,"Guatemala",1,"Petapa",17,524,380,3,1,10,22,36,7,0,1,13,17,1,57,0,4,1,18,1,0,1,0,1,0,0,0,1,5,203,21,1,225,0,225,--,391,166,200,222,222,Sumas Asentadas sin cuadrar,1,7a1b919384bc5b9bad1e3326cac73eeb6e04d5498b2c15d1c1e99b3c04eacfa2,26/06/2023 02:12:07,ESCANER
5323,"Guatemala",1,"Petapa",17,524,380,9,3,9,15,39,7,0,0,7,23,5,65,4,3,1,14,2,4,1,0,2,2,3,0,2,2,222,7,4,233,0,233,--,380,147,222,233,233,Algún campo sin dato,1,18ef52a0c522d86a2ee3dfdc37878673c98b97e855f4677db19ea9e83b6b2291,26/06/2023 02:16:10,ESCANER
5324,"Guatemala",1,"Petapa",17,524,380,11,4,6,25,35,10,0,2,5,32,6,47,2,7,0,12,1,7,0,0,1,0,1,0,2,8,224,15,3,242,0,242,--,394,152,224,242,242,Algún campo sin dato,1,f26af4c4888f67ad04b72aaa610fc109619a6040f59cf7b688fbda8c88d936cb,26/06/2023 02:22:23,ESCANER
5325,"Guatemala",1,"Petapa",17,524,380,7,2,4,34,49,2,0,0,11,33,3,57,1,6,0,10,2,0,0,0,2,0,0,2,0,9,234,8,1,243,0,243,--,379,136,234,243,243,Algún campo sin dato,1,548304fbd8a2b9abd702dec026d4733602289849322ca77c2e1ed06b8f5b0d67,26/06/2023 01:40:36,ESCANER
5326,"Guatemala",1,"Petapa",17,524,380,4,1,10,29,45,3,0,0,8,28,3,47,1,2,0,11,2,0,0,0,0,1,0,0,1,0,196,10,0,206,0,206,--,392,186,196,206,206,Algún campo sin dato,1,dfcdd1519d17340461f871e55971eed69760d2305a16f465d944f7f0afc42d76,26/06/2023 02:12:17,ESCANER
5327,"Guatemala",1,"Petapa",17,524,380,2,2,7,43,40,3,0,1,9,42,2,66,0,5,0,15,0,0,0,1,0,1,2,0,1,1,243,8,1,252,0,252,--,380,128,243,252,252,Algún campo sin dato,1,5ae20f914fa9eb6fd64d3c7c721ff4699aecc0f9a93ff3b41a8d99a851ac9d61,26/06/2023 00:17:04,ESCANER
5328,"Guatemala",1,"Petapa",17,525,380,7,3,7,49,32,2,0,1,5,47,2,74,2,5,0,16,2,0,2,0,1,0,1,0,2,0,260,11,0,271,0,271,--,389,117,260,271,271,Algún campo sin dato,1,f16ef0c6d9dff08d36d614ba72519ca6a962b4ddd88da66332892877ffd43a55,26/06/2023 02:33:12,ESCANER
5329,"Guatemala",1,"Petapa",17,525,380,1,1,5,56,38,6,0,0,8,29,3,56,0,10,0,12,0,0,5,0,0,0,2,0,0,5,237,8,0,245,1,246,--,378,132,237,245,246,Algún campo sin dato,1,dbbf5488101193a45900e79890b7e8902963ff4aeebb1809dea16fc8bcaa4717,26/06/2023 02:22:24,ESCANER
5330,"Guatemala",1,"Petapa",17,525,380,8,0,6,27,41,0,0,1,8,32,3,41,0,2,0,15,2,1,3,0,0,1,2,0,0,3,196,3,0,199,0,199,0,388,189,196,199,199,,1,ccbef2f753beed2108aba32d0670470e98d28ddad7b4fe0d2679c567b28b5f97,26/06/2023 02:26:09,ESCANER
5331,"Guatemala",1,"Petapa",17,525,380,4,2,4,22,38,2,0,1,6,20,2,42,0,7,0,6,1,0,1,0,1,0,0,1,1,2,163,6,0,169,0,169,--,378,209,163,169,169,Algún campo sin dato,1,4ca87e96d8f0359ac4466e8c11c24cabdf210dbd4de2364f5bf779ccbdc53dad,26/06/2023 01:31:44,ESCANER
