TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 21:35 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
194,194,100.0000,193,99.4845,1,70903,34895,49.2151

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,VALOR,MLP,UR,TODOS,CONSOL,PHG,VICTORIA,CAMBIO,AZUL,VAMOS,UNE,CCTPFDJ,VIVA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23719,"Jutiapa",22,"Jutiapa",1,3720,380,26,3,30,0,3,2,0,1,0,5,0,16,2,3,1,92,25,7,124,0,124,--,380,256,92,124,124,Algún campo sin dato,1,9a3eab070cd26cd9c19dce71ef6fee3a9014d37c63ea6428b6eaab6ff2d7e947,26/06/2023 02:42:45,ESCANER
23720,"Jutiapa",22,"Jutiapa",1,3720,380,19,3,21,0,7,0,5,0,1,0,4,4,0,0,0,64,8,2,74,0,74,--,375,301,64,74,74,Algún campo sin dato,1,88ada7ef0dcc942d7c19d9582442d07c5a3f7ab0ef6a0c6778959be4608803be,26/06/2023 01:52:44,ESCANER
23721,"Jutiapa",22,"Jutiapa",1,3720,297,15,3,29,0,9,0,6,1,2,0,2,3,0,1,0,71,12,3,86,0,86,--,299,213,71,86,86,Algún campo sin dato,1,167e97079fb6fcbca47d326bee20aa74a6e09ec8177e672e8447fbd446bf160d,26/06/2023 00:38:41,ESCANER
23722,"Jutiapa",22,"Jutiapa",1,3720,296,8,6,15,0,4,0,7,0,1,2,2,5,0,0,0,50,7,1,58,0,58,--,296,238,50,58,58,Algún campo sin dato,1,f83ad339ccaf516173f66ee6ec85e47d1f8aa1fd9f3f3abb17fed61378b2ec70,25/06/2023 23:23:10,ESCANER
23723,"Jutiapa",22,"Jutiapa",1,3721,380,44,23,10,1,17,0,7,0,3,3,44,14,2,3,2,173,34,7,214,0,214,--,377,163,173,214,214,Algún campo sin dato,1,48b366c0cea77f89b3b94785685a2b44630b18c7333293229c4116f3667b2a36,26/06/2023 01:03:02,ESCANER
23724,"Jutiapa",22,"Jutiapa",1,3721,380,66,18,4,0,8,2,12,0,1,5,54,13,1,4,4,192,16,8,216,0,216,--,376,160,192,216,216,Algún campo sin dato,1,8c50d0b4c7601e9466f1aa5a0f2df17764548a79a0f25b99d019e659aea302f1,26/06/2023 01:14:11,ESCANER
23725,"Jutiapa",22,"Jutiapa",1,3721,380,52,16,10,1,17,1,10,0,5,5,37,19,2,3,0,178,27,15,220,0,220,--,377,159,178,220,220,Algún campo sin dato,1,063dad740c6ad58f23a0e5c60d5c30bc957a27ee62edebf0accb31d4fed1c69e,25/06/2023 23:20:37,ESCANER
23726,"Jutiapa",22,"Jutiapa",1,3721,380,43,15,7,0,12,2,6,1,2,3,31,21,1,0,1,145,47,8,200,2,202,--,377,178,145,200,202,Algún campo sin dato,1,3ae9d85943e4bfb94f022d69f019e943280fc5e7e810ef227ac3639e4595c737,26/06/2023 00:03:14,ESCANER
23727,"Jutiapa",22,"Jutiapa",1,3721,380,44,26,4,2,16,3,7,1,3,7,46,15,3,4,1,182,38,11,231,0,231,--,377,146,182,231,231,Algún campo sin dato,1,94a0cbe5a8033a82f88d2b9f87fc824fd25f25619b07e7d1c8789e5357210ae9,26/06/2023 00:36:26,ESCANER
23728,"Jutiapa",22,"Jutiapa",1,3721,380,41,16,3,2,15,0,9,0,1,4,42,14,0,2,1,150,39,2,191,0,191,1,381,186,150,191,191,,1,db6028c228cd04fe1cc2276849690ae1335a8bea3df46ca3cd180db1cdedd185,25/06/2023 23:46:18,ESCANER
23729,"Jutiapa",22,"Jutiapa",1,3721,380,73,8,9,1,17,2,9,1,3,3,46,11,0,3,0,186,20,4,210,0,210,--,380,170,186,210,210,Algún campo sin dato,1,ed49bf3d7a26c7f4f1c0dc962b90e5b272c5d194f6232e2c510e1969942cfee3,25/06/2023 23:59:35,ESCANER
23730,"Jutiapa",22,"Jutiapa",1,3721,380,65,14,8,0,14,2,10,0,0,7,62,10,0,2,1,195,22,6,223,0,223,--,379,156,195,223,223,Algún campo sin dato,1,1e4e7116309264d1c7bba3f0e465fd706718582c456e057cabd049e6fe8a8e9f,26/06/2023 00:24:00,ESCANER
23731,"Jutiapa",22,"Jutiapa",1,3721,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,32358ad996bdfbbfd3fc74075d3e18ac65a6dccd2b9c5caf2579d91fb669ae61,26/06/2023 04:11:08,ESCANER
23732,"Jutiapa",22,"Jutiapa",1,3721,380,49,18,7,0,17,1,13,1,2,3,28,17,0,1,0,157,24,2,183,0,183,--,377,194,157,183,183,Algún campo sin dato,1,326eae2674666944c4622990b7ab8d49362e1d92f2505f225fca5a71bf200135,26/06/2023 01:06:26,ESCANER
23733,"Jutiapa",22,"Jutiapa",1,3721,380,43,14,8,0,9,0,8,1,4,6,41,7,0,2,0,143,19,8,170,0,170,0,385,215,143,170,170,,1,656a7cd6781adc91e3897c7a911ab30ea52360c89e5892c1997e06214ea99955,25/06/2023 22:57:18,ESCANER
23734,"Jutiapa",22,"Jutiapa",1,3721,380,61,26,3,0,13,1,7,2,4,4,32,9,1,0,3,166,5,1,172,0,172,--,380,206,166,172,172,Algún campo sin dato,1,a537b05552b6bcb98c45bc3e70c5e10e665c5b2c6f5e379bac9db07d666f3abd,26/06/2023 00:51:41,ESCANER
23735,"Jutiapa",22,"Jutiapa",1,3721,285,50,14,6,0,7,0,6,1,0,2,32,5,0,1,1,125,2,1,128,0,128,--,285,157,125,128,128,Algún campo sin dato,1,f6aed3b0491374df770fbaac5c57d7ab0dac2c7e4df14376649242259862cbd7,25/06/2023 21:27:42,ESCANER
23736,"Jutiapa",22,"Jutiapa",1,3721,285,26,6,6,0,9,0,4,2,1,0,23,5,0,1,0,83,1,5,89,10,99,0,282,183,83,89,99,,1,c215ba8f137b32ca39bdb47af69931e9f97e225f04dca1ea0f8191edfc8d974b,25/06/2023 22:30:07,ESCANER
23737,"Jutiapa",22,"Jutiapa",1,3722,380,38,12,8,1,16,1,31,1,7,12,31,18,1,4,1,182,13,13,208,0,208,--,377,170,182,208,208,Algún campo sin dato,1,3502d90a8b8045dd893913cdae25b5e1f3821bfdd6adf49909a209fd4f9c0f52,26/06/2023 01:21:19,ESCANER
23738,"Jutiapa",22,"Jutiapa",1,3722,380,28,9,8,0,9,0,43,0,4,11,52,25,3,4,1,197,21,14,232,148,380,--,380,148,197,232,380,Algún campo sin dato,1,df197346e352bd5c1c6075fcbf7b1fe9ef78a7786cdf08d1250e2869075ab2eb,26/06/2023 00:13:30,ESCANER
23739,"Jutiapa",22,"Jutiapa",1,3722,380,39,8,7,0,7,1,47,0,5,8,30,10,1,3,1,167,24,6,197,0,197,--,377,180,167,197,197,Algún campo sin dato,1,62d626d36418e2efee25cfb546a07d3e38d9a773e1e882c09f8ee222419572d7,26/06/2023 00:49:27,ESCANER
23740,"Jutiapa",22,"Jutiapa",1,3722,380,37,12,9,0,5,1,37,0,3,4,42,29,0,2,2,183,20,7,210,0,210,--,380,170,183,210,210,Algún campo sin dato,1,bd1b1989f88405868be1e3791574bee3deba1ebeb78fd3f77bd5cb02cb6f3c92,26/06/2023 02:13:20,ESCANER
23741,"Jutiapa",22,"Jutiapa",1,3722,232,16,2,1,0,2,1,15,0,2,1,15,10,0,0,0,65,7,3,75,0,75,--,229,154,65,75,75,Algún campo sin dato,1,67d1a5752d0e59cf928c5eab930be71d9aa8208bac455de25c3e9626169d97d7,25/06/2023 22:55:47,ESCANER
23742,"Jutiapa",22,"Jutiapa",1,3722,231,20,9,4,0,3,1,23,0,0,4,17,2,0,0,0,83,3,2,88,0,88,--,228,140,83,88,88,Algún campo sin dato,1,7f4d3ce1035f310a4568eff62b855d4bbfa923ab9b45393b6378676b417c8c9d,25/06/2023 22:20:53,ESCANER
23743,"Jutiapa",22,"Jutiapa",1,3723,380,61,1,0,1,2,1,9,0,3,6,14,49,0,1,0,148,26,20,194,0,194,--,380,186,148,194,194,Algún campo sin dato,1,ac9fecf928e81b817692a08ff9a8135f31b0ada8f83fb8ec59be42ea7b9bc000,26/06/2023 02:35:26,ESCANER
23744,"Jutiapa",22,"Jutiapa",1,3723,380,56,1,0,0,3,0,8,0,7,4,15,70,0,3,0,167,37,7,0,0,211,--,360,165,167,211,211,Algún campo sin dato,1,3ac41480bc1f79df7e0ea1f52d8246593fde6bcbe65ff9baa6a8af083a20f64d,26/06/2023 01:21:26,ESCANER
23745,"Jutiapa",22,"Jutiapa",1,3723,380,51,2,1,1,2,0,8,0,3,7,17,50,0,0,0,142,19,13,174,0,174,--,381,207,142,174,174,Algún campo sin dato,1,e95a0b4618b994c0b8464714c4b99d9e1e6f9217d3769f1ef367faf2aa519796,26/06/2023 01:57:50,ESCANER
23746,"Jutiapa",22,"Jutiapa",1,3723,266,32,3,1,0,4,0,9,0,2,5,8,33,0,2,0,99,9,5,113,0,113,--,263,150,99,113,113,Algún campo sin dato,1,0a42d3284624acc2f33917dcc785a2241811a8725542956e55c4e45a236f17d6,26/06/2023 00:06:13,ESCANER
23747,"Jutiapa",22,"Jutiapa",1,3723,266,38,3,0,0,0,0,7,0,3,3,11,27,0,0,0,92,3,0,95,0,95,--,263,169,92,95,95,Algún campo sin dato,1,b1e2162715396dd148af48ddee0b0c6988202476bd50daa85935ea236a2c7e91,26/06/2023 01:36:23,ESCANER
23748,"Jutiapa",22,"Jutiapa",1,3724,380,122,1,1,0,17,3,3,0,3,3,17,41,0,2,0,213,22,8,243,0,243,--,377,134,213,243,243,Algún campo sin dato,1,e4abd776f266111b67945a87a1db67dafd3d0ca35309f2d7012393b297137447,25/06/2023 23:59:35,ESCANER
23749,"Jutiapa",22,"Jutiapa",1,3724,380,118,6,1,1,11,0,2,0,2,3,20,41,0,1,0,206,28,5,239,0,239,--,378,139,206,239,239,Algún campo sin dato,1,d701df21c1008ac472eb50289dd4038797eee3ae872c4c246b452d7db1d91e24,25/06/2023 23:02:32,ESCANER
23750,"Jutiapa",22,"Jutiapa",1,3724,361,106,7,1,0,8,0,5,0,1,2,20,23,0,4,1,178,26,14,218,0,218,--,358,140,178,218,218,Algún campo sin dato,1,3323451b7955bfab92685ad3717a461378909cb503fba50745b907ec70131e94,25/06/2023 23:40:17,ESCANER
23751,"Jutiapa",22,"Jutiapa",1,3724,361,100,10,2,0,9,1,4,0,1,2,14,26,0,0,0,169,14,2,185,0,185,--,363,178,169,185,185,Algún campo sin dato,1,ed93a2e4176e139ffb7ebd14146e606c4f983ec251d71a595a37e68911748921,26/06/2023 00:59:51,ESCANER
23752,"Jutiapa",22,"Jutiapa",1,3725,380,36,21,20,0,10,0,5,0,1,0,13,22,3,1,0,132,19,5,156,0,156,--,380,224,132,156,156,Algún campo sin dato,1,4e674d5b83a906d61dd87cf1019f9d27e98d05b6cfd6ce89f891e3a77ce1458f,26/06/2023 04:21:23,ESCANER
23753,"Jutiapa",22,"Jutiapa",1,3725,380,25,18,27,0,10,0,4,0,0,2,12,27,1,1,0,127,20,4,151,0,151,--,382,231,127,151,151,Algún campo sin dato,1,186b05639a1f025f2819a921f92a7a311020cde93f6792e9e5db4cdd89393757,26/06/2023 00:44:50,ESCANER
23754,"Jutiapa",22,"Jutiapa",1,3725,380,27,10,21,1,8,0,8,0,0,1,9,36,1,2,0,124,18,10,152,0,152,--,380,228,124,152,152,Algún campo sin dato,1,e9a2fbfe8303fef33ccd10f571686def65393862fec52e0f0ac940712192a08d,26/06/2023 01:23:06,ESCANER
23755,"Jutiapa",22,"Jutiapa",1,3725,380,24,19,9,0,12,0,9,0,3,1,9,26,1,3,0,116,1,5,122,14,136,--,380,244,116,122,136,Algún campo sin dato,1,7d2acd8a369991d8fef89496bb006e0d2ec4ba232ef74c93d508e0587a8e9579,26/06/2023 03:30:13,ESCANER
23756,"Jutiapa",22,"Jutiapa",1,3725,380,29,16,22,1,16,1,4,0,0,2,17,30,0,3,1,142,12,14,168,0,168,--,380,212,142,168,168,Algún campo sin dato,1,f10b2748f36162fba0f63a00bf3f8967987e351872e4b1fd631ac4e2a8745b89,26/06/2023 02:59:00,ESCANER
23757,"Jutiapa",22,"Jutiapa",1,3725,358,16,14,7,0,7,0,7,0,1,2,5,14,0,0,0,73,5,6,84,7,91,--,358,267,73,84,91,Algún campo sin dato,1,2dc910dbfac518e79c1bccc120b39af88372c63982606c1d05584bc46300496e,26/06/2023 01:16:47,ESCANER
23758,"Jutiapa",22,"Jutiapa",1,3725,357,12,8,12,0,8,1,4,0,0,2,8,16,0,1,0,72,7,5,84,0,84,--,357,273,72,84,84,Algún campo sin dato,1,2d392c4e2729a59dc5f6a15bc3db1b5a9ec15ce37230d3ebd08c2a44e67fe5e9,26/06/2023 01:43:17,ESCANER
