TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
296,295,99.6621,293,98.9864,2,112300,67765,60.3428

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VICTORIA,FCN-NACION,VAMOS,TODOS,VIVA,AZUL,VALOR,PODEMOS,CABAL,PPN,SEMILLA,WINAQ,MI FAMILIA,CAMBIO,CREO,UNE,ELEFANTE,VOS,PHG,EL CHERIFON,PR,P A N,MLP,COMITE CIVICO JUSTICIA,BIEN,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
18751,"Alta Verapaz",16,"Cobán",1,2884,361,85,0,55,0,1,3,0,1,2,15,4,0,0,0,0,5,0,0,4,0,1,0,1,22,0,199,11,3,213,0,213,--,361,148,199,213,213,Algún campo sin dato,1,51bd4e1e82e8737d035f95f0ef7538530e21fdf9833a6c1986286753a69448a1,25/06/2023 22:54:19,ESCANER
18752,"Alta Verapaz",16,"Cobán",1,2885,400,105,1,54,3,11,4,4,2,9,37,0,0,1,1,4,10,0,0,1,1,2,1,0,6,0,257,44,7,308,0,308,--,400,92,257,308,308,Algún campo sin dato,1,e5d6b56e3b30c46e694a3296271bc9a9506ebf598e55d2436586a5143e16e457,26/06/2023 00:19:38,ESCANER
18753,"Alta Verapaz",16,"Cobán",1,2885,400,92,2,70,2,15,3,6,2,5,31,2,1,1,0,0,12,0,0,2,0,0,0,1,9,0,256,34,14,304,0,304,--,400,96,256,304,304,Algún campo sin dato,1,4aac83b37d9e6051b1a603ac32c5a1cfae7f3e47f3045f61b4bb1b7fe02ca967,26/06/2023 02:27:39,ESCANER
18754,"Alta Verapaz",16,"Cobán",1,2885,400,99,2,49,3,18,7,3,2,10,40,2,0,5,0,2,3,0,0,0,0,3,0,2,13,1,264,21,4,289,0,289,--,400,111,264,289,289,Algún campo sin dato,1,51afd8af6a29d82a5b04e9fff671c44c6a1c5d842a6c0a504cf7cc31328f3793,26/06/2023 03:42:52,ESCANER
18755,"Alta Verapaz",16,"Cobán",1,2885,400,88,0,45,3,17,1,2,2,9,42,3,0,3,0,0,7,0,1,0,0,1,0,1,16,1,242,32,3,277,0,277,--,400,123,242,277,277,Algún campo sin dato,1,45c50013b71b5d23eef4a504696187a1c5a0c5195e392a606094cc1dfaecfe7d,26/06/2023 01:45:38,ESCANER
18756,"Alta Verapaz",16,"Cobán",1,2885,400,75,0,49,0,17,0,1,3,15,41,2,0,2,0,2,4,0,1,0,0,1,0,0,8,0,221,24,14,259,0,259,1,400,141,221,259,259,,1,c5476428f282777c518f4ebb5274d60838fef13fe358be4e3a5ea4ffabf8fbbf,26/06/2023 01:55:17,ESCANER
18757,"Alta Verapaz",16,"Cobán",1,2885,400,47,2,27,3,15,4,3,3,0,24,13,2,8,1,2,7,2,5,3,0,1,0,0,0,2,175,58,4,237,0,237,--,400,163,174,236,236,Sumas Asentadas sin cuadrar,1,ba67c635ccb5494a4e630d198a0c52f642381650e401e0a72a8f33e959e4f8be,26/06/2023 03:30:17,ESCANER
18758,"Alta Verapaz",16,"Cobán",1,2885,220,36,0,37,0,7,0,1,0,6,28,5,0,0,0,2,2,0,1,1,0,2,0,0,12,0,140,6,0,146,0,146,--,220,74,140,146,146,Algún campo sin dato,1,616b1ab021a4b152a1a1fe137b91a84b7a614cf698d0af1972d7f1b2bfb1be67,25/06/2023 21:59:08,ESCANER
18759,"Alta Verapaz",16,"Cobán",1,2885,220,36,1,17,1,6,0,0,1,4,13,2,0,0,0,0,3,0,1,0,0,1,0,0,7,0,93,7,1,101,0,101,--,220,119,93,101,101,Algún campo sin dato,1,180ae06c73e02c824dc14a81cc225ee3d925cd58ebb23675cd838783f0efbf91,26/06/2023 01:07:29,ESCANER
18760,"Alta Verapaz",16,"Cobán",1,2886,400,103,0,61,1,4,3,2,5,2,41,1,0,1,1,1,2,0,1,2,2,4,2,0,17,0,256,29,12,297,0,297,--,400,103,256,297,297,Algún campo sin dato,1,69b1d4fb223cb301a2ab302c2e031f5857e0139cafdfa13aad9bdf147aef469f,26/06/2023 01:57:58,ESCANER
18761,"Alta Verapaz",16,"Cobán",1,2886,400,85,1,55,2,4,0,4,3,2,62,4,0,2,0,1,1,1,2,3,1,1,4,2,17,0,257,30,2,289,0,289,--,400,111,257,289,289,Algún campo sin dato,1,65a37442b29a583810d2d60fafba96ae51dabf772619836fcacc768b03dd0ab0,26/06/2023 01:39:15,ESCANER
18762,"Alta Verapaz",16,"Cobán",1,2886,400,89,3,54,0,9,2,1,3,4,60,4,2,4,0,1,5,1,0,2,0,5,1,0,15,0,265,20,5,290,0,290,--,400,110,265,290,290,Algún campo sin dato,1,dc63676faaf62b83170074f681c58f5370a0c1c233ca78fece84bff960d573d4,26/06/2023 01:15:43,ESCANER
18763,"Alta Verapaz",16,"Cobán",1,2886,400,79,0,60,1,8,3,3,1,4,51,2,0,3,1,3,7,1,5,1,2,1,1,1,13,0,250,27,5,282,0,282,0,400,118,251,283,283,Sumas Asentadas sin cuadrar,1,a01b259ec62ffea9e4b66b68798f796862e46598a265ba224d3ec60a90e82709,26/06/2023 02:59:18,ESCANER
18764,"Alta Verapaz",16,"Cobán",1,2886,376,60,0,50,0,1,4,0,2,4,46,3,2,1,0,0,7,0,4,3,0,1,1,1,24,1,215,9,3,227,0,227,--,376,149,215,227,227,Algún campo sin dato,1,9630d1c0f0c4b8b509c54256c32acd592d017a79ebc0b6b05d5e707eaf84614f,26/06/2023 05:20:44,ESCANER
18765,"Alta Verapaz",16,"Cobán",1,2886,375,54,0,38,0,2,3,1,0,5,42,2,1,1,1,2,2,0,3,1,0,1,0,1,16,0,176,6,0,182,0,182,--,375,193,176,182,182,Algún campo sin dato,1,91fcaafc4ebe9231ad811ca6a8eba26160b09c836823fd57ef4d77240aef44d4,26/06/2023 00:42:45,ESCANER
18766,"Alta Verapaz",16,"Cobán",1,2887,400,86,2,104,1,3,6,3,11,5,23,0,1,3,0,2,9,0,0,1,1,0,0,2,2,0,265,30,12,307,0,307,--,400,93,265,307,307,Algún campo sin dato,1,3e91364900b5a13758920bf9056b52ff83288609f396891d83646dedc83723ea,26/06/2023 01:37:13,ESCANER
18767,"Alta Verapaz",16,"Cobán",1,2887,400,83,1,119,0,7,3,1,5,3,18,0,0,1,0,0,4,0,0,0,0,0,0,1,0,7,253,30,9,292,0,292,--,400,108,253,292,292,Algún campo sin dato,1,ecacfa474e41bca9f52f93c430a9a22f6c7890b0fa2dd18335cb22a0743cbff0,26/06/2023 01:27:08,ESCANER
18768,"Alta Verapaz",16,"Cobán",1,2887,400,77,2,106,2,6,1,0,15,1,17,0,3,4,0,1,4,0,0,1,1,0,0,1,1,2,245,33,15,293,0,293,--,398,105,245,293,293,Algún campo sin dato,1,02c1d4e0fdf110f8ff9c90a7418742a195dab1613caad4ded0aeac750fcefa70,26/06/2023 03:18:24,ESCANER
18769,"Alta Verapaz",16,"Cobán",1,2887,400,87,0,91,1,4,1,2,8,6,25,0,0,3,0,1,5,1,1,0,1,1,0,4,0,2,244,36,11,291,0,291,--,--,--,244,291,291,Algún campo sin dato,1,3a68eb9d07adee13b7a09e8fbb830d6216e8930bdbf67b8a348d2cce23782990,26/06/2023 02:03:18,ESCANER
18770,"Alta Verapaz",16,"Cobán",1,2887,376,57,0,84,0,8,3,0,14,2,25,0,0,1,0,0,3,1,0,0,0,1,1,0,1,2,203,24,8,235,0,235,--,376,141,203,235,235,Algún campo sin dato,1,3e2cef6820964924256a0f274eaa1feb38ac0f26867053e1f5ddcd3e8925c1d7,26/06/2023 00:05:04,ESCANER
18771,"Alta Verapaz",16,"Cobán",1,2887,376,56,0,69,0,4,4,0,6,2,12,0,0,1,0,1,1,0,0,1,0,0,0,0,4,2,163,4,0,167,0,167,--,--,--,163,167,167,Algún campo sin dato,1,4dfd0598f33937578aac2102a54568cdd75834168527d916e3479dbc4330de85,25/06/2023 23:24:19,ESCANER
18772,"Alta Verapaz",16,"Cobán",1,2888,380,68,2,77,1,10,4,2,28,2,17,0,3,4,1,0,8,0,0,2,3,0,0,1,1,0,234,32,18,284,0,284,--,330,46,234,284,284,Algún campo sin dato,1,0eeb0e3647732dc8b19dffcd69656f5b1e819880c482e2c3a763d40f983e10ca,26/06/2023 00:42:29,ESCANER
18773,"Alta Verapaz",16,"Cobán",1,2888,380,55,3,91,0,8,1,2,23,3,16,0,0,3,0,2,3,0,0,0,0,0,0,0,1,0,211,22,15,248,1,249,--,380,131,211,248,249,Algún campo sin dato,1,948d1b74ecaf3204d5952060dc2a7889b16562cee8a441ccfafd5549206b3cad,26/06/2023 00:59:40,ESCANER
18774,"Alta Verapaz",16,"Cobán",1,2888,380,51,1,92,0,6,2,1,23,1,20,1,3,1,0,0,8,0,1,0,0,0,0,0,1,0,212,21,18,251,0,251,--,380,129,212,251,251,Algún campo sin dato,1,fd8899a7fc673840bc76b39ac87cb1db64f769bb5704f8b94a7f5fa5c88d7c98,26/06/2023 02:14:10,ESCANER
18775,"Alta Verapaz",16,"Cobán",1,2888,380,71,2,63,1,15,4,0,33,1,22,0,1,4,0,0,13,1,1,1,0,1,0,0,1,1,236,48,5,289,0,289,--,380,91,236,289,289,Algún campo sin dato,1,04cafa6a1eec8e3122095da0a8f3f8eb149e5cb4c321a36f45da20b44e532d4b,26/06/2023 01:16:27,ESCANER
18776,"Alta Verapaz",16,"Cobán",1,2888,380,60,3,82,4,6,2,3,24,3,29,0,0,3,0,0,6,0,1,0,0,0,0,0,1,0,228,26,9,263,0,263,--,388,117,227,262,262,Sumas Asentadas sin cuadrar,1,f326481bfe673d41a69f4828f490c270403878c953b18a1cd13c72b38d85356f,26/06/2023 00:57:17,ESCANER
18777,"Alta Verapaz",16,"Cobán",1,2888,380,61,2,117,1,6,1,3,8,3,5,0,0,2,0,1,6,0,1,1,3,1,0,1,2,0,225,24,17,266,0,266,--,380,111,225,266,266,Algún campo sin dato,1,59e949c160058c9bb7f8b3e477d09e49ed4c2c45c683f46a420b3956dcfd13c3,25/06/2023 23:31:17,ESCANER
18778,"Alta Verapaz",16,"Cobán",1,2888,380,71,1,81,0,6,0,4,24,1,16,1,1,1,0,0,5,1,0,1,0,0,0,0,0,0,214,20,9,243,0,243,--,380,134,214,243,243,Algún campo sin dato,1,d4d3c019b936effbc9a3c901751a0e22594c716c69c1fe6fcb3e5b4756cd7640,26/06/2023 01:01:36,ESCANER
18779,"Alta Verapaz",16,"Cobán",1,2888,380,83,0,43,2,6,4,1,32,4,16,0,2,1,0,1,8,0,0,1,0,1,0,0,2,0,208,20,4,232,0,232,--,398,166,207,231,231,Sumas Asentadas sin cuadrar,1,bb0b0cd71f1585a8e94b0b86f36c3679f1ef8708f568dafa003869296d4cd9ad,26/06/2023 01:22:29,ESCANER
18780,"Alta Verapaz",16,"Cobán",1,2888,380,64,0,67,0,8,0,2,25,2,34,1,1,1,0,1,8,0,4,2,1,0,0,0,3,1,225,20,6,251,0,251,--,380,129,225,251,251,Algún campo sin dato,1,e81bbea7ee565814c22ae115e4895fe3c14ede95b0c6f1f418b43f1277de7048,26/06/2023 01:52:42,ESCANER
18781,"Alta Verapaz",16,"Cobán",1,2888,380,63,0,58,0,6,6,0,21,2,24,0,1,3,0,2,12,0,0,3,1,1,0,0,0,1,204,28,12,244,0,244,--,380,136,204,244,244,Algún campo sin dato,1,d8e9fa260d03e1c70ed10ac881b447a361c590163526acb02f73eb108a2de67f,26/06/2023 00:38:00,ESCANER
18782,"Alta Verapaz",16,"Cobán",1,2888,380,59,0,69,0,6,1,1,27,4,24,0,0,4,0,2,6,0,1,2,1,2,0,1,2,0,212,28,11,251,0,251,--,380,129,212,251,251,Algún campo sin dato,1,3687ac9979e0d20268f08b10bc67b7f16aca70157c6a1fa660dd63e0b319f1ee,25/06/2023 23:26:29,ESCANER
18783,"Alta Verapaz",16,"Cobán",1,2888,380,55,0,54,0,7,0,3,19,0,21,0,1,3,0,0,3,0,1,0,0,0,0,0,3,0,170,19,9,198,0,198,--,390,192,170,198,198,Algún campo sin dato,1,d92331a9c53d8ac435ef6bbb1e31067e9f30e4afe71d67ae6873d76de4adc3dc,25/06/2023 23:52:25,ESCANER
18784,"Alta Verapaz",16,"Cobán",1,2888,380,67,0,69,0,7,2,0,17,1,6,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,176,24,6,206,0,206,--,380,174,176,206,206,Algún campo sin dato,1,0ed5c154a8231c742a04d51f4872e60113250b4e66e8af1056e9c7d436a1abbb,26/06/2023 01:04:23,ESCANER
18785,"Alta Verapaz",16,"Cobán",1,2888,380,79,1,74,0,4,1,0,15,3,13,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,198,3,0,201,0,201,--,380,176,197,200,200,Sumas Asentadas sin cuadrar,1,657caa1a390bf91d7ba06275ea49e7c6c8c75dc40d7db204cce9354b5390dd88,26/06/2023 01:45:19,ESCANER
18786,"Alta Verapaz",16,"Cobán",1,2888,328,51,0,36,1,5,1,0,17,0,9,0,0,0,0,0,2,0,0,3,0,0,0,0,1,1,127,5,5,137,0,137,--,325,188,127,137,137,Algún campo sin dato,1,08333afc0106ee5ccdeb2113a44b82efdc67c802050e081bea618aa9de6f7fb3,26/06/2023 00:07:49,ESCANER
18787,"Alta Verapaz",16,"Cobán",1,2888,328,52,1,41,1,3,2,0,6,1,5,0,0,0,0,1,6,0,0,2,0,1,1,0,0,0,123,7,4,134,0,134,0,325,191,123,134,134,,1,214c89e52504e88e82ce8369bd1b19b7fb0c31f3001b51c4c67fbcbf5bb6afb1,25/06/2023 23:06:24,ESCANER
18788,"Alta Verapaz",16,"Cobán",1,2889,380,80,1,40,1,11,2,5,46,1,8,1,1,1,0,0,4,1,1,0,0,0,0,0,0,0,204,26,12,242,0,242,--,375,133,204,242,242,Algún campo sin dato,1,410ae67f17755e01dc6fccd9e1d7144a4f4b8d183a949b34cc14e37e53737d16,26/06/2023 07:30:46,ESCANER
18789,"Alta Verapaz",16,"Cobán",1,2889,380,77,1,42,0,9,1,1,41,0,6,0,6,1,1,1,2,0,1,0,0,1,8,2,1,0,202,47,4,253,0,253,--,377,124,202,253,253,Algún campo sin dato,1,984744adf5966ffc6dec5f81e9d0d8837145e9927a52108b5e38ba38dcbee0e9,26/06/2023 07:40:24,ESCANER
18790,"Alta Verapaz",16,"Cobán",1,2889,380,91,2,50,1,7,0,0,51,2,1,0,6,1,0,1,5,4,4,1,0,0,2,1,0,0,230,15,5,250,0,250,1,377,127,230,250,250,,1,f0b75bf8be609b42736191f7fb0832dfd8718c9c8b0434420c35a5a5ddfb1261,26/06/2023 02:40:30,ESCANER
18791,"Alta Verapaz",16,"Cobán",1,2889,380,69,2,21,0,11,2,1,28,0,5,2,11,2,0,0,10,2,4,1,0,0,0,0,1,1,173,28,26,227,0,227,--,--,--,173,227,227,Algún campo sin dato,1,b4c362a7a29ffe5dc099819b4fd6b87c297cf1dd3df0fd3c5979f8ba8f673cec,26/06/2023 07:30:19,ESCANER
18792,"Alta Verapaz",16,"Cobán",1,2889,380,83,2,45,3,14,3,0,31,2,7,1,3,1,0,0,3,1,8,0,0,0,0,1,0,0,208,34,5,247,0,247,--,380,133,208,247,247,Algún campo sin dato,1,97e4daef63723fa3336cd1db86c2bcee061e93d9f281f00b155208bed5aadab1,26/06/2023 02:17:51,ESCANER
18793,"Alta Verapaz",16,"Cobán",1,2889,380,47,0,40,4,6,0,1,50,0,4,3,14,2,0,1,7,3,16,0,0,1,1,0,2,9,211,38,11,260,0,260,--,380,120,211,260,260,Algún campo sin dato,1,a1d59a9b20952abeb74967ea53a1ee6edf1cd690381432fe7601c61485ad7197,26/06/2023 03:57:21,ESCANER
18794,"Alta Verapaz",16,"Cobán",1,2889,380,78,0,37,1,4,1,0,36,3,5,0,3,2,0,0,12,5,7,0,1,1,0,0,0,1,197,40,12,249,0,249,--,380,131,197,249,249,Algún campo sin dato,1,9d34ecd47cb728848edf405ed918449ddd60e5666fdfa83621366cb4daff99b3,26/06/2023 01:54:27,ESCANER
18795,"Alta Verapaz",16,"Cobán",1,2889,380,97,1,38,0,9,3,0,31,1,6,2,6,0,0,0,0,0,10,0,0,0,1,2,0,0,207,23,9,239,0,239,--,375,136,207,239,239,Algún campo sin dato,1,971f0659222c9ff8eef9f2c498397f23b0713e38ea7a9da646def02495ea4034,26/06/2023 03:33:13,ESCANER
18796,"Alta Verapaz",16,"Cobán",1,2889,380,81,3,42,0,5,3,2,30,1,1,2,6,0,0,0,4,2,7,0,2,0,0,1,1,1,194,23,9,226,0,226,--,380,154,194,226,226,Algún campo sin dato,1,9913942ffb36b5d91f39231b7e583c923e62a40b94833e48dd82f9f7f2e22d19,26/06/2023 01:37:06,ESCANER
18797,"Alta Verapaz",16,"Cobán",1,2889,380,76,2,26,2,6,4,0,22,4,7,2,2,0,0,0,7,2,13,0,0,2,1,1,0,0,179,36,9,224,0,224,--,380,154,179,224,224,Algún campo sin dato,1,86ba5d9747f09e0fb46e63a5d467b5533c6254e243520b6ec83f47c74fcd64be,26/06/2023 02:49:35,ESCANER
18798,"Alta Verapaz",16,"Cobán",1,2889,380,82,0,35,0,4,1,0,35,5,4,1,6,1,0,0,6,3,7,1,0,0,1,0,0,1,193,27,6,226,0,226,--,380,154,193,226,226,Algún campo sin dato,1,87adbbbb59c9d21713699390a695a9d0bcad0f37916bf517d09ceb0730a7faea,26/06/2023 00:48:01,ESCANER
18799,"Alta Verapaz",16,"Cobán",1,2889,380,79,0,43,1,10,2,0,40,3,3,1,1,1,0,0,1,2,5,0,0,0,0,0,0,2,194,10,4,208,0,208,--,380,172,194,208,208,Algún campo sin dato,1,31adcad38d2d2372d72bad0ce28c9f8bd765785fd947b945e4eedcbe42e3c765,26/06/2023 03:17:48,ESCANER
18800,"Alta Verapaz",16,"Cobán",1,2889,380,81,0,51,1,7,0,0,37,3,5,0,1,0,0,0,5,3,2,0,0,0,0,0,0,0,196,8,4,208,0,208,--,380,172,196,208,208,Algún campo sin dato,1,42691fc2c2f05e8590ecfb4b1ad32f712c2390df75df6cc9d98dfa895fbcbc54,26/06/2023 00:27:15,ESCANER
18801,"Alta Verapaz",16,"Cobán",1,2889,349,67,0,19,1,3,1,1,38,0,2,1,5,1,0,0,2,2,3,0,2,1,2,0,0,1,152,5,1,158,0,158,--,343,185,152,158,158,Algún campo sin dato,1,2bb521593855e32c1fe08fdf180af07aa1a32e58be874b67915553c38ad51ab9,26/06/2023 07:14:35,ESCANER
18802,"Alta Verapaz",16,"Cobán",1,2889,349,56,0,27,0,4,0,1,22,0,3,2,6,1,0,0,2,0,6,0,0,0,1,0,0,1,132,5,5,142,0,0,--,342,132,132,142,142,Algún campo sin dato,1,69b61a21900eaa42f2c2b3514178836cfa022b4133103b97d62b8b680b1874a4,26/06/2023 03:32:29,ESCANER
18803,"Alta Verapaz",16,"Cobán",1,2890,380,109,1,8,0,2,2,5,4,5,3,0,0,1,1,0,9,0,1,8,0,0,1,1,1,0,162,26,4,192,0,192,--,380,188,162,192,192,Algún campo sin dato,1,26230e9ee052098f27b4e79b0327ae2b38df9865cfd539a6021ee5cc2c24f650,26/06/2023 00:43:23,ESCANER
18804,"Alta Verapaz",16,"Cobán",1,2890,380,113,1,8,0,0,1,2,4,3,4,2,1,0,0,0,4,0,0,5,0,0,1,0,2,0,151,18,6,175,0,175,--,377,202,151,175,175,Algún campo sin dato,1,3f8d7df2eb20c72d1e7e9fae314a8f048a1f6f39fc090873bbc9c08254ea5420,26/06/2023 00:16:27,ESCANER
18805,"Alta Verapaz",16,"Cobán",1,2890,380,122,1,7,0,1,0,5,6,6,3,3,1,0,0,0,8,3,1,6,0,1,0,0,0,1,175,31,2,208,0,208,--,380,172,175,208,208,Algún campo sin dato,1,705d6c4c8a78e22d3fd8b811ce09bda21a2420e30cbfa3d76148726e4fec59d5,26/06/2023 00:57:11,ESCANER
18806,"Alta Verapaz",16,"Cobán",1,2890,380,112,5,3,0,1,1,1,2,6,7,0,1,0,0,0,10,3,3,8,0,0,0,6,0,0,169,23,4,196,0,196,--,380,184,169,196,196,Algún campo sin dato,1,0250531c9d0e1d97e520dccc2e7301363c2134f8c9aef2ab9db6e782a7057485,26/06/2023 00:08:05,ESCANER
18807,"Alta Verapaz",16,"Cobán",1,2890,380,85,0,4,1,1,1,5,3,6,5,1,0,0,0,0,4,0,3,0,0,1,0,4,1,1,126,19,6,151,0,151,--,--,--,126,151,151,Algún campo sin dato,1,ba68a17ff9887c463ca3e638a9b86bfbf358ba721b7a8e3682d864e60f61ccec,25/06/2023 23:29:17,ESCANER
18808,"Alta Verapaz",16,"Cobán",1,2890,380,80,0,7,0,0,2,2,1,6,4,0,0,1,0,0,4,0,4,3,0,0,0,3,0,0,118,17,4,139,0,139,--,380,241,117,138,138,Sumas Asentadas sin cuadrar,1,298cbc57acea7afa84f87dc413fdecad5bc035a1deccaa68b8560ddc4df6829d,26/06/2023 00:30:33,ESCANER
18809,"Alta Verapaz",16,"Cobán",1,2890,379,91,2,7,0,1,1,1,1,1,1,0,0,0,0,0,6,1,0,2,0,0,0,3,0,0,118,14,5,137,0,137,--,379,242,118,137,137,Algún campo sin dato,1,12f03cf3dcc29b3da1fd08244bcfe1c569931c947087b2a10d16ec255f9c620e,25/06/2023 23:10:14,ESCANER
18810,"Alta Verapaz",16,"Cobán",1,2891,380,83,8,44,0,9,4,2,19,7,3,0,0,2,0,3,9,15,3,2,0,0,1,2,0,0,216,44,8,268,0,--,--,350,112,216,268,268,Algún campo sin dato,1,e679727d386a3447029c9f06a8ffd416ba74818890ea2b4993451a5cce6b5a56,26/06/2023 05:21:29,ESCANER
18811,"Alta Verapaz",16,"Cobán",1,2891,380,92,8,88,1,2,1,1,6,6,5,0,1,3,0,1,8,2,4,2,0,0,0,1,0,0,232,31,16,279,0,279,--,380,101,232,279,279,Algún campo sin dato,1,d599c34fc51b743856649f5c602ae8ead780771a0d9d3d5c89f01631055d7cbd,26/06/2023 03:17:37,ESCANER
18812,"Alta Verapaz",16,"Cobán",1,2891,380,86,3,59,2,1,3,1,8,10,5,0,0,2,0,0,7,1,1,0,1,0,0,2,0,0,192,15,20,227,0,227,--,380,153,192,227,227,Algún campo sin dato,1,3dfe48a5f831c3366c45740a9f04131eb07ad220d983d2c0b705c518d9d79785,26/06/2023 04:16:11,ESCANER
18813,"Alta Verapaz",16,"Cobán",1,2891,380,75,6,74,0,9,2,2,19,2,5,0,3,3,0,1,14,4,3,4,1,0,3,2,0,0,232,30,9,271,0,271,--,380,109,232,271,271,Algún campo sin dato,1,eb0cfadc8bfdf697c8d119c9573a074fbab5bdd31d00e668647e9b6856d9fe36,26/06/2023 04:33:01,ESCANER
18814,"Alta Verapaz",16,"Cobán",1,2891,380,80,9,58,0,7,3,2,14,4,8,0,1,2,0,1,12,0,2,2,0,1,0,1,2,1,210,30,6,246,0,246,--,380,134,210,246,246,Algún campo sin dato,1,867c049ebe1a53b4e88854dc2d88d37e9fd38646d8caba788818aba8c38d3f0f,26/06/2023 03:28:52,ESCANER
18815,"Alta Verapaz",16,"Cobán",1,2891,380,89,3,61,0,3,4,2,15,4,5,0,0,0,0,0,6,2,1,5,0,1,0,0,2,0,203,14,8,225,0,225,--,380,155,203,225,225,Algún campo sin dato,1,59293110a61ecd78d7adf3a528374dd945f2d8822289379d59625d1d98bd8683,26/06/2023 02:36:35,ESCANER
18816,"Alta Verapaz",16,"Cobán",1,2891,380,72,5,65,3,5,1,0,12,4,5,0,1,1,1,1,7,10,0,1,0,0,0,2,1,0,197,19,3,219,22,219,--,380,161,197,219,241,Sumas Asentadas sin cuadrar,1,fb551f3418ad5e31ea148909a63d7dcb8ff31ee4f8475a7692c7897a6a44307b,26/06/2023 00:54:00,ESCANER
18817,"Alta Verapaz",16,"Cobán",1,2891,380,76,2,45,4,3,2,2,14,5,7,1,5,6,0,2,4,5,3,6,0,0,0,3,1,1,197,26,12,235,0,235,--,380,145,197,235,235,Algún campo sin dato,1,a5eeaf6ec92b5068f9c9518347d9b281914c1e92b3f38464598fef85e447d338,26/06/2023 03:00:04,ESCANER
18818,"Alta Verapaz",16,"Cobán",1,2891,380,82,3,51,6,3,1,0,8,7,6,0,2,1,0,0,7,16,0,2,0,0,0,2,0,0,200,24,4,228,0,228,--,380,152,197,225,225,Sumas Asentadas sin cuadrar,1,4017bbf4e1fde9fab3e6b8851fbc67f23297fe284af4819396e7b1136fae4f49,26/06/2023 02:27:57,ESCANER
18819,"Alta Verapaz",16,"Cobán",1,2891,380,83,4,55,1,5,2,2,15,5,6,0,1,1,0,0,12,1,3,8,2,0,1,0,0,0,207,31,6,244,0,244,--,380,136,207,244,244,Algún campo sin dato,1,5fad5031180102ae568b3e1605ffb57323946a2160f377bd429fb4f92e3e9aee,26/06/2023 03:42:17,ESCANER
18820,"Alta Verapaz",16,"Cobán",1,2891,380,81,4,54,3,6,1,3,41,7,10,0,1,1,0,2,6,2,2,3,0,0,0,0,0,0,227,27,11,265,0,265,--,380,115,227,265,265,Algún campo sin dato,1,562f9a799288092a0ce2ff0042c5763f519f0df0dca8469495cd51e234468d74,26/06/2023 02:18:47,ESCANER
18821,"Alta Verapaz",16,"Cobán",1,2891,380,75,4,75,2,6,7,3,23,3,5,0,1,0,0,0,11,4,0,0,0,1,0,1,3,0,224,26,3,253,0,253,--,380,127,224,253,253,Algún campo sin dato,1,d6a715ecfda0ad3b981248017905b442c5c44085c65f0641ec1c990460ef073f,26/06/2023 02:39:59,ESCANER
18822,"Alta Verapaz",16,"Cobán",1,2891,380,62,2,60,3,4,1,0,20,8,9,0,1,0,0,2,16,3,2,0,1,0,0,0,0,0,224,23,5,377,0,224,--,377,153,194,222,222,Sumas Asentadas sin cuadrar,1,edd30b16186f4365249da4fca8f7f73de61e69b674065823d53183544c88b2a9,26/06/2023 03:47:04,ESCANER
18823,"Alta Verapaz",16,"Cobán",1,2891,380,68,4,54,0,3,1,0,24,4,5,1,0,2,1,1,6,4,1,1,2,0,0,1,1,0,184,22,8,214,0,214,--,380,166,184,214,214,Algún campo sin dato,1,e1b5b6d1d47b0bc42e58d799a1042812463b9c6fe8828199561bbba4dc2fdedd,26/06/2023 03:04:49,ESCANER
18824,"Alta Verapaz",16,"Cobán",1,2891,380,62,6,44,1,0,2,1,17,8,9,0,2,5,0,0,9,3,3,0,0,0,1,1,0,0,174,26,5,205,0,205,--,380,175,174,205,205,Algún campo sin dato,1,f05ec2a2b1aa9ded072609789f02475904f43ce41d31b43f5f85ba7b76047ddb,26/06/2023 02:56:30,ESCANER
18825,"Alta Verapaz",16,"Cobán",1,2891,380,58,5,46,2,8,2,2,21,4,11,0,0,2,0,0,11,3,0,2,1,0,0,0,0,0,178,22,12,212,0,212,--,379,171,178,212,212,Algún campo sin dato,1,4991ed076bbadd04e0f90b7db0ec7c4f4bec7e1012c8e39be2af887e19bc642c,26/06/2023 04:07:57,ESCANER
